date,ticker,close
2025-09-08,395160,10875
2025-09-08,446770,31365
2025-09-08,491010,16465
2025-09-09,0093A0,11290
2025-09-09,395160,11150
2025-09-09,446770,31780
2025-09-09,491010,16425
2025-09-10,0093A0,11605
2025-09-10,395160,11500
2025-09-10,446770,32620
2025-09-10,491010,17045
2025-09-11,0093A0,11720
2025-09-11,395160,11540
2025-09-11,446770,32970
2025-09-11,491010,17890
2025-09-12,0093A0,11895
2025-09-12,395160,11945
2025-09-12,446770,33570
2025-09-12,491010,17775
2025-09-15,0093A0,12410
2025-09-15,395160,12250
2025-09-15,446770,33925
2025-09-15,491010,17700
2025-09-16,0093A0,12665
2025-09-16,395160,12570
2025-09-16,446770,34800
2025-09-16,491010,18250
2025-09-17,0093A0,12480
2025-09-17,395160,12310
2025-09-17,446770,34405
2025-09-17,491010,18075
2025-09-18,0093A0,13175
2025-09-18,395160,12825
2025-09-18,446770,34835
2025-09-18,491010,18280
2025-09-19,0093A0,13300
2025-09-19,395160,12800
2025-09-19,446770,35540
2025-09-19,491010,18635
2025-09-22,0093A0,13740
2025-09-22,395160,13080
2025-09-22,446770,35760
2025-09-22,491010,19430
2025-09-23,0093A0,14020
2025-09-23,395160,13215
2025-09-23,446770,36635
2025-09-23,491010,19660
2025-09-24,0093A0,14030
2025-09-24,395160,13250
2025-09-24,446770,36790
2025-09-24,491010,19350
2025-09-25,0093A0,13765
2025-09-25,395160,13105
2025-09-25,446770,36580
2025-09-25,491010,18905
2025-09-26,0093A0,13360
2025-09-26,395160,12670
2025-09-26,446770,36140
2025-09-26,491010,18640
2025-09-29,0093A0,13535
2025-09-29,395160,12940
2025-09-29,446770,36380
2025-09-29,491010,18455
2025-09-30,0093A0,13655
2025-09-30,395160,12920
2025-09-30,446770,36620
2025-09-30,491010,18675
2025-10-01,0093A0,13925
2025-10-01,395160,13230
2025-10-01,446770,37000
2025-10-01,491010,18585
2025-10-02,0093A0,14700
2025-10-02,395160,13895
2025-10-02,446770,38645
2025-10-02,491010,19240
2025-10-10,0093A0,15315
2025-10-10,395160,14705
2025-10-10,446770,40800
2025-10-10,491010,20240
2025-10-13,0093A0,15410
2025-10-13,395160,14665
2025-10-13,446770,40200
2025-10-13,491010,20505
2025-10-14,0093A0,14815
2025-10-14,395160,14380
2025-10-14,446770,40300
2025-10-14,491010,21460
2025-10-15,0093A0,15405
2025-10-15,395160,14935
2025-10-15,446770,40700
2025-10-15,491010,21735
2025-10-16,0093A0,15770
2025-10-16,395160,15340
2025-10-16,446770,41720
2025-10-16,491010,22250
2025-10-17,0093A0,15650
2025-10-17,395160,15375
2025-10-17,446770,41290
2025-10-17,491010,21325
2025-10-20,0093A0,15900
2025-10-20,395160,15670
2025-10-20,446770,42030
2025-10-20,491010,21315
2025-10-21,0093A0,15730
2025-10-21,395160,15475
2025-10-21,446770,42615
2025-10-21,491010,21070
2025-10-22,0093A0,15845
2025-10-22,395160,15640
2025-10-22,446770,42300
2025-10-22,491010,20300
2025-10-23,0093A0,15715
2025-10-23,395160,15495
2025-10-23,446770,41795
2025-10-23,491010,19675
2025-10-24,0093A0,16355
2025-10-24,395160,16125
2025-10-24,446770,42840
2025-10-24,491010,20570
2025-10-27,0093A0,16600
2025-10-27,395160,16495
2025-10-27,446770,43995
2025-10-27,491010,21210
2025-10-28,0093A0,16275
2025-10-28,395160,16190
2025-10-28,446770,44295
2025-10-28,491010,21055
2025-10-29,0093A0,16670
2025-10-29,395160,16720
2025-10-29,446770,45510
2025-10-29,491010,21715
2025-10-30,0093A0,17030
2025-10-30,395160,16935
2025-10-30,446770,45925
2025-10-30,491010,22165
2025-10-31,0093A0,17100
2025-10-31,395160,17070
2025-10-31,446770,45765
2025-10-31,491010,21970
2025-11-03,0093A0,17500
2025-11-03,395160,17730
2025-11-03,446770,46765
2025-11-03,491010,21925
2025-11-04,0093A0,17220
2025-11-04,395160,17300
2025-11-04,446770,45890
2025-11-04,491010,21320
2025-11-05,0093A0,16630
2025-11-05,395160,16640
2025-11-05,446770,45200
2025-11-05,491010,20820
2025-11-06,0093A0,16755
2025-11-06,395160,16825
2025-11-06,446770,45635
2025-11-06,491010,21320
2025-11-07,0093A0,16310
2025-11-07,395160,16300
2025-11-07,446770,44900
2025-11-07,491010,20415
2025-11-10,0093A0,16635
2025-11-10,395160,17040
2025-11-10,446770,45545
2025-11-10,491010,20760
2025-11-11,0093A0,16720
2025-11-11,395160,17290
2025-11-11,446770,46440
2025-11-11,491010,20620
2025-11-12,0093A0,16740
2025-11-12,395160,17330
2025-11-12,446770,46150
2025-11-12,491010,20225
2025-11-13,0093A0,16720
2025-11-13,395160,17250
2025-11-13,446770,46290
2025-11-13,491010,20275
2025-11-14,0093A0,15830
2025-11-14,395160,16300
2025-11-14,446770,43915
2025-11-14,491010,18755
2025-11-17,0093A0,16555
2025-11-17,395160,17270
2025-11-17,446770,45285
2025-11-17,491010,19445
2025-11-18,0093A0,16115
2025-11-18,395160,16400
2025-11-18,446770,43750
2025-11-18,491010,18645
2025-11-19,0093A0,15740
2025-11-19,395160,16225
2025-11-19,446770,43285
2025-11-19,491010,18635
2025-11-20,0093A0,15925
2025-11-20,395160,16675
2025-11-20,446770,45235
2025-11-20,491010,20055
2025-11-21,0093A0,14730
2025-11-21,395160,15490
2025-11-21,446770,42365
2025-11-21,491010,18235
2025-11-24,0093A0,14995
2025-11-24,395160,15600
2025-11-24,446770,42340
2025-11-24,491010,18115
2025-11-25,0093A0,15455
2025-11-25,395160,16120
2025-11-25,446770,42865
2025-11-25,491010,18910
2025-11-26,0093A0,15850
2025-11-26,395160,16445
2025-11-26,446770,43125
2025-11-26,491010,18915
2025-11-27,0093A0,16290
2025-11-27,395160,16680
2025-11-27,446770,44175
2025-11-27,491010,19190
2025-11-28,0093A0,16285
2025-11-28,395160,16595
2025-11-28,446770,44100
2025-11-28,491010,19595
2025-12-01,0093A0,16330
2025-12-01,395160,16665
2025-12-01,446770,43775
2025-12-01,491010,19480
2025-12-02,0093A0,16370
2025-12-02,395160,16865
2025-12-02,446770,44805
2025-12-02,491010,19150
2025-12-03,0093A0,16530
2025-12-03,395160,16885
2025-12-03,446770,45285
2025-12-03,491010,19505
2025-12-04,0093A0,16165
2025-12-04,395160,16605
2025-12-04,446770,45415
2025-12-04,491010,19560
2025-12-05,0093A0,16410
2025-12-05,395160,16885
2025-12-05,446770,45455
2025-12-05,491010,20450
2025-12-08,0093A0,16650
2025-12-08,395160,17260
2025-12-08,446770,46180
2025-12-08,491010,20435
2025-12-09,0093A0,16475
2025-12-09,395160,17145
2025-12-09,446770,46295
2025-12-09,491010,20270
2025-12-10,0093A0,16520
2025-12-10,395160,17300
2025-12-10,446770,46565
2025-12-10,491010,20370
2025-12-11,0093A0,16220
2025-12-11,395160,17120
2025-12-11,446770,46165
2025-12-11,491010,20270
2025-12-12,0093A0,16175
2025-12-12,395160,16985
2025-12-12,446770,46425
2025-12-12,491010,20975
2025-12-15,0093A0,15840
2025-12-15,395160,16495
2025-12-15,446770,45050
2025-12-15,491010,19580
2025-12-16,0093A0,15325
2025-12-16,395160,16000
2025-12-16,446770,43990
2025-12-16,491010,18915
2025-12-17,0093A0,15885
2025-12-17,395160,16640
2025-12-17,446770,44700
2025-12-17,491010,19125
2025-12-18,0093A0,15480
2025-12-18,395160,16305
2025-12-18,446770,43635
2025-12-18,491010,17970
2025-12-19,0093A0,15470
2025-12-19,395160,16275
2025-12-19,446770,44315
2025-12-19,491010,18590
2025-12-22,0093A0,16270
2025-12-22,395160,17045
2025-12-22,446770,45625
2025-12-22,491010,19240
2025-12-23,0093A0,16160
2025-12-23,395160,17055
2025-12-23,446770,45800
2025-12-23,491010,19295
2025-12-24,0093A0,16150
2025-12-24,395160,16965
2025-12-24,446770,45540
2025-12-24,491010,18955
2025-12-26,0093A0,16670
2025-12-26,395160,17465
2025-12-26,446770,45770
2025-12-26,491010,18870
2025-12-29,0093A0,16735
2025-12-29,395160,17795
2025-12-29,446770,46585
2025-12-29,491010,18625
2025-12-30,0093A0,16510
2025-12-30,395160,17925
2025-12-30,446770,46680
2025-12-30,491010,18585
2026-01-02,0093A0,17920
2026-01-02,395160,19060
2026-01-02,446770,47590
2026-01-02,491010,18655
2026-01-05,0093A0,18365
2026-01-05,395160,19870
2026-01-05,446770,49570
2026-01-05,491010,19470
2026-01-06,0093A0,19835
2026-01-06,395160,20335
2026-01-06,446770,50885
2026-01-06,491010,19755
2026-01-07,0093A0,19265
2026-01-07,395160,20230
2026-01-07,446770,51365
2026-01-07,491010,19850
2026-01-08,0093A0,19175
2026-01-08,395160,20150
2026-01-08,446770,51375
2026-01-08,491010,19595
2026-01-09,0093A0,18830
2026-01-09,395160,19845
2026-01-09,446770,50890
2026-01-09,491010,19420
2026-01-12,0093A0,18645
2026-01-12,395160,19825
2026-01-12,446770,51860
2026-01-12,491010,20005
2026-01-13,0093A0,18745
2026-01-13,395160,20000
2026-01-13,446770,52300
2026-01-13,491010,20620
2026-01-14,0093A0,19000
2026-01-14,395160,20320
2026-01-14,446770,52570
2026-01-14,491010,20860
2026-01-15,0093A0,19240
2026-01-15,395160,20580
2026-01-15,446770,53265
2026-01-15,491010,20700
2026-01-16,0093A0,19370
2026-01-16,395160,20735
2026-01-16,446770,53980
2026-01-16,491010,21230
2026-01-19,0093A0,19405
2026-01-19,395160,20805
2026-01-19,446770,54600
2026-01-19,491010,21090
2026-01-20,0093A0,18910
2026-01-20,395160,20305
2026-01-20,446770,53330
2026-01-20,491010,21085
2026-01-21,0093A0,18735
2026-01-21,395160,20410
2026-01-21,446770,52900
2026-01-21,491010,21335
2026-01-22,0093A0,18875
2026-01-22,395160,20895
2026-01-22,446770,53985
2026-01-22,491010,21715
2026-01-23,0093A0,18805
2026-01-23,395160,21000
2026-01-23,446770,54060
2026-01-23,491010,21515
2026-01-26,0093A0,19700
2026-01-26,395160,21280
2026-01-26,446770,53150
2026-01-26,491010,20935
2026-01-27,0093A0,20975
2026-01-27,395160,22395
2026-01-27,446770,54825
2026-01-27,491010,20985
2026-01-28,0093A0,22515
2026-01-28,395160,23770
2026-01-28,446770,56720
2026-01-28,491010,21640
2026-01-29,0093A0,23445
2026-01-29,395160,24195
2026-01-29,446770,56365
2026-01-29,491010,22125
2026-01-30,0093A0,24775
2026-01-30,395160,25105
2026-01-30,446770,57200
2026-01-30,491010,21770
2026-02-02,0093A0,22430
2026-02-02,395160,23065
2026-02-02,446770,54960
2026-02-02,491010,20745
2026-02-03,0093A0,25485
2026-02-03,395160,25045
2026-02-03,446770,57510
2026-02-03,491010,21755
2026-02-04,0093A0,25725
2026-02-04,395160,25050
2026-02-04,446770,56770
2026-02-04,491010,22210
2026-02-05,0093A0,24575
2026-02-05,395160,23800
2026-02-05,446770,54760
2026-02-05,491010,21340
2026-02-06,0093A0,25000
2026-02-06,395160,23740
2026-02-06,446770,54640
2026-02-06,491010,20760
2026-02-09,0093A0,26535
2026-02-09,395160,24640
2026-02-09,446770,57000
2026-02-09,491010,21905
2026-02-10,0093A0,25830
2026-02-10,395160,24115
2026-02-10,446770,57595
2026-02-10,491010,22485
2026-02-11,0093A0,25700
2026-02-11,395160,23760
2026-02-11,446770,57585
2026-02-11,491010,22250
2026-02-12,0093A0,27030
2026-02-12,395160,24805
2026-02-12,446770,58630
2026-02-12,491010,22720
2026-02-13,0093A0,26480
2026-02-13,395160,24540
2026-02-13,446770,58165
2026-02-13,491010,22460
2026-02-19,0093A0,27815
2026-02-19,395160,25230
2026-02-19,446770,58685
2026-02-19,491010,23085
2026-02-20,0093A0,27780
2026-02-20,395160,25425
2026-02-20,446770,59300
2026-02-20,491010,23025
2026-02-23,0093A0,27310
2026-02-23,395160,25485
2026-02-23,446770,59050
2026-02-23,491010,22710
2026-02-24,0093A0,28290
2026-02-24,395160,26345
2026-02-24,446770,60970
2026-02-24,491010,23350
2026-02-25,0093A0,28245
2026-02-25,395160,26620
2026-02-25,446770,61485
2026-02-25,491010,23560
2026-02-26,0093A0,30890
2026-02-26,395160,29020
2026-02-26,446770,63140
2026-02-26,491010,23980
2026-02-27,0093A0,31235
2026-02-27,395160,29560
2026-02-27,446770,61450
2026-02-27,491010,23690
2026-03-03,0093A0,29600
2026-03-03,395160,27160
2026-03-03,446770,59030
2026-03-03,491010,24075
2026-03-04,0093A0,27200
2026-03-04,395160,23750
2026-03-04,446770,55295
2026-03-04,491010,22735
2026-03-05,0093A0,33045
2026-03-05,395160,28130
2026-03-05,446770,58670
2026-03-05,491010,23605
2026-03-06,0093A0,33100
2026-03-06,395160,28235
2026-03-06,446770,58350
2026-03-06,491010,23145
2026-03-09,0093A0,30895
2026-03-09,395160,25905
2026-03-09,446770,55005
2026-03-09,491010,21585
2026-03-10,0093A0,31895
2026-03-10,395160,27625
2026-03-10,446770,57740
2026-03-10,491010,23010
2026-03-11,0093A0,31080
2026-03-11,395160,27265
2026-03-11,446770,58900
2026-03-11,491010,23660
2026-03-12,0093A0,30905
2026-03-12,395160,27085
2026-03-12,446770,58300
2026-03-12,491010,23385
2026-03-13,0093A0,30555
2026-03-13,395160,26560
2026-03-13,446770,57585
2026-03-13,491010,23525
2026-03-16,0093A0,31570
2026-03-16,395160,27140
2026-03-16,446770,58535
2026-03-16,491010,23290
2026-03-17,0093A0,31400
2026-03-17,395160,27380
2026-03-17,446770,58420
2026-03-17,491010,23370
2026-03-18,0093A0,33360
2026-03-18,395160,29075
2026-03-18,446770,60440
2026-03-18,491010,24100
2026-03-19,0093A0,33065
2026-03-19,395160,28600
2026-03-19,446770,59325
2026-03-19,491010,24060
2026-03-20,0093A0,33020
2026-03-20,395160,28620
2026-03-20,446770,59055
2026-03-20,491010,24585
2026-03-23,0093A0,30940
2026-03-23,395160,26815
2026-03-23,446770,56715
2026-03-23,491010,23050
2026-03-24,0093A0,31830
2026-03-24,395160,27600
2026-03-24,446770,58325
2026-03-24,491010,23290
2026-03-25,0093A0,32160
2026-03-25,395160,27880
2026-03-25,446770,59550
2026-03-25,491010,24660
2026-03-26,0093A0,30475
2026-03-26,395160,26320
2026-03-26,446770,58700
2026-03-26,491010,24525
2026-03-27,0093A0,30350
2026-03-27,395160,26230
2026-03-27,446770,57350
2026-03-27,491010,23640
2026-03-30,0093A0,28980
2026-03-30,395160,24970
2026-03-30,446770,55655
2026-03-30,491010,23300
2026-03-31,0093A0,27555
2026-03-31,395160,23795
2026-03-31,446770,54035
2026-03-31,491010,22490
2026-04-01,0093A0,30635
2026-04-01,395160,26290
2026-04-01,446770,57350
2026-04-01,491010,23500
2026-04-02,0093A0,28425
2026-04-02,395160,24800
2026-04-02,446770,55645
2026-04-02,491010,23395
2026-04-03,0093A0,29200
2026-04-03,395160,25575
2026-04-03,446770,56640
2026-04-03,491010,24055
2026-04-06,0093A0,29225
2026-04-06,395160,25650
2026-04-06,446770,57180
2026-04-06,491010,24155
2026-04-07,0093A0,29755
2026-04-07,395160,26040
2026-04-07,446770,57350
2026-04-07,491010,23935
2026-04-08,0093A0,32500
2026-04-08,395160,28400
2026-04-08,446770,60585
2026-04-08,491010,25040
2026-04-09,0093A0,31850
2026-04-09,395160,27840
2026-04-09,446770,60630
2026-04-09,491010,25430
2026-04-10,0093A0,32150
2026-04-10,395160,28190
2026-04-10,446770,61845
2026-04-10,491010,26040
2026-04-13,0093A0,31620
2026-04-13,395160,28195
2026-04-13,446770,62635
2026-04-13,491010,26435
2026-04-14,0093A0,32265
2026-04-14,395160,28960
2026-04-14,446770,64105
2026-04-14,491010,27590
2026-04-15,0093A0,33200
2026-04-15,395160,29720
2026-04-15,446770,65250
2026-04-15,491010,27595
2026-04-16,0093A0,33545
2026-04-16,395160,30050
2026-04-16,446770,65955
2026-04-16,491010,27880
2026-04-17,0093A0,33360
2026-04-17,395160,29985
2026-04-17,446770,64780
2026-04-17,491010,27655
2026-04-20,0093A0,33370
2026-04-20,395160,30500
2026-04-20,446770,65425
2026-04-20,491010,27980
2026-04-21,0093A0,34140
2026-04-21,395160,31150
2026-04-21,446770,66510
2026-04-21,491010,28515
2026-04-22,0093A0,34135
2026-04-22,395160,31805
2026-04-22,446770,66905
2026-04-22,491010,28755
2026-04-23,0093A0,33900
2026-04-23,395160,31955
2026-04-23,446770,67675
2026-04-23,491010,29330
2026-04-24,0093A0,34905
2026-04-24,395160,32385
2026-04-24,446770,68335
2026-04-24,491010,30045
2026-04-27,0093A0,36025
2026-04-27,395160,33790
2026-04-27,446770,70710
2026-04-27,491010,29615
2026-04-28,0093A0,36280
2026-04-28,395160,33660
2026-04-28,446770,70325
2026-04-28,491010,29600
2026-04-29,0093A0,36100
2026-04-29,395160,33355
2026-04-29,446770,69615
2026-04-29,491010,29245
2026-04-30,0093A0,35840
2026-04-30,395160,33330
2026-04-30,446770,69295
2026-04-30,491010,29415
2026-05-04,0093A0,37620
2026-05-04,395160,34930
2026-05-04,446770,71980
2026-05-04,491010,31100
2026-05-06,0093A0,39730
2026-05-06,395160,37315
2026-05-06,446770,74680
2026-05-06,491010,32135
2026-05-07,0093A0,39490
2026-05-07,395160,37600
2026-05-07,446770,77890
2026-05-07,491010,32665
2026-05-08,0093A0,39475
2026-05-08,395160,37780
2026-05-08,446770,79000
2026-05-08,491010,32120
2026-05-11,0093A0,40990
2026-05-11,395160,39860
2026-05-11,446770,82800
2026-05-11,491010,31860
2026-05-12,0093A0,39650
2026-05-12,395160,38640
2026-05-12,446770,82370
2026-05-12,491010,33450
2026-05-13,0093A0,41035
2026-05-13,395160,40445
2026-05-13,446770,84485
2026-05-13,491010,33680
2026-05-14,0093A0,40690
2026-05-14,395160,40770
2026-05-14,446770,86130
2026-05-14,491010,33815
2026-05-15,0093A0,37660
2026-05-15,395160,38365
2026-05-15,446770,83340
2026-05-15,491010,33140
2026-05-18,0093A0,36990
2026-05-18,395160,38680
2026-05-18,446770,82300
2026-05-18,491010,32310
2026-05-19,0093A0,35545
2026-05-19,395160,36900
2026-05-19,446770,80130
2026-05-19,491010,30900
2026-05-20,0093A0,35645
2026-05-20,395160,37715
2026-05-20,446770,80260
2026-05-20,491010,30865
2026-05-21,0093A0,39135
2026-05-21,395160,41630
2026-05-21,446770,84560
2026-05-21,491010,32140
2026-05-22,0093A0,39175
2026-05-22,395160,42900
2026-05-22,446770,85500
2026-05-22,491010,33555
2026-05-26,0093A0,40450
2026-05-26,395160,46975
2026-05-26,446770,87420
2026-05-26,491010,34180
2026-05-27,0093A0,39995
2026-05-27,395160,48000
2026-05-27,446770,90110
2026-05-27,491010,34055
2026-05-28,0093A0,38955
2026-05-28,395160,50150
2026-05-28,446770,89820
2026-05-28,491010,33225
2026-05-29,0093A0,38635
2026-05-29,395160,53770
2026-05-29,446770,92550
2026-05-29,491010,34090
2026-06-01,0093A0,39665
2026-06-01,395160,53940
2026-06-01,446770,92670
2026-06-01,491010,34110
2026-06-02,0093A0,39000
2026-06-02,395160,52000
2026-06-02,446770,93840
2026-06-02,491010,34500
2026-06-04,0093A0,41340
2026-06-04,395160,50600
2026-06-04,446770,94410
2026-06-04,491010,36170
2026-06-05,0093A0,38910
2026-06-05,395160,48725
2026-06-05,446770,92100
2026-06-05,491010,35830
2026-06-08,0093A0,34720
2026-06-08,395160,45000
2026-06-08,446770,85700
2026-06-08,491010,33425
2026-06-09,0093A0,39185
2026-06-09,395160,51455
2026-06-09,446770,91390
2026-06-09,491010,33725
2026-06-10,0093A0,37845
2026-06-10,395160,47985
2026-06-10,446770,88245
2026-06-10,491010,32250
2026-06-11,0093A0,39235
2026-06-11,395160,48380
2026-06-11,446770,88105
2026-06-11,491010,31705
2026-06-12,0093A0,43675
2026-06-12,395160,49420
2026-06-12,446770,90780
2026-06-12,491010,33260
2026-06-15,0093A0,43605
2026-06-15,395160,52955
2026-06-15,446770,94800
2026-06-15,491010,35365
2026-06-16,0093A0,42070
2026-06-16,395160,54475
2026-06-16,446770,95560
2026-06-16,491010,36105
2026-06-17,0093A0,43055
2026-06-17,395160,56090
2026-06-17,446770,96905
2026-06-17,491010,35900
2026-06-18,0093A0,44015
2026-06-18,395160,59750
2026-06-18,446770,100090
2026-06-18,491010,36685
2026-06-19,0093A0,43450
2026-06-19,395160,60600
2026-06-19,446770,102210
2026-06-19,491010,37035
2026-06-22,0093A0,45295
2026-06-22,395160,63000
2026-06-22,446770,105035
2026-06-22,491010,37820
2026-06-23,0093A0,40065
2026-06-23,395160,56700
2026-06-23,446770,99520
2026-06-23,491010,37430
2026-06-24,0093A0,41800
2026-06-24,395160,57550
2026-06-24,446770,98325
2026-06-24,491010,36725
2026-06-25,0093A0,43540
2026-06-25,395160,61130
2026-06-25,446770,103790
2026-06-25,491010,37800
2026-06-26,0093A0,41760
2026-06-26,395160,57000
2026-06-26,446770,98000
2026-06-26,491010,35790
2026-06-29,0093A0,41250
2026-06-29,395160,56055
2026-06-29,446770,97795
2026-06-29,491010,34520
2026-06-30,0093A0,42480
2026-06-30,395160,57930
2026-06-30,446770,100165
2026-06-30,491010,35695
2026-07-01,0093A0,41895
2026-07-01,395160,57020
2026-07-01,446770,100910
2026-07-01,491010,37085
2026-07-02,0093A0,36240
2026-07-02,395160,50500
2026-07-02,446770,93120
2026-07-02,491010,34390
2026-07-03,0093A0,38260
2026-07-03,395160,53240
2026-07-03,446770,94670
2026-07-03,491010,33130
2026-07-06,0093A0,37035
2026-07-06,395160,51070
2026-07-06,446770,93315
2026-07-06,491010,33150
2026-07-07,0093A0,34630
2026-07-07,395160,46925
2026-07-07,446770,90925
2026-07-07,491010,32500
2026-07-08,0093A0,32500
2026-07-08,395160,43965
2026-07-08,446770,86625
2026-07-08,491010,30500
2026-07-09,0093A0,33380
2026-07-09,395160,45470
2026-07-09,446770,90640
2026-07-09,491010,31430
2026-07-10,0093A0,35375
2026-07-10,395160,47095
2026-07-10,446770,90505
2026-07-10,491010,31890
2026-07-13,0093A0,32485
2026-07-13,395160,40100
2026-07-13,446770,85040
2026-07-13,491010,30410
2026-07-14,0093A0,32780
2026-07-14,395160,41085
2026-07-14,446770,86295
2026-07-14,491010,30190
2026-07-15,0093A0,36860
2026-07-15,395160,45520
2026-07-15,446770,89795
2026-07-15,491010,30685
2026-07-16,0093A0,33765
2026-07-16,395160,40785
2026-07-16,446770,84620
2026-07-16,491010,29340
2026-07-20,0093A0,31515
2026-07-20,395160,39350
2026-07-20,446770,80585
2026-07-20,491010,27400
2026-07-21,0093A0,32700
2026-07-21,395160,41165
2026-07-21,446770,83300
2026-07-21,491010,28335
2026-07-22,0093A0,31665
2026-07-22,395160,40865
2026-07-22,446770,83350
2026-07-22,491010,29220
2026-07-23,0093A0,32465
2026-07-23,395160,42545
2026-07-23,446770,85935
2026-07-23,491010,29225
2026-07-24,0093A0,29495
2026-07-24,395160,38990
2026-07-24,446770,81890
2026-07-24,491010,28580
2026-07-27,0093A0,30210
2026-07-27,395160,39420
2026-07-27,446770,83115
2026-07-27,491010,28100
2026-07-28,0093A0,25905
2026-07-28,395160,33605
2026-07-28,446770,74500
2026-07-28,491010,25870
2026-07-29,0093A0,23595
2026-07-29,395160,30940
2026-07-29,446770,70730
2026-07-29,491010,24350
2026-07-30,0093A0,22560
2026-07-30,395160,29200
2026-07-30,446770,68535
2026-07-30,491010,23110
2026-07-31,0093A0,29280
2026-07-31,395160,37960
2026-07-31,446770,79415
2026-07-31,491010,25465
