match_id,candidate_id,notice_evidence_id,event_id,ticker,candidate_source_id,krx_notice_source_id,match_rule_version,match_status,match_reason,created_at,updated_at,note
krx-notice-match:0ab272df37a3a4b1,candidate:2f2858b49a61ed72a06f,krx-notice-evidence:7f1a2307b5d9aa94,,290080,issuer:rise:notice:20260728:monthend,krx:kind:distribution_notice:20260729:20260729000622,1,amount_and_schedule_matched,ticker_exact_and_distribution_amount_equal,2026-08-21T03:33:15+00:00,2026-08-21T03:33:15+00:00,운용사 후보 금액과 KRX KIND 일괄공시 금액이 일치. 이 증거만으로는 분배락 적용일·기준가격이 없어 verified 이벤트를 생성하지 않음.
krx-notice-match:0bc9f6c6a839784a,,krx-notice-evidence:3980f6c00440a942,,181480,,krx:kind:distribution_notice:20260729:20260729002071,1,unmatched,no_issuer_candidate_with_equal_distribution_amount,2026-08-21T03:33:15+00:00,2026-08-21T03:33:15+00:00,일괄공시 단독으로는 이벤트를 verified로 승격하지 않음.
krx-notice-match:0c614c5f6842eb14,,krx-notice-evidence:94b1c7b809d21a37,,0097L0,,krx:kind:distribution_notice:20260729:20260729000622,1,unmatched,no_issuer_candidate_with_equal_distribution_amount,2026-08-21T03:33:15+00:00,2026-08-21T03:33:15+00:00,일괄공시 단독으로는 이벤트를 verified로 승격하지 않음.
krx-notice-match:0e37ec1440e31617,,krx-notice-evidence:6be50e2f20d3f935,,0167B0,,krx:kind:distribution_notice:20260729:20260729002071,1,unmatched,no_issuer_candidate_with_equal_distribution_amount,2026-08-21T03:33:15+00:00,2026-08-21T03:33:15+00:00,일괄공시 단독으로는 이벤트를 verified로 승격하지 않음.
krx-notice-match:0e5ea8ab65e9585b,candidate:9aa600e58e9f09d1b9e7,krx-notice-evidence:78a42acf2e79ccb5,,0041E0,issuer:kodex:notice:20260728:monthend,krx:kind:distribution_notice:20260729:20260729002071,1,amount_and_schedule_matched,ticker_exact_and_distribution_amount_equal,2026-08-21T03:33:15+00:00,2026-08-21T03:33:15+00:00,운용사 후보 금액과 KRX KIND 일괄공시 금액이 일치. 이 증거만으로는 분배락 적용일·기준가격이 없어 verified 이벤트를 생성하지 않음.
krx-notice-match:11f37f606475a3ed,candidate:b597925c75115db2ab58,krx-notice-evidence:38a4ef412cdd8462,,0089C0,issuer:kodex:notice:20260728:monthend,krx:kind:distribution_notice:20260729:20260729002071,1,amount_and_schedule_matched,ticker_exact_and_distribution_amount_equal,2026-08-21T03:33:15+00:00,2026-08-21T03:33:15+00:00,운용사 후보 금액과 KRX KIND 일괄공시 금액이 일치. 이 증거만으로는 분배락 적용일·기준가격이 없어 verified 이벤트를 생성하지 않음.
krx-notice-match:1261af91d78c4048,,krx-notice-evidence:6b321d5aff75a05b,,0139P0,,krx:kind:distribution_notice:20260729:20260729002071,1,unmatched,no_issuer_candidate_with_equal_distribution_amount,2026-08-21T03:33:15+00:00,2026-08-21T03:33:15+00:00,일괄공시 단독으로는 이벤트를 verified로 승격하지 않음.
krx-notice-match:133706c5530e7a43,,krx-notice-evidence:0dff1c878308c925,,0084E0,,krx:kind:distribution_notice:20260729:20260729000622,1,unmatched,no_issuer_candidate_with_equal_distribution_amount,2026-08-21T03:33:15+00:00,2026-08-21T03:33:15+00:00,일괄공시 단독으로는 이벤트를 verified로 승격하지 않음.
krx-notice-match:135fe36aa388a3eb,,krx-notice-evidence:c71474ca8f7506e7,,441680,,krx:kind:distribution_notice:20260729:20260729000622,1,unmatched,no_issuer_candidate_with_equal_distribution_amount,2026-08-21T03:33:15+00:00,2026-08-21T03:33:15+00:00,일괄공시 단독으로는 이벤트를 verified로 승격하지 않음.
krx-notice-match:138b33c8ac1a89f6,candidate:3ebaa4b284ac94e0d9fe,krx-notice-evidence:a77462588c47d41a,,481050,issuer:kodex:notice:20260728:monthend,krx:kind:distribution_notice:20260729:20260729002071,1,amount_and_schedule_matched,ticker_exact_and_distribution_amount_equal,2026-08-21T03:33:15+00:00,2026-08-21T03:33:15+00:00,운용사 후보 금액과 KRX KIND 일괄공시 금액이 일치. 이 증거만으로는 분배락 적용일·기준가격이 없어 verified 이벤트를 생성하지 않음.
krx-notice-match:138d50dc552bee72,candidate:63bb3eecb7d9a4292f4c,krx-notice-evidence:bb9c4f001cf307a0,,485540,issuer:kodex:notice:20260728:monthend,krx:kind:distribution_notice:20260729:20260729002071,1,amount_and_schedule_matched,ticker_exact_and_distribution_amount_equal,2026-08-21T03:33:15+00:00,2026-08-21T03:33:15+00:00,운용사 후보 금액과 KRX KIND 일괄공시 금액이 일치. 이 증거만으로는 분배락 적용일·기준가격이 없어 verified 이벤트를 생성하지 않음.
krx-notice-match:13be5cb812634bcb,,krx-notice-evidence:d29ea3d3373b9b68,,371160,,krx:kind:distribution_notice:20260729:20260729000622,1,unmatched,no_issuer_candidate_with_equal_distribution_amount,2026-08-21T03:33:15+00:00,2026-08-21T03:33:15+00:00,일괄공시 단독으로는 이벤트를 verified로 승격하지 않음.
krx-notice-match:1456cd6b865fb85f,,krx-notice-evidence:ee7c63b20126b789,,0117V0,,krx:kind:distribution_notice:20260729:20260729000622,1,unmatched,no_issuer_candidate_with_equal_distribution_amount,2026-08-21T03:33:15+00:00,2026-08-21T03:33:15+00:00,일괄공시 단독으로는 이벤트를 verified로 승격하지 않음.
krx-notice-match:155000e0abd8a349,,krx-notice-evidence:3e07191e0778f31f,,0085N0,,krx:kind:distribution_notice:20260729:20260729002071,1,unmatched,no_issuer_candidate_with_equal_distribution_amount,2026-08-21T03:33:15+00:00,2026-08-21T03:33:15+00:00,일괄공시 단독으로는 이벤트를 verified로 승격하지 않음.
krx-notice-match:15d5be5d336e98db,,krx-notice-evidence:6c4f6dde6d24d574,,0152E0,,krx:kind:distribution_notice:20260729:20260729002071,1,unmatched,no_issuer_candidate_with_equal_distribution_amount,2026-08-21T03:33:15+00:00,2026-08-21T03:33:15+00:00,일괄공시 단독으로는 이벤트를 verified로 승격하지 않음.
krx-notice-match:160c65f9014227fe,candidate:3389459056e0d1e3e7dd,krx-notice-evidence:5e6cfd0a4ed14593,,0132H0,issuer:kodex:notice:20260728:monthend,krx:kind:distribution_notice:20260729:20260729002071,1,amount_and_schedule_matched,ticker_exact_and_distribution_amount_equal,2026-08-21T03:33:15+00:00,2026-08-21T03:33:15+00:00,운용사 후보 금액과 KRX KIND 일괄공시 금액이 일치. 이 증거만으로는 분배락 적용일·기준가격이 없어 verified 이벤트를 생성하지 않음.
krx-notice-match:165d0324780f22e2,candidate:04f5562392f88ade76cf,krx-notice-evidence:72d879be1dd7f9d3,,463680,issuer:kodex:notice:20260728:monthend,krx:kind:distribution_notice:20260729:20260729002071,1,amount_and_schedule_matched,ticker_exact_and_distribution_amount_equal,2026-08-21T03:33:15+00:00,2026-08-21T03:33:15+00:00,운용사 후보 금액과 KRX KIND 일괄공시 금액이 일치. 이 증거만으로는 분배락 적용일·기준가격이 없어 verified 이벤트를 생성하지 않음.
krx-notice-match:16d77b56edc02eb0,candidate:0ffa80867b00b24260dc,krx-notice-evidence:b710c841aa731add,,445290,issuer:kodex:notice:20260728:monthend,krx:kind:distribution_notice:20260729:20260729002071,1,amount_and_schedule_matched,ticker_exact_and_distribution_amount_equal,2026-08-21T03:33:15+00:00,2026-08-21T03:33:15+00:00,운용사 후보 금액과 KRX KIND 일괄공시 금액이 일치. 이 증거만으로는 분배락 적용일·기준가격이 없어 verified 이벤트를 생성하지 않음.
krx-notice-match:16fb4484e55973ba,,krx-notice-evidence:fc55726231630156,,0198A0,,krx:kind:distribution_notice:20260729:20260729000622,1,unmatched,no_issuer_candidate_with_equal_distribution_amount,2026-08-21T03:33:15+00:00,2026-08-21T03:33:15+00:00,일괄공시 단독으로는 이벤트를 verified로 승격하지 않음.
krx-notice-match:172fbaee57c845a2,candidate:2d2cb56df9aab24c49d5,krx-notice-evidence:06d89aa62a4152a6,,364690,issuer:kodex:notice:20260728:monthend,krx:kind:distribution_notice:20260729:20260729002071,1,amount_and_schedule_matched,ticker_exact_and_distribution_amount_equal,2026-08-21T03:33:15+00:00,2026-08-21T03:33:15+00:00,운용사 후보 금액과 KRX KIND 일괄공시 금액이 일치. 이 증거만으로는 분배락 적용일·기준가격이 없어 verified 이벤트를 생성하지 않음.
krx-notice-match:1786159f0edfea18,candidate:268c62de6fc3bd3d62ae,krx-notice-evidence:7cb7b04a019299a3,,390390,issuer:kodex:notice:20260728:monthend,krx:kind:distribution_notice:20260729:20260729002071,1,amount_and_schedule_matched,ticker_exact_and_distribution_amount_equal,2026-08-21T03:33:15+00:00,2026-08-21T03:33:15+00:00,운용사 후보 금액과 KRX KIND 일괄공시 금액이 일치. 이 증거만으로는 분배락 적용일·기준가격이 없어 verified 이벤트를 생성하지 않음.
krx-notice-match:17e593e998a1566b,,krx-notice-evidence:d70e7cb2ef40875c,,251600,,krx:kind:distribution_notice:20260729:20260729000622,1,unmatched,no_issuer_candidate_with_equal_distribution_amount,2026-08-21T03:33:15+00:00,2026-08-21T03:33:15+00:00,일괄공시 단독으로는 이벤트를 verified로 승격하지 않음.
krx-notice-match:1886b21db1e15b7e,candidate:340f9a31e9943c4cdd59,krx-notice-evidence:2bf23f1f56ed347e,,449580,issuer:rise:notice:20260728:monthend,krx:kind:distribution_notice:20260729:20260729000622,1,amount_and_schedule_matched,ticker_exact_and_distribution_amount_equal,2026-08-21T03:33:15+00:00,2026-08-21T03:33:15+00:00,운용사 후보 금액과 KRX KIND 일괄공시 금액이 일치. 이 증거만으로는 분배락 적용일·기준가격이 없어 verified 이벤트를 생성하지 않음.
krx-notice-match:18b49204cba13a49,,krx-notice-evidence:3ab92f372773cded,,486290,,krx:kind:distribution_notice:20260729:20260729000622,1,unmatched,no_issuer_candidate_with_equal_distribution_amount,2026-08-21T03:33:15+00:00,2026-08-21T03:33:15+00:00,일괄공시 단독으로는 이벤트를 verified로 승격하지 않음.
krx-notice-match:1a0249baee2ae848,candidate:be373dff9cbda319ad91,krx-notice-evidence:4e97b84cdb386c5c,,275300,issuer:kodex:notice:20260728:monthend,krx:kind:distribution_notice:20260729:20260729002071,1,amount_and_schedule_matched,ticker_exact_and_distribution_amount_equal,2026-08-21T03:33:15+00:00,2026-08-21T03:33:15+00:00,운용사 후보 금액과 KRX KIND 일괄공시 금액이 일치. 이 증거만으로는 분배락 적용일·기준가격이 없어 verified 이벤트를 생성하지 않음.
krx-notice-match:1c2d5852d9b08908,,krx-notice-evidence:95c7f108cf821790,,407310,,krx:kind:distribution_notice:20260729:20260729000622,1,unmatched,no_issuer_candidate_with_equal_distribution_amount,2026-08-21T03:33:15+00:00,2026-08-21T03:33:15+00:00,일괄공시 단독으로는 이벤트를 verified로 승격하지 않음.
krx-notice-match:1d2c514d65257d56,,krx-notice-evidence:270e7fd7870d17b4,,435040,,krx:kind:distribution_notice:20260729:20260729002071,1,unmatched,no_issuer_candidate_with_equal_distribution_amount,2026-08-21T03:33:15+00:00,2026-08-21T03:33:15+00:00,일괄공시 단독으로는 이벤트를 verified로 승격하지 않음.
krx-notice-match:1d9892d4cb7b1aa8,,krx-notice-evidence:f282186d6a1419c7,,404540,,krx:kind:distribution_notice:20260729:20260729000622,1,unmatched,no_issuer_candidate_with_equal_distribution_amount,2026-08-21T03:33:15+00:00,2026-08-21T03:33:15+00:00,일괄공시 단독으로는 이벤트를 verified로 승격하지 않음.
krx-notice-match:1dd5a16952875e0d,,krx-notice-evidence:55e9eb16cd489cb9,,432840,,krx:kind:distribution_notice:20260729:20260729000622,1,unmatched,no_issuer_candidate_with_equal_distribution_amount,2026-08-21T03:33:15+00:00,2026-08-21T03:33:15+00:00,일괄공시 단독으로는 이벤트를 verified로 승격하지 않음.
krx-notice-match:1e04a0ca93b05291,candidate:81cc7e49d5f834d4b5ab,krx-notice-evidence:23850e24bed537c3,,483280,issuer:kodex:notice:20260728:monthend,krx:kind:distribution_notice:20260729:20260729002071,1,amount_and_schedule_matched,ticker_exact_and_distribution_amount_equal,2026-08-21T03:33:15+00:00,2026-08-21T03:33:15+00:00,운용사 후보 금액과 KRX KIND 일괄공시 금액이 일치. 이 증거만으로는 분배락 적용일·기준가격이 없어 verified 이벤트를 생성하지 않음.
krx-notice-match:1f439204d7fbf677,,krx-notice-evidence:ee2bedd457e7d199,,433880,,krx:kind:distribution_notice:20260729:20260729000622,1,unmatched,no_issuer_candidate_with_equal_distribution_amount,2026-08-21T03:33:15+00:00,2026-08-21T03:33:15+00:00,일괄공시 단독으로는 이벤트를 verified로 승격하지 않음.
krx-notice-match:1f839112a5429fe1,,krx-notice-evidence:f7efd0d26e224d63,,497780,,krx:kind:distribution_notice:20260729:20260729002071,1,unmatched,no_issuer_candidate_with_equal_distribution_amount,2026-08-21T03:33:15+00:00,2026-08-21T03:33:15+00:00,일괄공시 단독으로는 이벤트를 verified로 승격하지 않음.
krx-notice-match:204f1961721c6166,,krx-notice-evidence:baf78143f48aed41,,0015E0,,krx:kind:distribution_notice:20260729:20260729000622,1,unmatched,no_issuer_candidate_with_equal_distribution_amount,2026-08-21T03:33:15+00:00,2026-08-21T03:33:15+00:00,일괄공시 단독으로는 이벤트를 verified로 승격하지 않음.
krx-notice-match:222eef9f058cf4f0,candidate:9a6716b7946059bfbaeb,krx-notice-evidence:b3498757c6ecc5e7,,337150,issuer:kodex:notice:20260728:monthend,krx:kind:distribution_notice:20260729:20260729002071,1,amount_and_schedule_matched,ticker_exact_and_distribution_amount_equal,2026-08-21T03:33:15+00:00,2026-08-21T03:33:15+00:00,운용사 후보 금액과 KRX KIND 일괄공시 금액이 일치. 이 증거만으로는 분배락 적용일·기준가격이 없어 verified 이벤트를 생성하지 않음.
krx-notice-match:2249232fc7d681ea,candidate:0fcb52a72913e5d7b2c5,krx-notice-evidence:2d46ea1478b4e982,,372330,issuer:kodex:notice:20260728:monthend,krx:kind:distribution_notice:20260729:20260729002071,1,amount_and_schedule_matched,ticker_exact_and_distribution_amount_equal,2026-08-21T03:33:15+00:00,2026-08-21T03:33:15+00:00,운용사 후보 금액과 KRX KIND 일괄공시 금액이 일치. 이 증거만으로는 분배락 적용일·기준가격이 없어 verified 이벤트를 생성하지 않음.
krx-notice-match:22512c89ed4aef78,,krx-notice-evidence:fac2aaaabe5c0e57,,139230,,krx:kind:distribution_notice:20260729:20260729000622,1,unmatched,no_issuer_candidate_with_equal_distribution_amount,2026-08-21T03:33:15+00:00,2026-08-21T03:33:15+00:00,일괄공시 단독으로는 이벤트를 verified로 승격하지 않음.
krx-notice-match:233904ff8a7e9ff2,candidate:80bc723a2263e69b4b52,krx-notice-evidence:f6372c51e2427d6e,,0048J0,issuer:kodex:notice:20260728:monthend,krx:kind:distribution_notice:20260729:20260729002071,1,amount_and_schedule_matched,ticker_exact_and_distribution_amount_equal,2026-08-21T03:33:15+00:00,2026-08-21T03:33:15+00:00,운용사 후보 금액과 KRX KIND 일괄공시 금액이 일치. 이 증거만으로는 분배락 적용일·기준가격이 없어 verified 이벤트를 생성하지 않음.
krx-notice-match:242c1fddc39c3b42,,krx-notice-evidence:b1760ec189750d2b,,0053L0,,krx:kind:distribution_notice:20260729:20260729000622,1,unmatched,no_issuer_candidate_with_equal_distribution_amount,2026-08-21T03:33:15+00:00,2026-08-21T03:33:15+00:00,일괄공시 단독으로는 이벤트를 verified로 승격하지 않음.
krx-notice-match:25359c212918444c,candidate:904612064dd4e76969ae,krx-notice-evidence:f12095345de6eb8a,,468380,issuer:kodex:notice:20260728:monthend,krx:kind:distribution_notice:20260729:20260729002071,1,amount_and_schedule_matched,ticker_exact_and_distribution_amount_equal,2026-08-21T03:33:15+00:00,2026-08-21T03:33:15+00:00,운용사 후보 금액과 KRX KIND 일괄공시 금액이 일치. 이 증거만으로는 분배락 적용일·기준가격이 없어 verified 이벤트를 생성하지 않음.
krx-notice-match:262858c166b3e674,,krx-notice-evidence:dc7818c642e54235,,453850,,krx:kind:distribution_notice:20260729:20260729000622,1,unmatched,no_issuer_candidate_with_equal_distribution_amount,2026-08-21T03:33:15+00:00,2026-08-21T03:33:15+00:00,일괄공시 단독으로는 이벤트를 verified로 승격하지 않음.
krx-notice-match:26458138059f63e0,candidate:569e4f04feb1b17a0b50,krx-notice-evidence:ad7f6a158adec800,,437370,issuer:rise:notice:20260728:monthend,krx:kind:distribution_notice:20260729:20260729000622,1,amount_and_schedule_matched,ticker_exact_and_distribution_amount_equal,2026-08-21T03:33:15+00:00,2026-08-21T03:33:15+00:00,운용사 후보 금액과 KRX KIND 일괄공시 금액이 일치. 이 증거만으로는 분배락 적용일·기준가격이 없어 verified 이벤트를 생성하지 않음.
krx-notice-match:27193e85ae9f8213,,krx-notice-evidence:3bcef2041d8395e9,,269530,,krx:kind:distribution_notice:20260729:20260729000622,1,unmatched,no_issuer_candidate_with_equal_distribution_amount,2026-08-21T03:33:15+00:00,2026-08-21T03:33:15+00:00,일괄공시 단독으로는 이벤트를 verified로 승격하지 않음.
krx-notice-match:274fef29fb68a030,,krx-notice-evidence:f9e4dfcb6cecf658,,0022T0,,krx:kind:distribution_notice:20260729:20260729002071,1,unmatched,no_issuer_candidate_with_equal_distribution_amount,2026-08-21T03:33:15+00:00,2026-08-21T03:33:15+00:00,일괄공시 단독으로는 이벤트를 verified로 승격하지 않음.
krx-notice-match:27d962552dbd36fb,candidate:aa5d92939e46fafde979,krx-notice-evidence:d14e53d8bc940af3,,379800,issuer:kodex:notice:20260728:monthend,krx:kind:distribution_notice:20260729:20260729002071,1,amount_and_schedule_matched,ticker_exact_and_distribution_amount_equal,2026-08-21T03:33:15+00:00,2026-08-21T03:33:15+00:00,운용사 후보 금액과 KRX KIND 일괄공시 금액이 일치. 이 증거만으로는 분배락 적용일·기준가격이 없어 verified 이벤트를 생성하지 않음.
krx-notice-match:287cb3dd0594622c,candidate:53a84633efd5c82e3d6a,krx-notice-evidence:492f718dcebc8398,,475080,issuer:kodex:notice:20260728:monthend,krx:kind:distribution_notice:20260729:20260729002071,1,amount_and_schedule_matched,ticker_exact_and_distribution_amount_equal,2026-08-21T03:33:15+00:00,2026-08-21T03:33:15+00:00,운용사 후보 금액과 KRX KIND 일괄공시 금액이 일치. 이 증거만으로는 분배락 적용일·기준가격이 없어 verified 이벤트를 생성하지 않음.
krx-notice-match:28b3ebb15c1ad4e0,candidate:f37ac3ef6458d4a91a71,krx-notice-evidence:3a1191576c53c2b8,,433980,issuer:kodex:notice:20260728:monthend,krx:kind:distribution_notice:20260729:20260729002071,1,amount_and_schedule_matched,ticker_exact_and_distribution_amount_equal,2026-08-21T03:33:15+00:00,2026-08-21T03:33:15+00:00,운용사 후보 금액과 KRX KIND 일괄공시 금액이 일치. 이 증거만으로는 분배락 적용일·기준가격이 없어 verified 이벤트를 생성하지 않음.
krx-notice-match:2ad5298e699b8f15,,krx-notice-evidence:e11e626a20fbc785,,455660,,krx:kind:distribution_notice:20260729:20260729000622,1,unmatched,no_issuer_candidate_with_equal_distribution_amount,2026-08-21T03:33:15+00:00,2026-08-21T03:33:15+00:00,일괄공시 단독으로는 이벤트를 verified로 승격하지 않음.
krx-notice-match:2b210503d6218797,,krx-notice-evidence:ef1cf3173f900212,,411540,,krx:kind:distribution_notice:20260729:20260729002071,1,unmatched,no_issuer_candidate_with_equal_distribution_amount,2026-08-21T03:33:15+00:00,2026-08-21T03:33:15+00:00,일괄공시 단독으로는 이벤트를 verified로 승격하지 않음.
krx-notice-match:2b58d6da765ed914,,krx-notice-evidence:96470347a2f12a3b,,367380,,krx:kind:distribution_notice:20260729:20260729002071,1,unmatched,no_issuer_candidate_with_equal_distribution_amount,2026-08-21T03:33:15+00:00,2026-08-21T03:33:15+00:00,일괄공시 단독으로는 이벤트를 verified로 승격하지 않음.
krx-notice-match:2b8938adf5b13089,candidate:d217403f9a521b1503a9,krx-notice-evidence:ec793668eb253fc2,,325010,issuer:kodex:notice:20260728:monthend,krx:kind:distribution_notice:20260729:20260729002071,1,amount_and_schedule_matched,ticker_exact_and_distribution_amount_equal,2026-08-21T03:33:15+00:00,2026-08-21T03:33:15+00:00,운용사 후보 금액과 KRX KIND 일괄공시 금액이 일치. 이 증거만으로는 분배락 적용일·기준가격이 없어 verified 이벤트를 생성하지 않음.
