notice_evidence_id,source_id,etf_id,ticker,etf_name,distribution_record_date,distribution_pay_date,distribution_per_share_krw,row_locator,raw_row_text,content_hash_sha256,parser_name,parser_version,evidence_status,review_status,created_at,note
krx-notice-evidence:0c8576830665fd1f,krx:kind:distribution_notice:20260729:20260729000622,KR7122090004,122090,PLUS 코스피50,2026-07-31,2026-08-04,90,table[0]/row[75],KR7122090004 | PLUS 코스피50 | 2026-07-31 | 2026-08-04 | 90 | -,bd8deffe47187bd98d538398afd9acc505be711b9bde03eaa1db1550f47015f7,krx_kind_distribution_notice_table_v1,1,parsed,unreviewed,2026-08-14T10:58:23+00:00,"KRX KIND 일괄 분배금 공시 행. 기준일·지급예정일·분배금 증거이며, 분배락 적용일·기준가격 증거를 대체하지 않음."
krx-notice-evidence:0d35e68c09353cbe,krx:kind:distribution_notice:20260729:20260729000622,KR7465670008,465670,TIGER 미국캐시카우100,2026-07-31,2026-08-04,18,table[0]/row[165],KR7465670008 | TIGER 미국캐시카우100 | 2026-07-31 | 2026-08-04 | 18 | -,bd8deffe47187bd98d538398afd9acc505be711b9bde03eaa1db1550f47015f7,krx_kind_distribution_notice_table_v1,1,parsed,unreviewed,2026-08-14T10:58:23+00:00,"KRX KIND 일괄 분배금 공시 행. 기준일·지급예정일·분배금 증거이며, 분배락 적용일·기준가격 증거를 대체하지 않음."
krx-notice-evidence:0d6080110515b2be,krx:kind:distribution_notice:20260729:20260729002071,KR7487230005,487230,KODEX 미국AI전력핵심인프라,2026-07-31,2026-08-04,15,table[0]/row[35],KR7487230005 | KODEX 미국AI전력핵심인프라 | 2026-07-31 | 2026-08-04 | 15 | -,c3b4e529ebbd4b657aa24b94e39ee1d559d88ca10b6b6d1d756f5e23439dfdca,krx_kind_distribution_notice_table_v1,1,parsed,unreviewed,2026-08-14T10:58:23+00:00,"KRX KIND 일괄 분배금 공시 행. 기준일·지급예정일·분배금 증거이며, 분배락 적용일·기준가격 증거를 대체하지 않음."
krx-notice-evidence:0d94a996c62f0dfa,krx:kind:distribution_notice:20260729:20260729002071,KR7152870002,152870,파워 200,2026-07-31,2026-08-04,92,table[0]/row[8],KR7152870002 | 파워 200 | 2026-07-31 | 2026-08-04 | 92 | -,c3b4e529ebbd4b657aa24b94e39ee1d559d88ca10b6b6d1d756f5e23439dfdca,krx_kind_distribution_notice_table_v1,1,parsed,unreviewed,2026-08-14T10:58:23+00:00,"KRX KIND 일괄 분배금 공시 행. 기준일·지급예정일·분배금 증거이며, 분배락 적용일·기준가격 증거를 대체하지 않음."
krx-notice-evidence:0d9f5f89bae7f2cc,krx:kind:distribution_notice:20260729:20260729002071,KR7473460004,473460,KODEX 미국서학개미,2026-07-31,2026-08-04,15,table[0]/row[54],KR7473460004 | KODEX 미국서학개미 | 2026-07-31 | 2026-08-04 | 15 | -,c3b4e529ebbd4b657aa24b94e39ee1d559d88ca10b6b6d1d756f5e23439dfdca,krx_kind_distribution_notice_table_v1,1,parsed,unreviewed,2026-08-14T10:58:23+00:00,"KRX KIND 일괄 분배금 공시 행. 기준일·지급예정일·분배금 증거이며, 분배락 적용일·기준가격 증거를 대체하지 않음."
krx-notice-evidence:0dbf36910ef10874,krx:kind:distribution_notice:20260729:20260729000622,KR70194N0003,0194N0,KIWOOM 삼성전자선물단일종목레버리지,2026-07-31,2026-08-04,11,table[0]/row[45],KR70194N0003 | KIWOOM 삼성전자선물단일종목레버리지 | 2026-07-31 | 2026-08-04 | 11 | -,bd8deffe47187bd98d538398afd9acc505be711b9bde03eaa1db1550f47015f7,krx_kind_distribution_notice_table_v1,1,parsed,unreviewed,2026-08-14T10:58:23+00:00,"KRX KIND 일괄 분배금 공시 행. 기준일·지급예정일·분배금 증거이며, 분배락 적용일·기준가격 증거를 대체하지 않음."
krx-notice-evidence:0dff1c878308c925,krx:kind:distribution_notice:20260729:20260729000622,KR70084E0007,0084E0,KIWOOM 미국대형주500월간목표헤지액티브,2026-07-31,2026-08-04,16,table[0]/row[37],KR70084E0007 | KIWOOM 미국대형주500월간목표헤지액티브 | 2026-07-31 | 2026-08-04 | 16 | -,bd8deffe47187bd98d538398afd9acc505be711b9bde03eaa1db1550f47015f7,krx_kind_distribution_notice_table_v1,1,parsed,unreviewed,2026-08-14T10:58:23+00:00,"KRX KIND 일괄 분배금 공시 행. 기준일·지급예정일·분배금 증거이며, 분배락 적용일·기준가격 증거를 대체하지 않음."
krx-notice-evidence:0fb070e83d758294,krx:kind:distribution_notice:20260729:20260729002071,KR7446720005,446720,SOL 미국배당다우존스,2026-07-31,2026-08-03,35,table[0]/row[144],KR7446720005 | SOL 미국배당다우존스 | 2026-07-31 | 2026-08-03 | 35 | -,c3b4e529ebbd4b657aa24b94e39ee1d559d88ca10b6b6d1d756f5e23439dfdca,krx_kind_distribution_notice_table_v1,1,parsed,unreviewed,2026-08-14T10:58:23+00:00,"KRX KIND 일괄 분배금 공시 행. 기준일·지급예정일·분배금 증거이며, 분배락 적용일·기준가격 증거를 대체하지 않음."
krx-notice-evidence:1040771177ee8dab,krx:kind:distribution_notice:20260729:20260729000622,KR7453080004,453080,KIWOOM 미국나스닥100(H),2026-07-31,2026-08-04,30,table[0]/row[36],KR7453080004 | KIWOOM 미국나스닥100(H) | 2026-07-31 | 2026-08-04 | 30 | -,bd8deffe47187bd98d538398afd9acc505be711b9bde03eaa1db1550f47015f7,krx_kind_distribution_notice_table_v1,1,parsed,unreviewed,2026-08-14T10:58:23+00:00,"KRX KIND 일괄 분배금 공시 행. 기준일·지급예정일·분배금 증거이며, 분배락 적용일·기준가격 증거를 대체하지 않음."
krx-notice-evidence:12d78282c9edeb9c,krx:kind:distribution_notice:20260729:20260729000622,KR7476310008,476310,RISE 글로벌비만산업TOP2+,2026-07-31,2026-08-04,114,table[0]/row[88],KR7476310008 | RISE 글로벌비만산업TOP2+ | 2026-07-31 | 2026-08-04 | 114 | -,bd8deffe47187bd98d538398afd9acc505be711b9bde03eaa1db1550f47015f7,krx_kind_distribution_notice_table_v1,1,parsed,unreviewed,2026-08-14T10:58:23+00:00,"KRX KIND 일괄 분배금 공시 행. 기준일·지급예정일·분배금 증거이며, 분배락 적용일·기준가격 증거를 대체하지 않음."
krx-notice-evidence:1321dd7069316259,krx:kind:distribution_notice:20260729:20260729000622,KR7277640009,277640,TIGER 코스피대형주,2026-07-31,2026-08-04,50,table[0]/row[193],KR7277640009 | TIGER 코스피대형주 | 2026-07-31 | 2026-08-04 | 50 | -,bd8deffe47187bd98d538398afd9acc505be711b9bde03eaa1db1550f47015f7,krx_kind_distribution_notice_table_v1,1,parsed,unreviewed,2026-08-14T10:58:23+00:00,"KRX KIND 일괄 분배금 공시 행. 기준일·지급예정일·분배금 증거이며, 분배락 적용일·기준가격 증거를 대체하지 않음."
krx-notice-evidence:132cb80d920a6886,krx:kind:distribution_notice:20260729:20260729000622,KR7166400002,166400,TIGER 200커버드콜OTM,2026-07-31,2026-08-04,83,table[0]/row[130],KR7166400002 | TIGER 200커버드콜OTM | 2026-07-31 | 2026-08-04 | 83 | -,bd8deffe47187bd98d538398afd9acc505be711b9bde03eaa1db1550f47015f7,krx_kind_distribution_notice_table_v1,1,parsed,unreviewed,2026-08-14T10:58:23+00:00,"KRX KIND 일괄 분배금 공시 행. 기준일·지급예정일·분배금 증거이며, 분배락 적용일·기준가격 증거를 대체하지 않음."
krx-notice-evidence:138b219247cfe4de,krx:kind:distribution_notice:20260729:20260729000622,KR7266160001,266160,RISE 고배당,2026-07-31,2026-08-04,80,table[0]/row[85],KR7266160001 | RISE 고배당 | 2026-07-31 | 2026-08-04 | 80 | -,bd8deffe47187bd98d538398afd9acc505be711b9bde03eaa1db1550f47015f7,krx_kind_distribution_notice_table_v1,1,parsed,unreviewed,2026-08-14T10:58:23+00:00,"KRX KIND 일괄 분배금 공시 행. 기준일·지급예정일·분배금 증거이며, 분배락 적용일·기준가격 증거를 대체하지 않음."
krx-notice-evidence:1472599102d30b5b,krx:kind:distribution_notice:20260729:20260729000622,KR7488500000,488500,TIGER 미국S&P500동일가중,2026-07-31,2026-08-04,49,table[0]/row[152],KR7488500000 | TIGER 미국S&P500동일가중 | 2026-07-31 | 2026-08-04 | 49 | -,bd8deffe47187bd98d538398afd9acc505be711b9bde03eaa1db1550f47015f7,krx_kind_distribution_notice_table_v1,1,parsed,unreviewed,2026-08-14T10:58:23+00:00,"KRX KIND 일괄 분배금 공시 행. 기준일·지급예정일·분배금 증거이며, 분배락 적용일·기준가격 증거를 대체하지 않음."
krx-notice-evidence:159e8740836b5ae1,krx:kind:distribution_notice:20260729:20260729002071,KR7449190008,449190,KODEX 미국나스닥100(H),2026-07-31,2026-08-04,33,table[0]/row[59],KR7449190008 | KODEX 미국나스닥100(H) | 2026-07-31 | 2026-08-04 | 33 | -,c3b4e529ebbd4b657aa24b94e39ee1d559d88ca10b6b6d1d756f5e23439dfdca,krx_kind_distribution_notice_table_v1,1,parsed,unreviewed,2026-08-14T10:58:23+00:00,"KRX KIND 일괄 분배금 공시 행. 기준일·지급예정일·분배금 증거이며, 분배락 적용일·기준가격 증거를 대체하지 않음."
krx-notice-evidence:16c0418e8ced1dbf,krx:kind:distribution_notice:20260729:20260729002071,KR7266410000,266410,KODEX 필수소비재,2026-07-31,2026-08-04,51,table[0]/row[136],KR7266410000 | KODEX 필수소비재 | 2026-07-31 | 2026-08-04 | 51 | -,c3b4e529ebbd4b657aa24b94e39ee1d559d88ca10b6b6d1d756f5e23439dfdca,krx_kind_distribution_notice_table_v1,1,parsed,unreviewed,2026-08-14T10:58:23+00:00,"KRX KIND 일괄 분배금 공시 행. 기준일·지급예정일·분배금 증거이며, 분배락 적용일·기준가격 증거를 대체하지 않음."
krx-notice-evidence:180bbbef7a70ccf2,krx:kind:distribution_notice:20260729:20260729000622,KR7434960001,434960,DAISHIN343 K200,2026-07-31,2026-08-04,120,table[0]/row[5],KR7434960001 | DAISHIN343 K200 | 2026-07-31 | 2026-08-04 | 120 | -,bd8deffe47187bd98d538398afd9acc505be711b9bde03eaa1db1550f47015f7,krx_kind_distribution_notice_table_v1,1,parsed,unreviewed,2026-08-14T10:58:23+00:00,"KRX KIND 일괄 분배금 공시 행. 기준일·지급예정일·분배금 증거이며, 분배락 적용일·기준가격 증거를 대체하지 않음."
krx-notice-evidence:195cd8c8765971c4,krx:kind:distribution_notice:20260729:20260729000622,KR7069660009,069660,KIWOOM 200,2026-07-31,2026-08-04,130,table[0]/row[19],KR7069660009 | KIWOOM 200 | 2026-07-31 | 2026-08-04 | 130 | -,bd8deffe47187bd98d538398afd9acc505be711b9bde03eaa1db1550f47015f7,krx_kind_distribution_notice_table_v1,1,parsed,unreviewed,2026-08-14T10:58:23+00:00,"KRX KIND 일괄 분배금 공시 행. 기준일·지급예정일·분배금 증거이며, 분배락 적용일·기준가격 증거를 대체하지 않음."
krx-notice-evidence:19801916c1c64d33,krx:kind:distribution_notice:20260729:20260729000622,KR7475380002,475380,RISE 글로벌리얼티인컴,2026-07-31,2026-08-04,33,table[0]/row[87],KR7475380002 | RISE 글로벌리얼티인컴 | 2026-07-31 | 2026-08-04 | 33 | -,bd8deffe47187bd98d538398afd9acc505be711b9bde03eaa1db1550f47015f7,krx_kind_distribution_notice_table_v1,1,parsed,unreviewed,2026-08-14T10:58:23+00:00,"KRX KIND 일괄 분배금 공시 행. 기준일·지급예정일·분배금 증거이며, 분배락 적용일·기준가격 증거를 대체하지 않음."
krx-notice-evidence:19c10afc563c505a,krx:kind:distribution_notice:20260729:20260729000622,KR7453330003,453330,RISE 미국S&P500(H),2026-07-31,2026-08-04,15,table[0]/row[100],KR7453330003 | RISE 미국S&P500(H) | 2026-07-31 | 2026-08-04 | 15 | -,bd8deffe47187bd98d538398afd9acc505be711b9bde03eaa1db1550f47015f7,krx_kind_distribution_notice_table_v1,1,parsed,unreviewed,2026-08-14T10:58:23+00:00,"KRX KIND 일괄 분배금 공시 행. 기준일·지급예정일·분배금 증거이며, 분배락 적용일·기준가격 증거를 대체하지 않음."
krx-notice-evidence:1b74d86dc4e7e6f2,krx:kind:distribution_notice:20260729:20260729000622,KR7375760006,375760,HANARO 탄소효율그린뉴딜,2026-07-31,2026-08-04,30,table[0]/row[18],KR7375760006 | HANARO 탄소효율그린뉴딜 | 2026-07-31 | 2026-08-04 | 30 | -,bd8deffe47187bd98d538398afd9acc505be711b9bde03eaa1db1550f47015f7,krx_kind_distribution_notice_table_v1,1,parsed,unreviewed,2026-08-14T10:58:23+00:00,"KRX KIND 일괄 분배금 공시 행. 기준일·지급예정일·분배금 증거이며, 분배락 적용일·기준가격 증거를 대체하지 않음."
krx-notice-evidence:1bc6f4438651ca90,krx:kind:distribution_notice:20260729:20260729002071,KR7069500007,069500,KODEX 200,2026-07-31,2026-08-04,183,table[0]/row[110],KR7069500007 | KODEX 200 | 2026-07-31 | 2026-08-04 | 183 | -,c3b4e529ebbd4b657aa24b94e39ee1d559d88ca10b6b6d1d756f5e23439dfdca,krx_kind_distribution_notice_table_v1,1,parsed,unreviewed,2026-08-14T10:58:23+00:00,"KRX KIND 일괄 분배금 공시 행. 기준일·지급예정일·분배금 증거이며, 분배락 적용일·기준가격 증거를 대체하지 않음."
krx-notice-evidence:1c346c73855ce99e,krx:kind:distribution_notice:20260729:20260729000622,KR70084D0008,0084D0,KIWOOM 미국테크100월간목표헤지액티브,2026-07-31,2026-08-04,14,table[0]/row[43],KR70084D0008 | KIWOOM 미국테크100월간목표헤지액티브 | 2026-07-31 | 2026-08-04 | 14 | -,bd8deffe47187bd98d538398afd9acc505be711b9bde03eaa1db1550f47015f7,krx_kind_distribution_notice_table_v1,1,parsed,unreviewed,2026-08-14T10:58:23+00:00,"KRX KIND 일괄 분배금 공시 행. 기준일·지급예정일·분배금 증거이며, 분배락 적용일·기준가격 증거를 대체하지 않음."
krx-notice-evidence:1cb9d87233e62351,krx:kind:distribution_notice:20260729:20260729002071,KR7449180009,449180,KODEX 미국S&P500(H),2026-07-31,2026-08-04,40,table[0]/row[60],KR7449180009 | KODEX 미국S&P500(H) | 2026-07-31 | 2026-08-04 | 40 | -,c3b4e529ebbd4b657aa24b94e39ee1d559d88ca10b6b6d1d756f5e23439dfdca,krx_kind_distribution_notice_table_v1,1,parsed,unreviewed,2026-08-14T10:58:23+00:00,"KRX KIND 일괄 분배금 공시 행. 기준일·지급예정일·분배금 증거이며, 분배락 적용일·기준가격 증거를 대체하지 않음."
krx-notice-evidence:1cf2f5f290b7ada7,krx:kind:distribution_notice:20260729:20260729002071,KR7499150001,499150,SOL 미국S&P500엔화노출(H),2026-07-31,2026-08-03,10,table[0]/row[150],KR7499150001 | SOL 미국S&P500엔화노출(H) | 2026-07-31 | 2026-08-03 | 10 | -,c3b4e529ebbd4b657aa24b94e39ee1d559d88ca10b6b6d1d756f5e23439dfdca,krx_kind_distribution_notice_table_v1,1,parsed,unreviewed,2026-08-14T10:58:23+00:00,"KRX KIND 일괄 분배금 공시 행. 기준일·지급예정일·분배금 증거이며, 분배락 적용일·기준가격 증거를 대체하지 않음."
krx-notice-evidence:1d85a2891546609e,krx:kind:distribution_notice:20260729:20260729002071,KR70007N0000,0007N0,아이엠에셋 200,2026-07-31,2026-08-04,150,table[0]/row[4],KR70007N0000 | 아이엠에셋 200 | 2026-07-31 | 2026-08-04 | 150 | -,c3b4e529ebbd4b657aa24b94e39ee1d559d88ca10b6b6d1d756f5e23439dfdca,krx_kind_distribution_notice_table_v1,1,parsed,unreviewed,2026-08-14T10:58:23+00:00,"KRX KIND 일괄 분배금 공시 행. 기준일·지급예정일·분배금 증거이며, 분배락 적용일·기준가격 증거를 대체하지 않음."
krx-notice-evidence:1da4b7300396ea15,krx:kind:distribution_notice:20260729:20260729002071,KR7428560007,428560,KODEX 미국ETF산업Top10 Indxx,2026-07-31,2026-08-04,51,table[0]/row[29],KR7428560007 | KODEX 미국ETF산업Top10 Indxx | 2026-07-31 | 2026-08-04 | 51 | -,c3b4e529ebbd4b657aa24b94e39ee1d559d88ca10b6b6d1d756f5e23439dfdca,krx_kind_distribution_notice_table_v1,1,parsed,unreviewed,2026-08-14T10:58:23+00:00,"KRX KIND 일괄 분배금 공시 행. 기준일·지급예정일·분배금 증거이며, 분배락 적용일·기준가격 증거를 대체하지 않음."
krx-notice-evidence:1e9b12a781fe2fea,krx:kind:distribution_notice:20260729:20260729000622,KR7438900003,438900,HANARO Fn K-푸드,2026-07-31,2026-08-04,10,table[0]/row[9],KR7438900003 | HANARO Fn K-푸드 | 2026-07-31 | 2026-08-04 | 10 | -,bd8deffe47187bd98d538398afd9acc505be711b9bde03eaa1db1550f47015f7,krx_kind_distribution_notice_table_v1,1,parsed,unreviewed,2026-08-14T10:58:23+00:00,"KRX KIND 일괄 분배금 공시 행. 기준일·지급예정일·분배금 증거이며, 분배락 적용일·기준가격 증거를 대체하지 않음."
krx-notice-evidence:1f4a8cf7edf6d205,krx:kind:distribution_notice:20260729:20260729000622,KR7474800000,474800,KIWOOM 미국원유에너지기업,2026-07-31,2026-08-04,70,table[0]/row[42],KR7474800000 | KIWOOM 미국원유에너지기업 | 2026-07-31 | 2026-08-04 | 70 | -,bd8deffe47187bd98d538398afd9acc505be711b9bde03eaa1db1550f47015f7,krx_kind_distribution_notice_table_v1,1,parsed,unreviewed,2026-08-14T10:58:23+00:00,"KRX KIND 일괄 분배금 공시 행. 기준일·지급예정일·분배금 증거이며, 분배락 적용일·기준가격 증거를 대체하지 않음."
krx-notice-evidence:1f6343dcf4f89a03,krx:kind:distribution_notice:20260729:20260729002071,KR7434060000,434060,KODEX TDF2050액티브 적격,2026-07-31,2026-08-04,117,table[0]/row[119],KR7434060000 | KODEX TDF2050액티브 적격 | 2026-07-31 | 2026-08-04 | 117 | -,c3b4e529ebbd4b657aa24b94e39ee1d559d88ca10b6b6d1d756f5e23439dfdca,krx_kind_distribution_notice_table_v1,1,parsed,unreviewed,2026-08-14T10:58:23+00:00,"KRX KIND 일괄 분배금 공시 행. 기준일·지급예정일·분배금 증거이며, 분배락 적용일·기준가격 증거를 대체하지 않음."
krx-notice-evidence:1f8a3dc7091d6231,krx:kind:distribution_notice:20260729:20260729000622,KR7292150000,292150,TIGER 코리아TOP10,2026-07-31,2026-08-04,85,table[0]/row[188],KR7292150000 | TIGER 코리아TOP10 | 2026-07-31 | 2026-08-04 | 85 | -,bd8deffe47187bd98d538398afd9acc505be711b9bde03eaa1db1550f47015f7,krx_kind_distribution_notice_table_v1,1,parsed,unreviewed,2026-08-14T10:58:23+00:00,"KRX KIND 일괄 분배금 공시 행. 기준일·지급예정일·분배금 증거이며, 분배락 적용일·기준가격 증거를 대체하지 않음."
krx-notice-evidence:1f9755f5667b823a,krx:kind:distribution_notice:20260729:20260729002071,KR7252650007,252650,KODEX 200동일가중,2026-07-31,2026-08-04,100,table[0]/row[129],KR7252650007 | KODEX 200동일가중 | 2026-07-31 | 2026-08-04 | 100 | -,c3b4e529ebbd4b657aa24b94e39ee1d559d88ca10b6b6d1d756f5e23439dfdca,krx_kind_distribution_notice_table_v1,1,parsed,unreviewed,2026-08-14T10:58:23+00:00,"KRX KIND 일괄 분배금 공시 행. 기준일·지급예정일·분배금 증거이며, 분배락 적용일·기준가격 증거를 대체하지 않음."
krx-notice-evidence:1ff68b9265135024,krx:kind:distribution_notice:20260729:20260729002071,KR7495230005,495230,KoAct 코리아밸류업액티브,2026-07-31,2026-08-04,55,table[0]/row[11],KR7495230005 | KoAct 코리아밸류업액티브 | 2026-07-31 | 2026-08-04 | 55 | -,c3b4e529ebbd4b657aa24b94e39ee1d559d88ca10b6b6d1d756f5e23439dfdca,krx_kind_distribution_notice_table_v1,1,parsed,unreviewed,2026-08-14T10:58:23+00:00,"KRX KIND 일괄 분배금 공시 행. 기준일·지급예정일·분배금 증거이며, 분배락 적용일·기준가격 증거를 대체하지 않음."
krx-notice-evidence:2063dd69ee5bb833,krx:kind:distribution_notice:20260729:20260729002071,KR7213610009,213610,KODEX 삼성그룹밸류,2026-07-31,2026-08-04,3,table[0]/row[135],KR7213610009 | KODEX 삼성그룹밸류 | 2026-07-31 | 2026-08-04 | 3 | -,c3b4e529ebbd4b657aa24b94e39ee1d559d88ca10b6b6d1d756f5e23439dfdca,krx_kind_distribution_notice_table_v1,1,parsed,unreviewed,2026-08-14T10:58:23+00:00,"KRX KIND 일괄 분배금 공시 행. 기준일·지급예정일·분배금 증거이며, 분배락 적용일·기준가격 증거를 대체하지 않음."
krx-notice-evidence:2072a9e19f20fc33,krx:kind:distribution_notice:20260729:20260729000622,KR7289480006,289480,TIGER 200커버드콜,2026-07-31,2026-08-04,78,table[0]/row[129],KR7289480006 | TIGER 200커버드콜 | 2026-07-31 | 2026-08-04 | 78 | -,bd8deffe47187bd98d538398afd9acc505be711b9bde03eaa1db1550f47015f7,krx_kind_distribution_notice_table_v1,1,parsed,unreviewed,2026-08-14T10:58:23+00:00,"KRX KIND 일괄 분배금 공시 행. 기준일·지급예정일·분배금 증거이며, 분배락 적용일·기준가격 증거를 대체하지 않음."
