ticker,name,close_20260810,r_1m,r_2m,r_3m,r_6m,r_12m,new_12m,new_3m,r_1d,r_1w,r_2w,r_24m,r_36m,r_itd,new_90d,itd_anchor_close,r_ytd
285690,FOCUS ESG리더스,20910,-4.17,-10.2,-14.13,9.97,52.13,,N,-0.52,5.31,-0.05,60.03,81.91,,N,,32.64
287180,PLUS 미국나스닥테크,57130,-6.39,-2.97,7.14,33.81,52.43,,N,1.85,4.31,2.37,57.5,109.67,,N,,33.25
289040,KODEX MSCI KOREA ESG유니버설,30540,-17.56,-18.58,-12.23,30.96,141.81,,N,0.16,-0.02,-7.48,147,169.32,,N,,69.86
289250,TIGER MSCI KOREA ESG유니버설,31750,-17.46,-16.67,-11.04,35.42,149.02,,N,0.21,-0.16,-5.79,158.53,180.57,,N,,75.56
289260,TIGER MSCI KOREA ESG리더스,26605,-15.58,-13.9,-8.59,31.71,140.01,,N,-0.08,2.45,-5.81,152.64,161.68,,N,,65.15
289480,TIGER 200커버드콜,11495,-8.44,-2,0.83,14.84,31.52,,N,0.83,1.01,-5.23,15.65,20.15,,N,,19.12
289670,PLUS 국채선물10년,52345,0.27,1.3,-1.18,-1.87,-8.19,,N,-0.09,0.48,1.17,-5.36,2,,N,,-4.08
290080,RISE 200고배당커버드콜ATM,7210,6.58,11.44,-1.7,-16.94,-22.76,,N,-2.5,5.26,-1.1,-10.42,2.26,,N,,-18.07
290130,RISE ESG사회책임투자,42390,-20.09,-21.11,-14.04,35.09,169.4,,N,0.36,-2.03,-9.94,194.32,259.4,,N,,75.56
291130,ACE MSCI멕시코(합성),18825,-2.54,-2.21,-6.09,-7.52,26.68,,N,0.88,0.61,-0.37,38.62,29.29,,N,,5.29
291620,KIWOOM 코스닥150선물인버스,4140,-9.21,0.98,17.11,2.22,-32.24,,N,-8.2,-16.95,-16.53,-12.7,-10.37,,N,,-20.99
291630,KIWOOM 코스닥150선물레버리지,3925,-3.56,-29.34,-53.96,-53.88,-11.7,,N,17.51,37.96,24.6,-53.53,-64.49,,N,,-31.32
291680,RISE 차이나H선물인버스(H),7650,-4.97,-5.11,1.26,4.51,-2.73,,N,0,0.26,-1.8,-38.15,-35.32,,N,,1.8
291890,KODEX MSCI EM선물(H),12095,-2.03,-0.29,-2.62,6.85,29.08,,N,0.92,1.68,2.11,37.11,38.45,,N,,17.14
292050,RISE KRX300,45025,-17.52,-19.5,-15.78,21.76,117.04,,N,1.18,0.94,-7.37,119.14,141.13,,N,,56.8
292150,TIGER 코리아TOP10,34610,-19.27,-19.79,-14.31,22.51,165.01,,N,-0.19,-1.62,-8.84,146.26,166.04,,N,,63.52
292160,TIGER KRX300,43815,-17.81,-20.38,-15.91,21.49,114.94,,N,0.78,0.17,-7.49,119.32,140.65,,N,,55.93
292190,KODEX KRX300,43765,-17.27,-20.21,-15.65,21.43,116.39,,N,1.17,0.33,-7.2,120.78,141.32,,N,,55.5
292500,SOL KRX300,44220,-18.58,-19.63,-16.56,20.2,114.66,,N,0,-0.8,-8.21,118.74,140.4,,N,,54.78
292560,TIGER 일본엔선물,8290,-3.83,-5.53,-4.11,-4.44,-7.17,,N,-0.12,-1.49,-0.36,-4.38,-7.4,,N,,-3.1
292770,KODEX 국채선물3년인버스,57510,-0.05,-0.47,0.39,1.35,3.72,,N,0.08,-0.07,-0.42,6.1,7.87,,N,,2.21
293180,HANARO 200,98480,-18.54,-20.63,-15.1,25.19,125.9,,N,0.04,-1,-8.73,136,160.68,,N,,61.03
294400,KIWOOM 200TR,128840,-18.52,-20.23,-14.99,26.02,128.2,,N,-0.02,-1.28,-8.69,145.09,175.48,,N,,62.07
295000,RISE 국채선물10년,51665,0.24,1.05,-1.29,-1.83,-7.92,,N,-0.14,0.45,1.12,-5.09,2.37,,N,,-3.66
295020,RISE 국채선물10년인버스,60160,0.15,-0.36,2.37,3.89,10.86,,N,0.31,-0.21,-0.91,12.3,9.39,,N,,6.19
295040,SOL 200TR,36825,-18.64,-20.52,-15,25.9,128.02,,N,0.04,-1.05,-8.65,144.21,174.41,,N,,62.15
298340,PLUS 국채선물3년,56545,0.41,1.31,0.71,0.75,-1.34,,N,-0.04,0.19,0.56,1.71,6.21,,N,,0.45
298770,KODEX 한국대만IT프리미어,76720,-13.8,-13.48,-2.47,47.97,155.1,,N,1.58,1.11,-4.03,173.84,251.94,,N,,86.33
300610,TIGER K게임,5725,1.42,1.51,-10.27,-18.51,-21.68,,N,-0.26,5.24,5.24,-32.9,-32.56,,N,,-9.05
300640,RISE 게임테마,6745,0.22,0.67,-10.6,-18.73,-22.47,,N,0,5.47,5.23,-32.71,-32.18,,N,,-8.85
300950,KODEX 게임산업,5880,0.09,-0.84,-10.64,-10.5,-15.82,,N,-0.25,4.16,2.8,-22.67,-19.27,,N,,-2.65
301400,PLUS 코스닥150,14900,2.44,-11.04,-26.87,-22.82,9.72,,N,8.76,19.82,14.44,-17.28,-25.87,,N,,-4.27
302190,TIGER 중장기국채,50225,0.29,0.92,-0.43,-0.84,-5.04,,N,-0.07,0.22,0.79,-2.97,2.89,,N,,-1.9
302450,RISE 코스피,65145,-16.23,-19.06,-16.21,18.31,95.98,,N,0.69,0.37,-6.79,105.46,119.37,,N,,48.61
304660,KODEX 미국30년국채울트라선물(H),7280,-2.08,-2.28,-2.93,-4.65,-4.15,,N,0.28,0.55,-1.15,-7.74,-12.49,,N,,-4.77
304670,KODEX 미국30년국채울트라선물인버스(H),12315,2.41,2.5,3.27,5.53,3.75,,N,-0.28,-0.57,1.32,7.68,14.98,,N,,5.98
304760,HANARO KRX300,42960,-17.83,-19.46,-16.13,22.25,114.59,,N,1.18,0.62,-8.11,120.7,141.38,,N,,55.4
304770,HANARO 코스닥150,14775,2.71,-10.83,-26.6,-22.68,9.48,,N,8.4,18.58,14.14,-16.6,-24.82,,N,,-4.06
304780,HANARO 200선물레버리지,102760,-39.48,-45.03,-40.36,18.61,268.05,,N,0.11,-2.69,-21.26,289.94,363.33,,N,,93.01
304940,KODEX 미국나스닥100선물(H),32825,0.84,2.67,3.13,16.61,22.6,,N,1.22,4.55,4.37,35.07,61.04,,N,,14.87
305050,ACE 코스피,65400,-15.94,-18.53,-16.2,18.24,97.29,,N,0.88,0.95,-6.72,107.1,121.01,,N,,48.97
305080,TIGER 미국채10년선물,12650,-6.19,-7.33,-4.56,-4.82,0.72,,N,0.2,-0.47,-3.47,5.69,16.36,,N,,-3.8
305540,TIGER 2차전지테마,18405,7.73,-9.65,-34.31,-11.77,18.7,,N,4.04,17.27,10.47,-24.47,-59.92,,N,,7.88
305720,KODEX 2차전지산업,14590,7.16,-10.68,-34.9,-14.1,17.99,,N,4.21,18.57,9.58,-30.24,-64.48,,N,,5.38
306520,HANARO 200선물인버스,2675,14.56,12.16,0.38,-38.22,-66.77,,N,-0.19,0.38,2.88,-67.25,-70.05,,N,,-52.44
306530,HANARO 코스닥150선물레버리지,7815,-3.1,-29.28,-54.62,-54.16,-12.73,,N,16.64,40.31,24.05,-54.63,-65.33,,N,,-31.98
306950,KODEX KRX300레버리지,64820,-38.38,-45.59,-42.07,10.99,234.04,,N,0.76,-1.44,-19.71,237.62,290.48,,N,,80.73
307510,TIGER 의료기기,14170,3.92,-0.39,-19.21,-30.51,-20.99,,N,5.39,13.13,9.42,-19.02,-29.02,,N,,-24.63
307520,TIGER 지주회사,21470,-1.22,-7.48,-19.96,10.1,53.19,,N,0.87,8.68,2.95,72,108.8,,N,,34.57
308620,KODEX 미국10년국채선물,11880,-5.94,-6.93,-4.35,-4.39,0.17,,N,0.34,-0.5,-3.34,4.36,11.94,,N,,-3.1
309230,ACE 미국WideMoat동일가중,32000,-0.62,1.49,5.61,2.19,18.52,,N,1.35,2.76,1.96,23.02,46.74,,N,,4.34
310080,RISE 중국MSCI China(H),9640,4.84,3.43,-3.55,-11.15,-6.54,,N,1.1,0.47,4.61,29.15,9.73,,N,,-8.88
310960,TIGER 200TR,57375,-18.51,-20.51,-15.11,25.52,127.45,,N,0.09,-1.02,-8.92,144.3,174.37,,N,,61.94
310970,TIGER MSCI Korea TR,43755,-18.99,-20.11,-14.47,28.14,141.01,,N,0.81,-1.49,-8.81,143.47,166.18,,N,,65.61
314250,KODEX 미국빅테크10(H),62925,7.2,10.35,9.75,23.92,18.92,,N,1.67,7.62,9.76,41.47,93.06,,N,,14.72
314700,HANARO 농업융복합산업,11255,6.03,-3.84,-19.95,-3.89,7.29,,N,0.9,8.95,6.99,0.61,-9.76,,N,,4.21
315270,TIGER 200커뮤니케이션서비스,20085,1.06,-5.93,-9.04,-14.73,-9.3,,N,-0.96,4.18,-4.86,12.98,11.07,,N,,-6.32
315930,KODEX Top5PlusTR,75375,-15.33,-18.51,-10.8,31.4,180.41,,N,-0.19,-1.1,-6.59,181.7,265.03,,N,,75.05
315960,RISE 대형고배당10TR,71690,-18.3,-20.1,-13.21,34.29,201.41,,N,-0.34,-1.52,-8.47,211,283.57,,N,,80.4
316300,ACE 싱가포르리츠,13585,-3.72,-5.86,-4.43,-10.09,3.27,,N,1.08,-0.11,-2.55,11.49,12.3,,N,,-6.05
316670,KIWOOM 코스닥150,7365,2.65,-10.94,-26.72,-22.88,10.5,,N,8.71,18.22,13.92,-16.5,-25,,N,,-4.1
319640,TIGER 골드선물(H),25660,5.06,2.23,-9.14,-15.52,18.99,,N,1.42,6.92,5.97,51.16,77.33,,N,,-3.46
321410,KODEX 멀티에셋하이인컴(H),10650,0.24,1.09,0.38,-0.33,4.21,,N,0.52,0.42,-0.47,8.98,13.28,,N,,1.57
322400,HANARO e커머스,10510,0.91,-5.27,-11.83,-23.31,-14.2,,N,0.77,2.99,-2.91,1.95,-4.56,,N,,-12.38
322410,HANARO K고배당,22920,0.9,-1.01,-6.41,0.95,33.61,,N,-0.74,4.47,0.64,62.41,100.32,,N,,22.73
325010,KODEX 성장주,39580,-16.59,-19.71,-15.63,27.23,124,,N,1.25,2.61,-6.01,126.5,130.65,,N,,61.42
325020,KODEX 배당가치,29055,-3.87,-4.27,-4.17,16.29,72.89,,N,-0.07,4.18,-0.58,80.18,110.18,,N,,46.74
326230,RISE 내수주플러스,11380,1.56,-4.13,-6.72,-9,11.57,,N,0.35,9.21,2.15,23,36.36,,N,,8.17
326240,RISE IT플러스,39895,-15.46,-21.87,-14.73,28.36,128.04,,N,2.2,4.1,-4.85,92.42,76.82,,N,,62.94
328370,PLUS 코스피TR,35375,-15.93,-18.08,-16.12,19.71,100.42,,N,0.57,1.07,-7.24,112.84,130.38,,N,,50.47
329200,TIGER 리츠부동산인프라,4090,1.11,4.2,-9.71,-9.91,-4.66,,N,0.86,2.38,-0.97,-15.19,-10.37,,N,,-7.88
329650,KODEX TRF3070,14275,-0.7,-1.14,-1.75,-0.66,2.18,,N,0,0.18,0.56,9.99,24.3,,N,,-0.38
329660,KODEX TRF5050,18165,-1.7,-1.25,-0.25,1.62,8.48,,N,0.06,0.72,0.22,18.97,40.68,,N,,3.27
329670,KODEX TRF7030,22765,-1.51,-0.98,0.8,3.97,15.76,,N,1.2,1.88,0.89,28.7,57.32,,N,,7.15
329750,TIGER 미국달러단기채권액티브,13385,-5.37,-6.53,-2.73,-1.07,4.9,,N,0.11,-0.74,-3.32,10.49,22.32,,N,,0.15
332500,ACE 200TR,66085,-18.39,-20.59,-15.12,25.79,128.15,,N,-0.15,-0.72,-8.64,143.58,173.54,,N,,61.87
332610,PLUS 미국단기회사채(AAA~A),128925,-5.73,-7.13,-3.77,-3.26,1.76,,N,-0.06,-0.59,-3.55,8.65,23.91,,N,,-2.06
332620,PLUS 미국장기우량회사채,91285,-7.6,-9.7,-6.67,-7.62,-2.56,,N,0.19,0.01,-4.1,1.35,10.81,,N,,-6.89
332930,HANARO 200TR,128995,-18.58,-20.52,-14.99,26.11,128.27,,N,0.15,-0.82,-8.29,144.17,174.43,,N,,62.18
332940,HANARO MSCI Korea TR,43655,-18.9,-19.58,-14.45,29.33,140.13,,N,1.06,-1.66,-8.97,144.87,166.57,,N,,65.83
334690,RISE 팔라듐선물(H),6245,8.61,12.02,-11.1,-24.26,7.3,,N,0.16,5.58,7.86,23.43,-14.7,,N,,-21.74
334700,RISE 팔라듐선물인버스(H),3215,-8.66,-13.58,5.24,16.7,-31.52,,N,1.1,-6.27,-7.75,-48.57,-36.4,,N,,5.58
336160,RISE 금융채액티브,100365,0.11,0.15,-0.49,-1.1,-3.36,,N,-0.02,0.02,0.15,-2,-0.31,,N,,-1.86
337120,KODEX 멀티팩터,31610,-18.01,-20.1,-15.52,19.1,107.21,,N,0.67,0.52,-7.21,113.45,130.08,,N,,52.59
337140,KODEX 코스피대형주,33140,-17.39,-19.98,-15.59,22.24,113.6,,N,0.44,0.27,-7.78,125.12,139.37,,N,,55.84
337150,KODEX 200exTOP,25060,-5.06,-9.95,-15.62,3.7,61.16,,N,0.64,7.95,1.01,77.39,91.34,,N,,26.73
337160,KODEX 200ESG,43455,-18.09,-18.96,-10.73,35.88,158.05,,N,0.86,-1.09,-8.64,180.25,214.84,,N,,75.33
341850,TIGER 리츠부동산인프라채권,4600,0.99,4.31,-6.5,-6.69,-3.16,,N,1.1,1.66,-0.43,-9.76,-4.43,,N,,-5.25
352540,KODEX 일본부동산리츠(H),11355,-1.69,1.02,-3.81,-10.8,-6.23,,N,0.09,-0.92,-4.5,6.76,-2.91,,N,,-10.98
352560,KODEX 미국부동산리츠(H),12460,0.73,0.16,-0.2,4.22,5.41,,N,-0.08,-0.8,-3.75,5.93,9.21,,N,,7.79
354240,RISE 미국고정배당우선증권,10900,-6.72,-7.67,-6.32,-6.07,-4.72,,N,-0.55,-1.54,-4.05,-1.38,16.51,,N,,-3.45
354350,HANARO 글로벌럭셔리S&P(합성),20975,-0.66,-3.41,0.67,-5.48,6.85,,N,1.77,1.7,2.02,13.83,6.96,,N,,-5.96
354500,ACE 코스닥150,14915,2.58,-10.69,-26.35,-22.6,10.32,,N,8.67,18.42,14.16,-16.09,-24.56,,N,,-4.27
356540,ACE 종합채권(AA-이상)액티브,101150,-0.19,0.1,-1.98,-2.43,-7.44,,N,-0.26,-0.09,0.22,-2.51,5.81,,N,,-3.9
357870,TIGER CD금리투자KIS(합성),57880,0.23,0.49,0.73,1.41,2.63,,N,0.01,0.05,0.11,5.74,9.62,,N,,1.7
359210,KODEX 코스피TR,32625,-16.13,-18.92,-16.03,19.31,98.81,,N,0.12,0.51,-7.2,114.6,132.91,,N,,50.8
360140,KODEX 200롱코스닥150숏선물,19510,-21.55,-14.28,10.01,52.36,87.6,,N,-8.38,-17.3,-20.69,155.57,194.93,,N,,53.99
360150,KODEX 코스닥150롱코스피200숏선물,3640,22.35,7.53,-19.11,-43.61,-55.77,,N,8.49,18.57,21.13,-67.08,-72,,N,,-45.51
360200,ACE 미국S&P500,27565,-2.89,-2.11,1.6,8.33,24.53,,N,0.73,2.17,-0.05,41.15,83.89,,N,,10.26
360750,TIGER 미국S&P500,27275,-2.88,-2.15,1.7,8.34,24.63,,N,0.74,2.15,-0.62,40.7,83.45,,N,,10.2
361580,RISE 200TR,55845,-18.63,-20.56,-15.13,25.88,128.4,,N,-0.03,-0.86,-9.1,144.69,175.11,,N,,62.34
363510,SOL KIS단기통안채,111980,0.17,0.39,0.57,1.18,0.89,,N,0,0.04,0.09,3.84,7.37,,N,,1.39
363570,KODEX 장기종합채권(AA-이상)액티브,86350,-0.78,-0.93,-5.4,-7.08,-16.36,,N,-0.63,-0.28,0.21,-10.85,-0.77,,N,,-10.29
363580,KODEX 200IT TR,48990,-22.55,-24.07,-9.43,66.1,283.48,,N,1.01,0.08,-8.95,227.07,241.48,,N,,118.9
364690,KODEX 혁신기술테마액티브,36065,-16.56,-20.02,-14.42,26.08,116.48,,N,0.97,3.18,-6.34,121.03,157.17,,N,,58.81
364960,TIGER BBIG,6870,9.13,-0.07,-12.93,-5.24,3.23,,N,2.84,12.16,7.43,-4.39,-13.03,,N,,-0.87
364970,TIGER 바이오TOP10,8120,21.01,19.76,5.05,-9.07,3.97,,N,5.32,20.47,18.97,-8.62,13.49,,N,,-9.53
364980,TIGER 2차전지TOP10,10040,10.03,-6.17,-31.33,-3.09,20.96,,N,3.51,17.98,9.37,-23.72,-62.55,,N,,14.35
364990,TIGER 게임TOP10,5025,0.3,-1.28,-10.19,-8.14,-10.11,,N,-0.1,4.47,2.76,-15.32,-8.07,,N,,0.7
365000,TIGER 인터넷TOP10,3865,2.66,-17.5,-21.52,-19.06,-14.02,,N,3.2,7.96,1.18,-9.36,-9.96,,N,,-16.16
365040,TIGER AI코리아그로스액티브,33285,-15.36,-17.4,-13.66,24.06,105.72,,N,1.08,1.2,-6.37,121.66,143.3,,N,,56.49
365780,ACE 국고채10년,82840,0.19,0.9,-1.43,-2.1,-10.03,,N,-0.26,0.26,0.94,-9.35,-4.48,,N,,-4.1
367380,ACE 미국나스닥100,32145,-5.01,-4.34,0,14.64,29.49,,N,1.28,3.74,0.66,50.27,100.39,,N,,14.72
367740,HANARO Fn5G산업,39710,-9.07,-17.84,-6.09,51.68,166.51,,N,3.67,7.98,-1.43,145.56,190.11,,N,,90.68
367760,RISE 네트워크인프라,52870,-20.8,-30.54,-4.82,86.49,309.84,,N,3.04,4.64,-6.82,266.3,320.65,,N,,133.58
367770,RISE 수소경제테마,23460,3.55,-11.8,-26.48,1.82,57.29,,N,3.37,13.28,11.18,94.33,91.91,,N,,31.8
368190,HANARO Fn K-뉴딜디지털플러스,8295,12.47,3.75,-15.05,-7.16,5.87,,N,2.98,13.86,9.36,-8.09,-27.56,,N,,-0.42
368590,RISE 미국나스닥100,31185,-4.87,-4.34,0.08,14.8,29.61,,N,1.3,3.67,0.82,50.69,100.58,,N,,15.05
368680,KODEX K-뉴딜디지털플러스,8320,12.51,3.48,-16.34,-7.35,5.05,,N,3.16,14.68,9.69,-9.07,-28.03,,N,,-0.83
371150,RISE 차이나항셍테크,7370,-4.72,-4.29,-7.18,-13.4,-10.07,,N,1.17,-0.67,-1.07,44.25,20.96,,N,,-15.04
371160,TIGER 차이나항셍테크,7575,-3.99,-3.75,-7.06,-13.38,-9.12,,N,0.93,-0.33,-0.13,43.51,21.41,,N,,-15.03
371450,TIGER 글로벌클라우드컴퓨팅INDXX,13835,6.06,9.02,16.95,34.98,24.58,,N,1.73,7.08,13.87,25.56,34.59,,N,,17.2
371460,TIGER 차이나전기차SOLACTIVE,11020,-4.38,-13.87,-23.95,-11.98,17.3,,N,0.92,0,-0.27,59.04,11.57,,N,,-12.75
371470,TIGER 차이나바이오테크SOLACTIVE,8935,3.12,21.4,5.3,-0.56,4.32,,N,2.47,11.62,4.99,69.21,28.08,,N,,7.52
371870,ACE 차이나항셍테크,7445,-3.31,-3,-5.7,-12.62,-8.43,,N,1.29,0,0.81,44.83,21.97,,N,,-14.67
372330,KODEX 차이나항셍테크,7570,-3.75,-3.69,-7.06,-13.09,-9.01,,N,1.47,0.33,-0.07,41.57,21.33,,N,,-14.41
373490,KODEX 코리아혁신성장액티브,24730,-7,-20.33,-25.28,8.68,79.33,,N,3.26,10.5,2.66,50.37,77.87,,N,,37.89
373790,KIWOOM 미국방어배당성장나스닥,16095,-4.25,-3.59,1.35,-3.74,8.06,,N,-0.68,-0.06,-4.17,14.19,27.96,,N,,2.65
375270,RISE 글로벌데이터센터리츠(합성),14465,-4.4,-12.76,-11.07,2.44,16.65,,N,0.1,0.03,-4.17,27.63,43.99,,N,,13.27
375760,HANARO 탄소효율그린뉴딜,22655,-14.78,-16.33,-13.18,23.16,114.74,,N,1.96,1.75,-5.56,114.01,133.87,,N,,58.15
375770,KODEX 탄소효율그린뉴딜,22915,-14.81,-16.94,-13.36,22.51,114.66,,N,1.33,2.41,-5.33,113.67,133.03,,N,,57.71
376410,TIGER 탄소효율그린뉴딜,22600,-14.91,-17.44,-13.79,22.29,112.91,,N,0.13,1.69,-5.48,112.79,133.12,,N,,57
377990,TIGER Fn신재생에너지,24700,1.79,-16.36,-36.23,8.81,71.23,,N,4.62,22.19,10.49,106.59,85.37,,N,,41.67
379780,RISE 미국S&P500,23845,-2.67,-2.13,1.66,8.46,24.58,,N,0.76,2.19,0.19,41.04,83.35,,N,,10.7
379790,RISE 유로스탁스50(H),17785,3.55,6.88,9.75,7.85,18.84,,N,-1.03,1.98,1.66,28.56,44.01,,N,,13.1
379800,KODEX 미국S&P500,24800,-3.12,-2.38,1.41,7.8,23.35,,N,0.71,2.2,-0.32,41.17,86.01,,N,,9.59
379810,KODEX 미국나스닥100,27960,-5.2,-4.48,-0.05,14.5,28.94,,N,1.29,3.69,0.49,50.55,101.9,,N,,14.36
380340,ACE 코리아AI테크핵심산업,26580,-9.36,-24.81,0.51,53.07,142.74,,N,2.21,7.26,-3.92,123.04,162.91,,N,,69.84
381170,TIGER 미국테크TOP10 INDXX,32240,-1.06,-2.11,-3.76,7.72,21.11,,N,0.84,3.48,3.04,48.18,122.05,,N,,5.34
381180,TIGER 미국필라델피아반도체나스닥,46110,-8.88,-7.64,6.12,47.88,124.38,,N,3.02,8.02,-0.83,114.48,215.58,,N,,70.02
381560,HANARO Fn전기&수소차,17650,-0.81,-15.69,-10.81,42.05,118.04,,N,2.62,12.85,6.2,75.76,46.54,,N,,77.12
381570,HANARO Fn친환경에너지,10250,6.88,-12.05,-30.84,-2.24,33.12,,N,4.01,20.31,10.45,5.44,-19.28,,N,,29.34
385510,KODEX 신재생에너지액티브,38385,7.85,-11.77,-35.57,4.04,48.95,,N,4.38,19.8,9.42,60.01,80.7,,N,,34.28
385520,KODEX 자율주행액티브,15980,-4.14,-16.92,-16.36,11.44,93.35,,N,3.63,9.04,4.44,44.14,26.79,,N,,39.75
385540,RISE 종합채권(A-이상)액티브,102915,-0.08,0.09,-1.93,-2.38,-7.12,,N,-0.28,0.02,0.36,-2.11,5.98,,N,,-6.44
385550,RISE 단기채권알파액티브,113915,0.31,0.53,0.64,1.38,0.58,,N,0.02,0.09,0.17,4.08,8.48,,N,,1.61
385560,RISE KIS국고채30년Enhanced,51650,-2.92,-4.91,-15.14,-20.54,-37.16,,N,-1.47,-0.81,-0.14,-33.12,-21.59,,N,,-27.11
385590,ACE ESG액티브,21855,-17,-14.65,-12.35,27.73,121.65,,N,0.21,1.65,-5.74,124.08,144.65,,N,,63.1
385600,ACE 2차전지&친환경차액티브,11900,0.76,-16.99,-14.39,19.42,79.08,,N,2.76,11.06,6.3,0.82,-34.18,,N,,48.38
385710,TIME K이노베이션액티브,11105,-1.16,-13.81,-27.87,-12.59,25.34,,N,2.73,12.23,3.06,17.57,-1.45,,N,,9.84
385720,TIME 코스피액티브,23320,-18.19,-20.56,-18.93,20.52,97.54,,N,-0.36,0.89,-8.55,110.5,135.86,,N,,54.8
387270,TIGER 글로벌이노베이션액티브,25055,-11.18,-14.24,-7.78,16.81,37.97,,N,2.04,4.09,-2.26,49.52,97.05,,N,,23.12
387280,TIGER 퓨처모빌리티액티브,11440,-2.89,-17.7,-24.84,-1.29,56.07,,N,3.39,11.94,6.02,5.1,-18.34,,N,,22.88
388280,RISE K엔터&여행레저,7420,-9.51,-11.56,-12.24,-17.23,-3.01,,N,0.34,4.29,-4.87,20.96,-11.5,,N,,-4.44
388420,RISE 비메모리반도체액티브,24980,-23.9,-28.31,-22.85,28.07,120.96,,N,4.76,4.17,-7.09,70.39,87.65,,N,,53.72
390390,KODEX 미국반도체,56695,-8.5,-6.81,3.42,40,105.12,,N,2.25,6.53,-1.39,121.01,267.31,,N,,58.15
390400,KODEX 미국스마트모빌리티S&P,7825,-4.4,-8.69,-1.39,5.46,26.93,,N,2.69,4.75,3.51,29.57,11.53,,N,,13.65
391600,ACE 미국친환경그린테마,11125,-8.81,-12.33,-8.66,-7.91,21.58,,N,0.32,-0.54,-1.11,21.65,3.66,,N,,0.82
391670,HK 베스트일레븐액티브,25815,-19.92,-21.07,-11,27.39,113.26,,N,0.12,2.04,-7.95,131.05,181.96,,N,,60.34
394660,TIGER 글로벌자율주행&전기차SOLACTIVE,16880,-8.36,-12.63,-11.46,6.16,48.4,,N,3.43,5.43,1.35,44.03,38.34,,N,,17.3
394670,TIGER 글로벌리튬&2차전지SOLACTIVE(합성),11660,-2.1,-10.31,-19.2,1.48,76.8,,N,2.15,6.58,5.14,78.6,13.67,,N,,12.39
395150,KODEX 웹툰&드라마,1960,6.99,1.03,-19.51,-37.48,-44.63,,N,0.77,8.89,5.6,-46.6,-58.99,,N,,-35.42
395160,KODEX AI반도체TOP2플러스,34705,-26.31,-27.68,-8.14,43.91,223.59,,N,0.68,-2.61,-11.96,179.75,224.66,,N,,93.61
395170,KODEX Top10동일가중,14940,-14.36,-20.74,-22.09,7.48,80.11,,N,0.98,2.01,-3.27,60.7,52.94,,N,,35.02
395270,HANARO Fn K-반도체,49065,-26.33,-27.77,-7.93,69.45,307.18,,N,0.65,-2.57,-11.86,267.44,352.14,,N,,133.87
395280,HANARO Fn K-게임,3730,0,0.95,-9.47,-7.56,-12.24,,N,0.54,5.67,3.04,-18.45,-16.99,,N,,0.81
395290,HANARO Fn K-POP&미디어,5370,-4.87,-3.16,-21.49,-42.07,-44.61,,N,1.51,8.16,-2.36,-24.12,-54.23,,N,,-40.4
395750,PLUS ESG가치주액티브,19035,-15.57,-18.57,-14.3,20.67,93.84,,N,0.55,0.98,-5.86,94.37,107.72,,N,,49.88
395760,PLUS ESG성장주액티브,19710,-14.66,-18.82,-16.18,18.17,84.64,,N,1.7,3.14,-5.15,90.08,105.58,,N,,45.25
396500,TIGER 반도체TOP10,31080,-25.88,-33.63,-32.98,8.73,162.5,,N,2.68,-2.14,-11.45,123.01,183.87,,N,,54.55
396510,TIGER 차이나클린에너지SOLACTIVE,7710,-8.32,-10.3,-15.83,-13.37,32.47,,N,0.19,1.31,-1.28,34.51,8.57,,N,,-0.06
396520,TIGER 차이나반도체FACTSET,14475,-28.57,-5.64,6.83,28.44,110.7,,N,-0.28,12.43,-10.7,175.79,140.37,,N,,47.25
397420,RISE 국채선물5년추종,50700,0.34,1,0.07,-0.07,-3.05,,N,-0.14,0.25,0.72,-0.39,5.29,,N,,-0.85
399110,SOL 미국S&P500ESG,21805,-1.13,-1.6,3.37,8.51,28,,N,0.62,2.54,0.95,38.36,81.99,,N,,11.56
399580,RISE 글로벌클린에너지,9840,-10.75,-17.21,-15.32,-5.75,38.98,,N,0.15,2.61,-1.6,31.8,6.67,,N,,10.31
400570,KODEX 유럽탄소배출권선물ICE(H),11375,4.69,7.92,10.01,1.93,11.19,,N,0.22,2.62,-0.83,10.29,-19.81,,N,,-5.33
400580,SOL 유럽탄소배출권선물S&P(H),11700,5.12,8.43,10.85,2.05,11.75,,N,1.52,2.41,-0.09,15.2,-16.66,,N,,-5.22
400590,SOL 글로벌탄소배출권선물ICE(합성),14400,-3.06,-0.28,6.98,1.77,17.22,,N,1.3,1.12,-3.03,20.53,8.47,,N,,-5.29
400970,TIGER Fn메타버스,7880,-3.9,-13.45,-7.78,-3.49,2.67,,N,1.29,6.49,-0.94,6.71,-16.6,,N,,1.35
401170,RISE 메타버스,11525,-4.2,-10.07,17.18,43.43,63.94,,N,0.22,6.03,-1.75,72.19,42.13,,N,,52.15
401470,KODEX 메타버스액티브,9645,-3.93,-5.99,-1.08,7.83,17.98,,N,0.26,5.07,-0.72,22.54,3.68,,N,,19
401590,HANARO 글로벌탄소배출권선물ICE(합성),11585,-2.11,0.35,7.42,2.07,15.97,,N,0.96,2.03,-0.64,16.63,-0.3,,N,,-5.35
402460,HANARO Fn K-메타버스MZ,14425,-5.75,-12.47,15.35,49.87,85.41,,N,-0.1,5.48,-3.64,79.16,73.65,,N,,70.11
402970,ACE 미국배당다우존스,15505,-1.27,-2.36,3.54,5.01,28.99,,N,0.62,0.45,-1.43,27.97,51.84,,N,,20.19
