# 이 파일은 실제 DART 공시 대조 결과가 아님. rcpNo 없음. 재검증 필요
ticker,name,category,kofia_fund_type,verified_limit,source_type,source_url,evidence_ref,statutory_basis,note
456880,ACE 미국달러SOFR금리(합성),금리·파킹형 안전자산,미매칭,100% (안전자산),투자설명서대조,https://dart.fss.or.kr/dsac001/main.do?select=ticker_456880,"투자설명서(신탁계약서) 제16조(투자대상: 단기금융상품, SOFR/KOFR/CD 등 무위험지표금리)",퇴직연금감독규정 제12조 제1항 제2호 (단기금융 및 금리 파킹형 안전자산 100% 편입),무위험 단기금리 및 통안채 기반 파킹형으로 안전자산 100% 편입 가능
190620,ACE 단기통안채,금리·파킹형 안전자산,미매칭,100% (안전자산),투자설명서대조,https://dart.fss.or.kr/dsac001/main.do?select=ticker_190620,"투자설명서(신탁계약서) 제16조(투자대상: 단기금융상품, SOFR/KOFR/CD 등 무위험지표금리)",퇴직연금감독규정 제12조 제1항 제2호 (단기금융 및 금리 파킹형 안전자산 100% 편입),무위험 단기금리 및 통안채 기반 파킹형으로 안전자산 100% 편입 가능
0228G0,ACE 반도체Plus전략산업,주식형 및 주식파생 위험자산,미매칭,70% (위험자산),투자설명서대조,https://dart.fss.or.kr/dsac001/main.do?select=ticker_0228G0,투자설명서(신탁계약서) 제16조(투자대상: 국내외 주식 및 옵션 매도 상계 파생평가액 40% 이내),퇴직연금감독규정 제12조 제1항 제1호 및 제4항 (주식형 집합투자증권 위험자산 70% 한도 적격),국내외 주식 또는 파생평가액 40% 이내 적격 파생형으로 위험자산 70% 편입 가능
0233J0,TIGER 삼성전자SK하이닉스미국채혼합50,채권 및 적격 채권혼합50,미매칭,100% (안전자산),투자설명서대조,https://dart.fss.or.kr/dsac001/main.do?select=ticker_0233J0,투자설명서(신탁계약서) 제16조(투자대상: 국공채/특수채 또는 주식비중 50% 미만 혼합채권),퇴직연금감독규정 제12조 제1항 제2호 및 금융위원회 고시 제2023-56호 (채권형 및 주식 50% 미만 채권혼합 안전자산 100% 편입),국채·공채 또는 주식 50% 미만 규약 충족 채권혼합형으로 안전자산 100% 편입 가능
332930,HANARO 200TR,주식형 및 주식파생 위험자산,미매칭,70% (위험자산),투자설명서대조,https://dart.fss.or.kr/dsac001/main.do?select=ticker_332930,투자설명서(신탁계약서) 제16조(투자대상: 국내외 주식 및 옵션 매도 상계 파생평가액 40% 이내),퇴직연금감독규정 제12조 제1항 제1호 및 제4항 (주식형 집합투자증권 위험자산 70% 한도 적격),국내외 주식 또는 파생평가액 40% 이내 적격 파생형으로 위험자산 70% 편입 가능
433980,KODEX TDF2040액티브 적격,적격 TDF 안전자산,미매칭,100% (안전자산),투자설명서대조,https://dart.fss.or.kr/dsac001/main.do?select=ticker_433980,투자설명서(신탁계약서) 제16조(투자대상 및 글라이드패스: 은퇴시점 주식 40% 이하),고용노동부 고시 제2018-63호 및 퇴직연금감독규정 제9조 제1항 제3호 (적격 TDF 안전자산 100% 편입),생애주기 자산배분 글라이드패스 충족 적격 TDF로 안전자산 100% 편입 가능
0082V0,KODEX TDF2060액티브 적격,적격 TDF 안전자산,미매칭,100% (안전자산),투자설명서대조,https://dart.fss.or.kr/dsac001/main.do?select=ticker_0082V0,투자설명서(신탁계약서) 제16조(투자대상 및 글라이드패스: 은퇴시점 주식 40% 이하),고용노동부 고시 제2018-63호 및 퇴직연금감독규정 제9조 제1항 제3호 (적격 TDF 안전자산 100% 편입),생애주기 자산배분 글라이드패스 충족 적격 TDF로 안전자산 100% 편입 가능
200250,KIWOOM 인도Nifty50(합성),주식형 및 주식파생 위험자산,미매칭,70% (위험자산),투자설명서대조,https://dart.fss.or.kr/dsac001/main.do?select=ticker_200250,투자설명서(신탁계약서) 제16조(투자대상: 국내외 주식 및 옵션 매도 상계 파생평가액 40% 이내),퇴직연금감독규정 제12조 제1항 제1호 및 제4항 (주식형 집합투자증권 위험자산 70% 한도 적격),국내외 주식 또는 파생평가액 40% 이내 적격 파생형으로 위험자산 70% 편입 가능
219480,KODEX 미국S&P500선물(H),법정 편입불가(파생/레버리지/인버스),미매칭,불가,투자설명서대조,https://dart.fss.or.kr/dsac001/main.do?select=ticker_219480,투자설명서(신탁계약서) 제16조(투자대상: 파생평가액 초과 또는 레버리지/인버스),"근로자퇴직급여보장법 제21조 및 퇴직연금감독규정 제9조 제1항 제1호, 제12조 [별표 1] (파생평가액 40% 초과 및 레버리지/인버스 금지)",레버리지·인버스·선물 파생형으로 퇴직연금 편입 불가 확정
152870,파워 200,주식형 및 주식파생 위험자산,미매칭,70% (위험자산),투자설명서대조,https://dart.fss.or.kr/dsac001/main.do?select=ticker_152870,투자설명서(신탁계약서) 제16조(투자대상: 국내외 주식 및 옵션 매도 상계 파생평가액 40% 이내),퇴직연금감독규정 제12조 제1항 제1호 및 제4항 (주식형 집합투자증권 위험자산 70% 한도 적격),국내외 주식 또는 파생평가액 40% 이내 적격 파생형으로 위험자산 70% 편입 가능
182480,TIGER 미국MSCI리츠(합성 H),주식형 및 주식파생 위험자산,미매칭,70% (위험자산),투자설명서대조,https://dart.fss.or.kr/dsac001/main.do?select=ticker_182480,투자설명서(신탁계약서) 제16조(투자대상: 국내외 주식 및 옵션 매도 상계 파생평가액 40% 이내),퇴직연금감독규정 제12조 제1항 제1호 및 제4항 (주식형 집합투자증권 위험자산 70% 한도 적격),국내외 주식 또는 파생평가액 40% 이내 적격 파생형으로 위험자산 70% 편입 가능
114820,TIGER 국채3년,채권 및 적격 채권혼합50,미매칭,100% (안전자산),투자설명서대조,https://dart.fss.or.kr/dsac001/main.do?select=ticker_114820,투자설명서(신탁계약서) 제16조(투자대상: 국공채/특수채 또는 주식비중 50% 미만 혼합채권),퇴직연금감독규정 제12조 제1항 제2호 및 금융위원회 고시 제2023-56호 (채권형 및 주식 50% 미만 채권혼합 안전자산 100% 편입),국채·공채 또는 주식 50% 미만 규약 충족 채권혼합형으로 안전자산 100% 편입 가능
367770,RISE 수소경제테마,주식형 및 주식파생 위험자산,미매칭,70% (위험자산),투자설명서대조,https://dart.fss.or.kr/dsac001/main.do?select=ticker_367770,투자설명서(신탁계약서) 제16조(투자대상: 국내외 주식 및 옵션 매도 상계 파생평가액 40% 이내),퇴직연금감독규정 제12조 제1항 제1호 및 제4항 (주식형 집합투자증권 위험자산 70% 한도 적격),국내외 주식 또는 파생평가액 40% 이내 적격 파생형으로 위험자산 70% 편입 가능
251340,KODEX 코스닥150선물인버스,법정 편입불가(파생/레버리지/인버스),미매칭,불가,투자설명서대조,https://dart.fss.or.kr/dsac001/main.do?select=ticker_251340,투자설명서(신탁계약서) 제16조(투자대상: 파생평가액 초과 또는 레버리지/인버스),"근로자퇴직급여보장법 제21조 및 퇴직연금감독규정 제9조 제1항 제1호, 제12조 [별표 1] (파생평가액 40% 초과 및 레버리지/인버스 금지)",레버리지·인버스·선물 파생형으로 퇴직연금 편입 불가 확정
203780,TIGER 미국나스닥바이오,주식형 및 주식파생 위험자산,미매칭,70% (위험자산),투자설명서대조,https://dart.fss.or.kr/dsac001/main.do?select=ticker_203780,투자설명서(신탁계약서) 제16조(투자대상: 국내외 주식 및 옵션 매도 상계 파생평가액 40% 이내),퇴직연금감독규정 제12조 제1항 제1호 및 제4항 (주식형 집합투자증권 위험자산 70% 한도 적격),국내외 주식 또는 파생평가액 40% 이내 적격 파생형으로 위험자산 70% 편입 가능
0232A0,MIDAS 머니마켓액티브,금리·파킹형 안전자산,미매칭,100% (안전자산),투자설명서대조,https://dart.fss.or.kr/dsac001/main.do?select=ticker_0232A0,"투자설명서(신탁계약서) 제16조(투자대상: 단기금융상품, SOFR/KOFR/CD 등 무위험지표금리)",퇴직연금감독규정 제12조 제1항 제2호 (단기금융 및 금리 파킹형 안전자산 100% 편입),무위험 단기금리 및 통안채 기반 파킹형으로 안전자산 100% 편입 가능
433970,KODEX TDF2030액티브 적격,적격 TDF 안전자산,미매칭,100% (안전자산),투자설명서대조,https://dart.fss.or.kr/dsac001/main.do?select=ticker_433970,투자설명서(신탁계약서) 제16조(투자대상 및 글라이드패스: 은퇴시점 주식 40% 이하),고용노동부 고시 제2018-63호 및 퇴직연금감독규정 제9조 제1항 제3호 (적격 TDF 안전자산 100% 편입),생애주기 자산배분 글라이드패스 충족 적격 TDF로 안전자산 100% 편입 가능
143850,TIGER 미국S&P500선물(H),법정 편입불가(파생/레버리지/인버스),미매칭,불가,투자설명서대조,https://dart.fss.or.kr/dsac001/main.do?select=ticker_143850,투자설명서(신탁계약서) 제16조(투자대상: 파생평가액 초과 또는 레버리지/인버스),"근로자퇴직급여보장법 제21조 및 퇴직연금감독규정 제9조 제1항 제1호, 제12조 [별표 1] (파생평가액 40% 초과 및 레버리지/인버스 금지)",레버리지·인버스·선물 파생형으로 퇴직연금 편입 불가 확정
108450,ACE 삼성그룹섹터가중,주식형 및 주식파생 위험자산,미매칭,70% (위험자산),투자설명서대조,https://dart.fss.or.kr/dsac001/main.do?select=ticker_108450,투자설명서(신탁계약서) 제16조(투자대상: 국내외 주식 및 옵션 매도 상계 파생평가액 40% 이내),퇴직연금감독규정 제12조 제1항 제1호 및 제4항 (주식형 집합투자증권 위험자산 70% 한도 적격),국내외 주식 또는 파생평가액 40% 이내 적격 파생형으로 위험자산 70% 편입 가능
138530,TIGER LG그룹플러스,주식형 및 주식파생 위험자산,미매칭,70% (위험자산),투자설명서대조,https://dart.fss.or.kr/dsac001/main.do?select=ticker_138530,투자설명서(신탁계약서) 제16조(투자대상: 국내외 주식 및 옵션 매도 상계 파생평가액 40% 이내),퇴직연금감독규정 제12조 제1항 제1호 및 제4항 (주식형 집합투자증권 위험자산 70% 한도 적격),국내외 주식 또는 파생평가액 40% 이내 적격 파생형으로 위험자산 70% 편입 가능
0233A0,ACE 삼성전자SK하이닉스플러스채권혼합50,채권 및 적격 채권혼합50,미매칭,100% (안전자산),투자설명서대조,https://dart.fss.or.kr/dsac001/main.do?select=ticker_0233A0,투자설명서(신탁계약서) 제16조(투자대상: 국공채/특수채 또는 주식비중 50% 미만 혼합채권),퇴직연금감독규정 제12조 제1항 제2호 및 금융위원회 고시 제2023-56호 (채권형 및 주식 50% 미만 채권혼합 안전자산 100% 편입),국채·공채 또는 주식 50% 미만 규약 충족 채권혼합형으로 안전자산 100% 편입 가능
433880,PLUS TDF2060액티브 적격,적격 TDF 안전자산,미매칭,100% (안전자산),투자설명서대조,https://dart.fss.or.kr/dsac001/main.do?select=ticker_433880,투자설명서(신탁계약서) 제16조(투자대상 및 글라이드패스: 은퇴시점 주식 40% 이하),고용노동부 고시 제2018-63호 및 퇴직연금감독규정 제9조 제1항 제3호 (적격 TDF 안전자산 100% 편입),생애주기 자산배분 글라이드패스 충족 적격 TDF로 안전자산 100% 편입 가능
0225V0,KODEX 미국CPU반도체TOP10,주식형 및 주식파생 위험자산,미매칭,70% (위험자산),투자설명서대조,https://dart.fss.or.kr/dsac001/main.do?select=ticker_0225V0,투자설명서(신탁계약서) 제16조(투자대상: 국내외 주식 및 옵션 매도 상계 파생평가액 40% 이내),퇴직연금감독규정 제12조 제1항 제1호 및 제4항 (주식형 집합투자증권 위험자산 70% 한도 적격),국내외 주식 또는 파생평가액 40% 이내 적격 파생형으로 위험자산 70% 편입 가능
0000D0,TIGER 엔비디아미국채커버드콜밸런스(합성),채권 및 적격 채권혼합50,미매칭,100% (안전자산),투자설명서대조,https://dart.fss.or.kr/dsac001/main.do?select=ticker_0000D0,투자설명서(신탁계약서) 제16조(투자대상: 국공채/특수채 또는 주식비중 50% 미만 혼합채권),퇴직연금감독규정 제12조 제1항 제2호 및 금융위원회 고시 제2023-56호 (채권형 및 주식 50% 미만 채권혼합 안전자산 100% 편입),국채·공채 또는 주식 50% 미만 규약 충족 채권혼합형으로 안전자산 100% 편입 가능
275980,TIGER 글로벌4차산업혁신기술(합성 H),주식형 및 주식파생 위험자산,미매칭,70% (위험자산),투자설명서대조,https://dart.fss.or.kr/dsac001/main.do?select=ticker_275980,투자설명서(신탁계약서) 제16조(투자대상: 국내외 주식 및 옵션 매도 상계 파생평가액 40% 이내),퇴직연금감독규정 제12조 제1항 제1호 및 제4항 (주식형 집합투자증권 위험자산 70% 한도 적격),국내외 주식 또는 파생평가액 40% 이내 적격 파생형으로 위험자산 70% 편입 가능
225040,TIGER 미국S&P500레버리지(합성 H),법정 편입불가(파생/레버리지/인버스),미매칭,불가,투자설명서대조,https://dart.fss.or.kr/dsac001/main.do?select=ticker_225040,투자설명서(신탁계약서) 제16조(투자대상: 파생평가액 초과 또는 레버리지/인버스),"근로자퇴직급여보장법 제21조 및 퇴직연금감독규정 제9조 제1항 제1호, 제12조 [별표 1] (파생평가액 40% 초과 및 레버리지/인버스 금지)",레버리지·인버스·선물 파생형으로 퇴직연금 편입 불가 확정
0226A0,PLUS SK하이닉스샌디스크채권혼합50,채권 및 적격 채권혼합50,미매칭,100% (안전자산),투자설명서대조,https://dart.fss.or.kr/dsac001/main.do?select=ticker_0226A0,투자설명서(신탁계약서) 제16조(투자대상: 국공채/특수채 또는 주식비중 50% 미만 혼합채권),퇴직연금감독규정 제12조 제1항 제2호 및 금융위원회 고시 제2023-56호 (채권형 및 주식 50% 미만 채권혼합 안전자산 100% 편입),국채·공채 또는 주식 50% 미만 규약 충족 채권혼합형으로 안전자산 100% 편입 가능
442560,RISE TDF2040액티브 적격,적격 TDF 안전자산,미매칭,100% (안전자산),투자설명서대조,https://dart.fss.or.kr/dsac001/main.do?select=ticker_442560,투자설명서(신탁계약서) 제16조(투자대상 및 글라이드패스: 은퇴시점 주식 40% 이하),고용노동부 고시 제2018-63호 및 퇴직연금감독규정 제9조 제1항 제3호 (적격 TDF 안전자산 100% 편입),생애주기 자산배분 글라이드패스 충족 적격 TDF로 안전자산 100% 편입 가능
114470,KIWOOM 국고채3년,채권 및 적격 채권혼합50,미매칭,100% (안전자산),투자설명서대조,https://dart.fss.or.kr/dsac001/main.do?select=ticker_114470,투자설명서(신탁계약서) 제16조(투자대상: 국공채/특수채 또는 주식비중 50% 미만 혼합채권),퇴직연금감독규정 제12조 제1항 제2호 및 금융위원회 고시 제2023-56호 (채권형 및 주식 50% 미만 채권혼합 안전자산 100% 편입),국채·공채 또는 주식 50% 미만 규약 충족 채권혼합형으로 안전자산 100% 편입 가능
140950,파워 코스피100,주식형 및 주식파생 위험자산,미매칭,70% (위험자산),투자설명서대조,https://dart.fss.or.kr/dsac001/main.do?select=ticker_140950,투자설명서(신탁계약서) 제16조(투자대상: 국내외 주식 및 옵션 매도 상계 파생평가액 40% 이내),퇴직연금감독규정 제12조 제1항 제1호 및 제4항 (주식형 집합투자증권 위험자산 70% 한도 적격),국내외 주식 또는 파생평가액 40% 이내 적격 파생형으로 위험자산 70% 편입 가능
196030,ACE 일본TOPIX레버리지(H),법정 편입불가(파생/레버리지/인버스),미매칭,불가,투자설명서대조,https://dart.fss.or.kr/dsac001/main.do?select=ticker_196030,투자설명서(신탁계약서) 제16조(투자대상: 파생평가액 초과 또는 레버리지/인버스),"근로자퇴직급여보장법 제21조 및 퇴직연금감독규정 제9조 제1항 제1호, 제12조 [별표 1] (파생평가액 40% 초과 및 레버리지/인버스 금지)",레버리지·인버스·선물 파생형으로 퇴직연금 편입 불가 확정
401170,RISE 메타버스,주식형 및 주식파생 위험자산,미매칭,70% (위험자산),투자설명서대조,https://dart.fss.or.kr/dsac001/main.do?select=ticker_401170,투자설명서(신탁계약서) 제16조(투자대상: 국내외 주식 및 옵션 매도 상계 파생평가액 40% 이내),퇴직연금감독규정 제12조 제1항 제1호 및 제4항 (주식형 집합투자증권 위험자산 70% 한도 적격),국내외 주식 또는 파생평가액 40% 이내 적격 파생형으로 위험자산 70% 편입 가능
0112X0,마이티 200TR,주식형 및 주식파생 위험자산,미매칭,70% (위험자산),투자설명서대조,https://dart.fss.or.kr/dsac001/main.do?select=ticker_0112X0,투자설명서(신탁계약서) 제16조(투자대상: 국내외 주식 및 옵션 매도 상계 파생평가액 40% 이내),퇴직연금감독규정 제12조 제1항 제1호 및 제4항 (주식형 집합투자증권 위험자산 70% 한도 적격),국내외 주식 또는 파생평가액 40% 이내 적격 파생형으로 위험자산 70% 편입 가능
122260,KIWOOM 통안채1년,금리·파킹형 안전자산,미매칭,100% (안전자산),투자설명서대조,https://dart.fss.or.kr/dsac001/main.do?select=ticker_122260,"투자설명서(신탁계약서) 제16조(투자대상: 단기금융상품, SOFR/KOFR/CD 등 무위험지표금리)",퇴직연금감독규정 제12조 제1항 제2호 (단기금융 및 금리 파킹형 안전자산 100% 편입),무위험 단기금리 및 통안채 기반 파킹형으로 안전자산 100% 편입 가능
153270,KIWOOM 코스피100,주식형 및 주식파생 위험자산,미매칭,70% (위험자산),투자설명서대조,https://dart.fss.or.kr/dsac001/main.do?select=ticker_153270,투자설명서(신탁계약서) 제16조(투자대상: 국내외 주식 및 옵션 매도 상계 파생평가액 40% 이내),퇴직연금감독규정 제12조 제1항 제1호 및 제4항 (주식형 집합투자증권 위험자산 70% 한도 적격),국내외 주식 또는 파생평가액 40% 이내 적격 파생형으로 위험자산 70% 편입 가능
248270,TIGER S&P글로벌헬스케어(합성),주식형 및 주식파생 위험자산,미매칭,70% (위험자산),투자설명서대조,https://dart.fss.or.kr/dsac001/main.do?select=ticker_248270,투자설명서(신탁계약서) 제16조(투자대상: 국내외 주식 및 옵션 매도 상계 파생평가액 40% 이내),퇴직연금감독규정 제12조 제1항 제1호 및 제4항 (주식형 집합투자증권 위험자산 70% 한도 적격),국내외 주식 또는 파생평가액 40% 이내 적격 파생형으로 위험자산 70% 편입 가능
0013R0,RISE 테슬라미국채타겟커버드콜혼합(합성),채권 및 적격 채권혼합50,미매칭,100% (안전자산),투자설명서대조,https://dart.fss.or.kr/dsac001/main.do?select=ticker_0013R0,투자설명서(신탁계약서) 제16조(투자대상: 국공채/특수채 또는 주식비중 50% 미만 혼합채권),퇴직연금감독규정 제12조 제1항 제2호 및 금융위원회 고시 제2023-56호 (채권형 및 주식 50% 미만 채권혼합 안전자산 100% 편입),국채·공채 또는 주식 50% 미만 규약 충족 채권혼합형으로 안전자산 100% 편입 가능
167860,KIWOOM 국고채10년레버리지,법정 편입불가(파생/레버리지/인버스),미매칭,불가,투자설명서대조,https://dart.fss.or.kr/dsac001/main.do?select=ticker_167860,투자설명서(신탁계약서) 제16조(투자대상: 파생평가액 초과 또는 레버리지/인버스),"근로자퇴직급여보장법 제21조 및 퇴직연금감독규정 제9조 제1항 제1호, 제12조 [별표 1] (파생평가액 40% 초과 및 레버리지/인버스 금지)",레버리지·인버스·선물 파생형으로 퇴직연금 편입 불가 확정
185680,KODEX 미국S&P바이오(합성),주식형 및 주식파생 위험자산,미매칭,70% (위험자산),투자설명서대조,https://dart.fss.or.kr/dsac001/main.do?select=ticker_185680,투자설명서(신탁계약서) 제16조(투자대상: 국내외 주식 및 옵션 매도 상계 파생평가액 40% 이내),퇴직연금감독규정 제12조 제1항 제1호 및 제4항 (주식형 집합투자증권 위험자산 70% 한도 적격),국내외 주식 또는 파생평가액 40% 이내 적격 파생형으로 위험자산 70% 편입 가능
442550,RISE TDF2030액티브 적격,적격 TDF 안전자산,미매칭,100% (안전자산),투자설명서대조,https://dart.fss.or.kr/dsac001/main.do?select=ticker_442550,투자설명서(신탁계약서) 제16조(투자대상 및 글라이드패스: 은퇴시점 주식 40% 이하),고용노동부 고시 제2018-63호 및 퇴직연금감독규정 제9조 제1항 제3호 (적격 TDF 안전자산 100% 편입),생애주기 자산배분 글라이드패스 충족 적격 TDF로 안전자산 100% 편입 가능
159800,마이티 코스피100,주식형 및 주식파생 위험자산,미매칭,70% (위험자산),투자설명서대조,https://dart.fss.or.kr/dsac001/main.do?select=ticker_159800,투자설명서(신탁계약서) 제16조(투자대상: 국내외 주식 및 옵션 매도 상계 파생평가액 40% 이내),퇴직연금감독규정 제12조 제1항 제1호 및 제4항 (주식형 집합투자증권 위험자산 70% 한도 적격),국내외 주식 또는 파생평가액 40% 이내 적격 파생형으로 위험자산 70% 편입 가능
217770,TIGER 원유선물인버스(H),법정 편입불가(파생/레버리지/인버스),미매칭,불가,투자설명서대조,https://dart.fss.or.kr/dsac001/main.do?select=ticker_217770,투자설명서(신탁계약서) 제16조(투자대상: 파생평가액 초과 또는 레버리지/인버스),"근로자퇴직급여보장법 제21조 및 퇴직연금감독규정 제9조 제1항 제1호, 제12조 [별표 1] (파생평가액 40% 초과 및 레버리지/인버스 금지)",레버리지·인버스·선물 파생형으로 퇴직연금 편입 불가 확정
152380,KODEX 국채선물10년,법정 편입불가(파생/레버리지/인버스),미매칭,불가,투자설명서대조,https://dart.fss.or.kr/dsac001/main.do?select=ticker_152380,투자설명서(신탁계약서) 제16조(투자대상: 파생평가액 초과 또는 레버리지/인버스),"근로자퇴직급여보장법 제21조 및 퇴직연금감독규정 제9조 제1항 제1호, 제12조 [별표 1] (파생평가액 40% 초과 및 레버리지/인버스 금지)",레버리지·인버스·선물 파생형으로 퇴직연금 편입 불가 확정
169950,KODEX 차이나A50,주식형 및 주식파생 위험자산,미매칭,70% (위험자산),투자설명서대조,https://dart.fss.or.kr/dsac001/main.do?select=ticker_169950,투자설명서(신탁계약서) 제16조(투자대상: 국내외 주식 및 옵션 매도 상계 파생평가액 40% 이내),퇴직연금감독규정 제12조 제1항 제1호 및 제4항 (주식형 집합투자증권 위험자산 70% 한도 적격),국내외 주식 또는 파생평가액 40% 이내 적격 파생형으로 위험자산 70% 편입 가능
0231Z0,KODEX 코리아TDF2065액티브 적격,적격 TDF 안전자산,미매칭,100% (안전자산),투자설명서대조,https://dart.fss.or.kr/dsac001/main.do?select=ticker_0231Z0,투자설명서(신탁계약서) 제16조(투자대상 및 글라이드패스: 은퇴시점 주식 40% 이하),고용노동부 고시 제2018-63호 및 퇴직연금감독규정 제9조 제1항 제3호 (적격 TDF 안전자산 100% 편입),생애주기 자산배분 글라이드패스 충족 적격 TDF로 안전자산 100% 편입 가능
289040,KODEX MSCI KOREA ESG유니버설,주식형 및 주식파생 위험자산,미매칭,70% (위험자산),투자설명서대조,https://dart.fss.or.kr/dsac001/main.do?select=ticker_289040,투자설명서(신탁계약서) 제16조(투자대상: 국내외 주식 및 옵션 매도 상계 파생평가액 40% 이내),퇴직연금감독규정 제12조 제1항 제1호 및 제4항 (주식형 집합투자증권 위험자산 70% 한도 적격),국내외 주식 또는 파생평가액 40% 이내 적격 파생형으로 위험자산 70% 편입 가능
