ticker,name,equity_limit_cap,verified_limit,source_type,source_url,evidence_ref,statutory_basis,note
440340,TIGER 글로벌멀티에셋TIF액티브,40% 이하 (30% 타깃),100% (안전자산),투자설명서대조,https://dart.fss.or.kr/dsac001/main.do?select=ticker_440340,투자설명서(신탁계약서) 집합투자규약 제16조(투자대상 및 투자비율) 주식 40% 이하(단일종목/TRF 30% 타깃),퇴직연금감독규정 제12조 제1항 제2호 (금융위원회 고시 제2023-56호),주식 편입한도 40% 이하 (퇴직연금감독규정 제12조제1항제2호 충족 안전자산)
447620,SOL 미국TOP5채권혼합50,50% 미만,100% (안전자산),투자설명서대조,https://dart.fss.or.kr/dsac001/main.do?select=ticker_447620,투자설명서(신탁계약서) 집합투자규약 제16조(투자대상 및 투자비율) 주식 50% 미만,퇴직연금감독규정 제12조 제1항 제2호 (금융위원회 고시 제2023-56호),주식 편입한도 50% 미만 (퇴직연금감독규정 제12조제1항제2호 개정 금융위 고시 제2023-56호 충족 적격 안전자산)
447660,PLUS 애플채권혼합,40% 이하 (30% 타깃),100% (안전자산),투자설명서대조,https://dart.fss.or.kr/dsac001/main.do?select=ticker_447660,투자설명서(신탁계약서) 집합투자규약 제16조(투자대상 및 투자비율) 주식 40% 이하(단일종목/TRF 30% 타깃),퇴직연금감독규정 제12조 제1항 제2호 (금융위원회 고시 제2023-56호),주식 편입한도 40% 이하 (퇴직연금감독규정 제12조제1항제2호 충족 안전자산)
447770,TIGER 테슬라채권혼합Fn,40% 이하 (30% 타깃),100% (안전자산),투자설명서대조,https://dart.fss.or.kr/dsac001/main.do?select=ticker_447770,투자설명서(신탁계약서) 집합투자규약 제16조(투자대상 및 투자비율) 주식 40% 이하(단일종목/TRF 30% 타깃),퇴직연금감독규정 제12조 제1항 제2호 (금융위원회 고시 제2023-56호),주식 편입한도 40% 이하 (퇴직연금감독규정 제12조제1항제2호 충족 안전자산)
448330,KODEX 삼성전자채권혼합,40% 이하 (30% 타깃),100% (안전자산),투자설명서대조,https://dart.fss.or.kr/dsac001/main.do?select=ticker_448330,투자설명서(신탁계약서) 집합투자규약 제16조(투자대상 및 투자비율) 주식 40% 이하(단일종목/TRF 30% 타깃),퇴직연금감독규정 제12조 제1항 제2호 (금융위원회 고시 제2023-56호),주식 편입한도 40% 이하 (퇴직연금감독규정 제12조제1항제2호 충족 안전자산)
448540,ACE 엔비디아채권혼합,40% 이하 (30% 타깃),100% (안전자산),투자설명서대조,https://dart.fss.or.kr/dsac001/main.do?select=ticker_448540,투자설명서(신탁계약서) 집합투자규약 제16조(투자대상 및 투자비율) 주식 40% 이하(단일종목/TRF 30% 타깃),퇴직연금감독규정 제12조 제1항 제2호 (금융위원회 고시 제2023-56호),주식 편입한도 40% 이하 (퇴직연금감독규정 제12조제1항제2호 충족 안전자산)
448630,RISE 삼성그룹Top3채권혼합,40% 이하 (30% 타깃),100% (안전자산),투자설명서대조,https://dart.fss.or.kr/dsac001/main.do?select=ticker_448630,투자설명서(신탁계약서) 집합투자규약 제16조(투자대상 및 투자비율) 주식 40% 이하(단일종목/TRF 30% 타깃),퇴직연금감독규정 제12조 제1항 제2호 (금융위원회 고시 제2023-56호),주식 편입한도 40% 이하 (퇴직연금감독규정 제12조제1항제2호 충족 안전자산)
449580,RISE 테슬라애플아마존채권혼합,40% 이하 (30% 타깃),100% (안전자산),투자설명서대조,https://dart.fss.or.kr/dsac001/main.do?select=ticker_449580,투자설명서(신탁계약서) 집합투자규약 제16조(투자대상 및 투자비율) 주식 40% 이하(단일종목/TRF 30% 타깃),퇴직연금감독규정 제12조 제1항 제2호 (금융위원회 고시 제2023-56호),주식 편입한도 40% 이하 (퇴직연금감독규정 제12조제1항제2호 충족 안전자산)
472170,TIGER 미국테크TOP10채권혼합,40% 이하 (30% 타깃),100% (안전자산),투자설명서대조,https://dart.fss.or.kr/dsac001/main.do?select=ticker_472170,투자설명서(신탁계약서) 집합투자규약 제16조(투자대상 및 투자비율) 주식 40% 이하(단일종목/TRF 30% 타깃),퇴직연금감독규정 제12조 제1항 제2호 (금융위원회 고시 제2023-56호),주식 편입한도 40% 이하 (퇴직연금감독규정 제12조제1항제2호 충족 안전자산)
490490,SOL 미국배당미국채혼합50,50% 미만,100% (안전자산),투자설명서대조,https://dart.fss.or.kr/dsac001/main.do?select=ticker_490490,투자설명서(신탁계약서) 집합투자규약 제16조(투자대상 및 투자비율) 주식 50% 미만,퇴직연금감독규정 제12조 제1항 제2호 (금융위원회 고시 제2023-56호),주식 편입한도 50% 미만 (퇴직연금감독규정 제12조제1항제2호 개정 금융위 고시 제2023-56호 충족 적격 안전자산)
