ticker,isin,name,listing_date,listing_date_source,listing_date_verification_status,source_name,source_license_status,source_first_available_date,actual_first_trading_date,first_close,latest_trading_date,latest_close,daily_history_row_count,expected_trading_day_count,coverage_ratio,corporate_action_status,itd_anchor_status,itd_calculation_status,full_max_chart_status,exclusion_or_pending_reason,checked_at
0015F0,KR70015F0000,KIWOOM 팔란티어미국30년국채혼합액티브(H),2025-02-11,KRX KIND 신규상장 공시,provisional,listing_prices_cache,cache_provenance_pending,,,10270,2026-08-14,10610,0,394,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
0015K0,KR70015K0003,TIGER 미국소비트렌드액티브,2025-02-18,KRX KIND 신규상장 공시,provisional,listing_prices_cache,cache_provenance_pending,,,7510,2026-08-14,7370,0,389,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
0016X0,KR70016X0007,SOL 중단기회사채(A-이상)액티브,2025-02-18,KRX KIND 신규상장 공시,provisional,listing_prices_cache,cache_provenance_pending,,,50955,2026-08-14,51435,0,389,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
0017Y0,KR70017Y0005,1Q 종합채권(AA-이상)액티브,2025-02-25,KRX KIND 신규상장 공시,provisional,listing_prices_cache,cache_provenance_pending,,,96265,2026-08-14,93790,0,384,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
0018C0,KR70018C0000,PLUS 고배당주위클리고정커버드콜,2025-03-05,KRX KIND 신규상장 공시,provisional,listing_prices_cache,cache_provenance_pending,,,13245,2026-08-14,10780,0,378,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
0018Z0,KR70018Z0003,RISE 미국양자컴퓨팅,2025-03-11,KRX KIND 신규상장 공시,provisional,listing_prices_cache,cache_provenance_pending,,,17970,2026-08-14,19315,0,374,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
0019K0,KR70019K0009,TIME 미국나스닥100채권혼합50액티브,2025-03-25,KRX KIND 신규상장 공시,provisional,listing_prices_cache,cache_provenance_pending,,,13015,2026-08-14,13695,0,364,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
0020H0,KR70020H0001,KoAct 글로벌양자컴퓨팅액티브,2025-03-11,KRX KIND 신규상장 공시,provisional,listing_prices_cache,cache_provenance_pending,,,22350,2026-08-14,23940,0,374,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
0022T0,KR70022T0005,SOL 국제금커버드콜액티브,2025-03-11,KRX KIND 신규상장 공시,provisional,listing_prices_cache,cache_provenance_pending,,,15020,2026-08-14,13375,0,374,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
0023A0,KR70023A0005,SOL 미국양자컴퓨팅TOP10,2025-03-11,KRX KIND 신규상장 공시,provisional,listing_prices_cache,cache_provenance_pending,,,27485,2026-08-14,27150,0,374,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
0023B0,KR70023B0004,PLUS 미국양자컴퓨팅TOP10,2025-03-11,KRX KIND 신규상장 공시,provisional,listing_prices_cache,cache_provenance_pending,,,16660,2026-08-14,17350,0,374,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
0025N0,KR70025N0008,TIGER TDF2045 적격,2025-03-25,KRX KIND 신규상장 공시,provisional,listing_prices_cache,cache_provenance_pending,,,11980,2026-08-14,12390,0,364,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
0026E0,KR70026E0008,KODEX 미국S&P500버퍼3월액티브,2025-03-25,KRX KIND 신규상장 공시,provisional,listing_prices_cache,cache_provenance_pending,,,11870,2026-08-14,12010,0,364,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
0026S0,KR70026S0002,1Q 미국S&P500,2025-03-18,KRX KIND 신규상장 공시,provisional,listing_prices_cache,cache_provenance_pending,,,12820,2026-08-14,13395,0,369,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
0028X0,KR70028X0003,KODEX 미국금융테크액티브,2025-05-27,KRX KIND 신규상장 공시,provisional,listing_prices_cache,cache_provenance_pending,,,11400,2026-08-14,12415,0,319,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
0035T0,KR70035T0000,PLUS 글로벌휴머노이드로봇액티브,2025-04-15,KRX KIND 신규상장 공시,provisional,listing_prices_cache,cache_provenance_pending,,,21795,2026-08-14,21200,0,349,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
0036D0,KR70036D0007,TIME 미국배당다우존스액티브,2025-04-29,KRX KIND 신규상장 공시,provisional,listing_prices_cache,cache_provenance_pending,,,11850,2026-08-14,13040,0,339,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
0036R0,KR70036R0001,RISE 미국휴머노이드로봇,2025-04-15,KRX KIND 신규상장 공시,provisional,listing_prices_cache,cache_provenance_pending,,,19495,2026-08-14,20330,0,349,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
0036Z0,KR70036Z0001,RISE 미국천연가스밸류체인,2025-04-22,KRX KIND 신규상장 공시,provisional,listing_prices_cache,cache_provenance_pending,,,12980,2026-08-14,12710,0,344,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
0038A0,KR70038A0008,KODEX 미국휴머노이드로봇,2025-04-15,KRX KIND 신규상장 공시,provisional,listing_prices_cache,cache_provenance_pending,,,17205,2026-08-14,15965,0,349,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
0040S0,KR70040S0004,HANARO 글로벌피지컬AI액티브,2025-04-22,KRX KIND 신규상장 공시,provisional,listing_prices_cache,cache_provenance_pending,,,23510,2026-08-14,25400,0,344,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
0040X0,KR70040X0007,SOL 팔란티어미국채커버드콜혼합,2025-04-22,KRX KIND 신규상장 공시,provisional,listing_prices_cache,cache_provenance_pending,,,10195,2026-08-14,9840,0,344,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
0040Y0,KR70040Y0006,SOL 팔란티어커버드콜OTM채권혼합,2025-04-22,KRX KIND 신규상장 공시,provisional,listing_prices_cache,cache_provenance_pending,,,8950,2026-08-14,8200,0,344,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
0041D0,KR70041D0000,KODEX 미국AI소프트웨어TOP10,2025-04-22,KRX KIND 신규상장 공시,provisional,listing_prices_cache,cache_provenance_pending,,,12230,2026-08-14,13855,0,344,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
0041E0,KR70041E0009,KODEX 미국S&P500액티브,2025-04-22,KRX KIND 신규상장 공시,provisional,listing_prices_cache,cache_provenance_pending,,,16050,2026-08-14,16930,0,344,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
0043B0,KR70043B0000,TIGER 머니마켓액티브,2025-04-22,KRX KIND 신규상장 공시,provisional,listing_prices_cache,cache_provenance_pending,,,102310,2026-08-14,103360,0,344,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
0043Y0,KR70043Y0003,TIME 차이나AI테크액티브,2025-05-13,KRX KIND 신규상장 공시,provisional,listing_prices_cache,cache_provenance_pending,,,18915,2026-08-14,21595,0,329,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
0046A0,KR70046A0008,TIGER 미국초단기(3개월이하)국채,2025-04-29,KRX KIND 신규상장 공시,provisional,listing_prices_cache,cache_provenance_pending,,,10215,2026-08-14,9805,0,339,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
0046Y0,KR70046Y0000,ACE 미국배당퀄리티,2025-05-13,KRX KIND 신규상장 공시,provisional,listing_prices_cache,cache_provenance_pending,,,12745,2026-08-14,13060,0,329,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
0047A0,KR70047A0007,TIGER 차이나테크TOP10,2025-05-13,KRX KIND 신규상장 공시,provisional,listing_prices_cache,cache_provenance_pending,,,13135,2026-08-14,13490,0,329,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
0047N0,KR70047N0002,PLUS 차이나AI테크TOP10,2025-05-13,KRX KIND 신규상장 공시,provisional,listing_prices_cache,cache_provenance_pending,,,11010,2026-08-14,10505,0,329,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
0047P0,KR70047P0000,RISE 테슬라고정테크100,2025-05-13,KRX KIND 신규상장 공시,provisional,listing_prices_cache,cache_provenance_pending,,,14405,2026-08-14,14950,0,329,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
0047R0,KR70047R0008,RISE 팔란티어고정테크100,2025-05-13,KRX KIND 신규상장 공시,provisional,listing_prices_cache,cache_provenance_pending,,,14175,2026-08-14,15940,0,329,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
0048J0,KR70048J0007,KODEX 미국머니마켓액티브,2025-05-13,KRX KIND 신규상장 공시,provisional,listing_prices_cache,cache_provenance_pending,,,14780,2026-08-14,14165,0,329,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
0048K0,KR70048K0004,KODEX 차이나휴머노이드로봇,2025-05-13,KRX KIND 신규상장 공시,provisional,listing_prices_cache,cache_provenance_pending,,,9875,2026-08-14,9295,0,329,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
0049K0,KR70049K0003,ACE 미국배당퀄리티채권혼합50,2025-05-13,KRX KIND 신규상장 공시,provisional,listing_prices_cache,cache_provenance_pending,,,11260,2026-08-14,11370,0,329,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
0049M0,KR70049M0001,ACE 미국배당퀄리티+커버드콜액티브,2025-05-13,KRX KIND 신규상장 공시,provisional,listing_prices_cache,cache_provenance_pending,,,11830,2026-08-14,11670,0,329,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
0050E0,KR70050E0007,PLUS 미국AI에이전트,2025-05-20,KRX KIND 신규상장 공시,provisional,listing_prices_cache,cache_provenance_pending,,,7645,2026-08-14,8405,0,324,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
0051A0,KR70051A0000,KoAct 브로드컴밸류체인액티브,2025-05-20,KRX KIND 신규상장 공시,provisional,listing_prices_cache,cache_provenance_pending,,,23410,2026-08-14,25670,0,324,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
0051G0,KR70051G0004,SOL 미국원자력SMR,2025-05-20,KRX KIND 신규상장 공시,provisional,listing_prices_cache,cache_provenance_pending,,,17615,2026-08-14,14315,0,324,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
0052D0,KR70052D0006,TIGER 코리아배당다우존스,2025-05-20,KRX KIND 신규상장 공시,provisional,listing_prices_cache,cache_provenance_pending,,,16595,2026-08-14,15910,0,324,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
0052S0,KR70052S0009,1Q 미국S&P500미국채혼합50액티브,2025-06-10,KRX KIND 신규상장 공시,provisional,listing_prices_cache,cache_provenance_pending,,,11940,2026-08-14,11960,0,309,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
0052T0,KR70052T0008,1Q 중단기회사채(A-이상)액티브,2025-05-27,KRX KIND 신규상장 공시,provisional,listing_prices_cache,cache_provenance_pending,,,50230,2026-08-14,50675,0,319,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
0053L0,KR70053L0005,TIGER 차이나휴머노이드로봇,2025-05-27,KRX KIND 신규상장 공시,provisional,listing_prices_cache,cache_provenance_pending,,,12315,2026-08-14,10515,0,319,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
0053M0,KR70053M0004,더제이 중소형포커스액티브,2025-07-22,KRX KIND 신규상장 공시,provisional,listing_prices_cache,cache_provenance_pending,,,16070,2026-08-14,13495,0,279,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
0057H0,KR70057H0007,PLUS 미국S&P500미국채혼합50액티브,2025-06-10,KRX KIND 신규상장 공시,provisional,listing_prices_cache,cache_provenance_pending,,,11955,2026-08-14,12045,0,309,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
0060H0,KR70060H0002,TIGER 토탈월드스탁액티브,2025-06-24,KRX KIND 신규상장 공시,provisional,listing_prices_cache,cache_provenance_pending,,,12770,2026-08-14,13235,0,299,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
0061Z0,KR70061Z0009,RISE 단기특수은행채액티브,2025-06-24,KRX KIND 신규상장 공시,provisional,listing_prices_cache,cache_provenance_pending,,,50505,2026-08-14,50940,0,299,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
0064K0,KR70064K0003,KODEX 금액티브,2025-06-17,KRX KIND 신규상장 공시,provisional,listing_prices_cache,cache_provenance_pending,,,14285,2026-08-14,12850,0,304,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
0065G0,KR70065G0008,KODEX 차이나테크TOP10,2025-06-17,KRX KIND 신규상장 공시,provisional,listing_prices_cache,cache_provenance_pending,,,9950,2026-08-14,9165,0,304,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
0066W0,KR70066W0007,SOL 국제금,2025-06-17,KRX KIND 신규상장 공시,provisional,listing_prices_cache,cache_provenance_pending,,,14460,2026-08-14,13000,0,304,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
0067V0,KR70067V0007,TIGER 차이나글로벌리더스TOP3+,2025-06-17,KRX KIND 신규상장 공시,provisional,listing_prices_cache,cache_provenance_pending,,,10915,2026-08-14,10335,0,304,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
0067Y0,KR70067Y0004,TIGER 차이나AI소프트웨어,2025-06-17,KRX KIND 신규상장 공시,provisional,listing_prices_cache,cache_provenance_pending,,,12350,2026-08-14,11515,0,304,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
0068M0,KR70068M0007,KODEX 미국S&P500버퍼6월액티브,2025-06-24,KRX KIND 신규상장 공시,provisional,listing_prices_cache,cache_provenance_pending,,,12090,2026-08-14,12190,0,299,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
0069M0,KR70069M0006,1Q 미국나스닥100,2025-06-24,KRX KIND 신규상장 공시,provisional,listing_prices_cache,cache_provenance_pending,,,13310,2026-08-14,14110,0,299,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
0072R0,KR70072R0006,TIGER KRX금현물,2025-06-24,KRX KIND 신규상장 공시,provisional,listing_prices_cache,cache_provenance_pending,,,14560,2026-08-14,13175,0,299,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
0073X0,KR70073X0007,FOCUS 알리바바미국채커버드콜혼합,2025-07-01,KRX KIND 신규상장 공시,provisional,listing_prices_cache,cache_provenance_pending,,,10550,2026-08-14,9435,0,294,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
0074K0,KR70074K0001,KoAct K수출핵심기업TOP30액티브,2025-07-08,KRX KIND 신규상장 공시,provisional,listing_prices_cache,cache_provenance_pending,,,18815,2026-08-14,17940,0,289,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
0078V0,KR70078V0004,PLUS 미국로보택시,2025-07-22,KRX KIND 신규상장 공시,provisional,listing_prices_cache,cache_provenance_pending,,,11250,2026-08-14,10055,0,279,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
0079X0,KR70079X0001,ACE BYD밸류체인액티브,2025-07-15,KRX KIND 신규상장 공시,provisional,listing_prices_cache,cache_provenance_pending,,,12180,2026-08-14,10445,0,284,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
0080G0,KR70080G0009,KODEX 방산TOP10,2025-07-15,KRX KIND 신규상장 공시,provisional,listing_prices_cache,cache_provenance_pending,,,14890,2026-08-14,11475,0,284,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
0080X0,KR70080X0008,SOL 미국S&P500미국채혼합50,2025-07-15,KRX KIND 신규상장 공시,provisional,listing_prices_cache,cache_provenance_pending,,,11450,2026-08-14,11370,0,284,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
0080Y0,KR70080Y0007,SOL 조선TOP3플러스레버리지,2025-07-15,KRX KIND 신규상장 공시,provisional,listing_prices_cache,cache_provenance_pending,,,23080,2026-08-14,10405,0,284,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
0082F0,KR70082F0008,HANARO 유럽방산,2025-07-29,KRX KIND 신규상장 공시,provisional,listing_prices_cache,cache_provenance_pending,,,10500,2026-08-14,11610,0,274,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
0082V0,KR70082V0008,KODEX TDF2060액티브 적격,2025-07-22,KRX KIND 신규상장 공시,provisional,listing_prices_cache,cache_provenance_pending,,,11810,2026-08-14,11665,0,279,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
0083S0,KR70083S0002,1Q 미국메디컬AI,2025-07-22,KRX KIND 신규상장 공시,provisional,listing_prices_cache,cache_provenance_pending,,,10135,2026-08-14,10345,0,279,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
0084D0,KR70084D0008,KIWOOM 미국테크100월간목표헤지액티브,2025-07-22,KRX KIND 신규상장 공시,provisional,listing_prices_cache,cache_provenance_pending,,,11545,2026-08-14,11885,0,279,0,not_reviewed,existing_anchor_unreverified,calculated,backfill_pending,full daily history is not available locally,2026-08-15T16:05:10+09:00
