window_id,etf_id,ticker,window_start,window_end,issuer_document_source_ids,issuer_coverage_status,krx_coverage_status,corporate_action_coverage_status,window_status,last_checked_at,note
window:1c93aafd50ec56428f8d,KR70048K0004,0048K0,2026-07-01,2026-07-31,issuer:kodex:notice:20260728:monthend,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
window:e36d122ed7ddfcdf54d0,KR70052D0006,0052D0,2026-06-01,2026-06-30,issuer:tiger:notice:20260611:midmonth,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
window:a8e445a11938915f6a3b,KR70052D0006,0052D0,2026-07-01,2026-07-31,issuer:tiger:notice:20260713:midmonth,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
window:e8c0d576dd69f838f6f4,KR70052D0006,0052D0,2026-08-01,2026-08-31,issuer:tiger:notice:20260812:midmonth,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
window:8845ddca3cd9c68982ac,KR70065G0008,0065G0,2026-07-01,2026-07-31,issuer:kodex:notice:20260728:monthend,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
window:9dac3181113f1c727509,KR70080G0009,0080G0,2026-07-01,2026-07-31,issuer:kodex:notice:20260728:monthend,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
window:c4177ad68e2aeb0fc838,KR70082V0008,0082V0,2026-07-01,2026-07-31,issuer:kodex:notice:20260728:monthend,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
window:df3ae00b4a78982d928b,KR70086B0008,0086B0,2026-06-01,2026-06-30,issuer:tiger:notice:20260611:midmonth,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
window:29b58263f63bcaf4612b,KR70086B0008,0086B0,2026-07-01,2026-07-31,issuer:tiger:notice:20260713:midmonth,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
window:a0bb50cd6c0cc8126c51,KR70086B0008,0086B0,2026-08-01,2026-08-31,issuer:tiger:notice:20260812:midmonth,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
window:7820c6bedcb20aa90e23,KR70086C0007,0086C0,2026-06-01,2026-06-30,issuer:tiger:notice:20260611:midmonth,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
window:10a8bd8025891832e323,KR70086C0007,0086C0,2026-07-01,2026-07-31,issuer:tiger:notice:20260713:midmonth,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
window:9d1bf8a5dd033069e5d7,KR70086C0007,0086C0,2026-08-01,2026-08-31,issuer:tiger:notice:20260812:midmonth,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
window:cae6768b535e8e49094f,KR70089C0004,0089C0,2026-07-01,2026-07-31,issuer:kodex:notice:20260728:monthend,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
window:590d9e4f503bd18dacc2,KR70094L0006,0094L0,2026-07-01,2026-07-31,issuer:rise:notice:20260728:monthend,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
window:145c8800d0c7a2a2bc2c,KR70104N0002,0104N0,2026-06-01,2026-06-30,issuer:tiger:notice:20260611:midmonth,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
window:819a93725d3ee2756474,KR70104N0002,0104N0,2026-07-01,2026-07-31,issuer:tiger:notice:20260713:midmonth,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
window:f92440442a85e78f967e,KR70104N0002,0104N0,2026-08-01,2026-08-31,issuer:tiger:notice:20260812:midmonth,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
window:41aa0921ac98d46ce626,KR70104P0000,0104P0,2026-05-01,2026-05-31,issuer:tiger:notice:20260527:monthend,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
window:4da894eccc3a21399b60,KR70104P0000,0104P0,2026-06-01,2026-06-30,issuer:tiger:notice:20260626:monthend,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
window:787a88ad685dbdb7e6ef,KR70115E0000,0115E0,2026-07-01,2026-07-31,issuer:kodex:notice:20260728:monthend,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
window:457e4dc60cc38015ff4d,KR70127R0001,0127R0,2026-07-01,2026-07-31,issuer:rise:notice:20260728:monthend,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
window:8af72b66dde92f590ceb,KR70132H0006,0132H0,2026-07-01,2026-07-31,issuer:kodex:notice:20260728:monthend,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
window:44f53bcd4bb50b4b9530,KR70144L0006,0144L0,2026-07-01,2026-07-31,issuer:kodex:notice:20260728:monthend,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
window:979b73a53630d3b6cf18,KR70144M0005,0144M0,2026-07-01,2026-07-31,issuer:kodex:notice:20260728:monthend,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
window:1e51dd5249d8e614bfaf,KR70151P0002,0151P0,2026-07-01,2026-07-31,issuer:rise:notice:20260728:monthend,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
window:85d90bac926812785667,KR70151S0009,0151S0,2026-07-01,2026-07-31,issuer:kodex:notice:20260728:monthend,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
window:8433944ec95a7b788296,KR70162L0003,0162L0,2026-07-01,2026-07-31,issuer:kodex:notice:20260728:monthend,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
window:a26f2090ae670a571c5c,KR70162Z0007,0162Z0,2026-07-01,2026-07-31,issuer:rise:notice:20260728:monthend,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
window:9df2cf84c9292df9e95a,KR70167Z0002,0167Z0,2026-07-01,2026-07-31,issuer:kodex:notice:20260728:monthend,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
window:39bd6301200292f1fd2b,KR70173Y0005,0173Y0,2026-07-01,2026-07-31,issuer:kodex:notice:20260728:monthend,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
window:bd5c94131a2a1a064b66,KR70177R0000,0177R0,2026-06-01,2026-06-30,issuer:tiger:notice:20260611:midmonth,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
window:c1c97554871aaf5a297e,KR70177R0000,0177R0,2026-07-01,2026-07-31,issuer:tiger:notice:20260713:midmonth,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
window:2ff90995c01799bf12e6,KR70177R0000,0177R0,2026-08-01,2026-08-31,issuer:tiger:notice:20260812:midmonth,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
window:da37609e2285b2c7288a,KR70190G0006,0190G0,2026-07-01,2026-07-31,issuer:kodex:notice:20260728:monthend,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
window:59a762d29311d5b56c11,KR70219E0005,0219E0,2026-07-01,2026-07-31,issuer:kodex:notice:20260728:monthend,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
window:1b14d019360cdb693d06,KR7069500007,069500,2026-07-01,2026-07-31,issuer:kodex:notice:20260728:monthend,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
window:df8d84476e9b0c1a0a61,KR7091170001,091170,2026-07-01,2026-07-31,issuer:kodex:notice:20260728:monthend,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
window:aa87c72212d5496fe79c,KR7091180000,091180,2026-07-01,2026-07-31,issuer:kodex:notice:20260728:monthend,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
window:59534cadf32df0c774a3,KR7099140006,099140,2026-07-01,2026-07-31,issuer:kodex:notice:20260728:monthend,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
window:26f91fd1c3def1869232,KR7101280006,101280,2026-07-01,2026-07-31,issuer:kodex:notice:20260728:monthend,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
window:c6318faa17da83ecae03,KR7102970001,102970,2026-07-01,2026-07-31,issuer:kodex:notice:20260728:monthend,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
window:d854640ff336eeb62cb7,KR7117460006,117460,2026-07-01,2026-07-31,issuer:kodex:notice:20260728:monthend,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
window:81c15afaf0f2d5c3b559,KR7117680009,117680,2026-07-01,2026-07-31,issuer:kodex:notice:20260728:monthend,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
window:d75e45d9d1ea8e53e7e6,KR7117700005,117700,2026-07-01,2026-07-31,issuer:kodex:notice:20260728:monthend,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
window:f5eed987d04dc6bcd143,KR7136340007,136340,2026-07-01,2026-07-31,issuer:rise:notice:20260728:monthend,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
window:57796c37092dbc42993b,KR7140700006,140700,2026-07-01,2026-07-31,issuer:kodex:notice:20260728:monthend,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
window:a3856aaab7e0c4031cea,KR7140710005,140710,2026-07-01,2026-07-31,issuer:kodex:notice:20260728:monthend,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
window:d88b8ac23cfd0ccacbd0,KR7148020001,148020,2026-07-01,2026-07-31,issuer:rise:notice:20260728:monthend,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
window:6f173ad3b34c97aa4df3,KR7156080004,156080,2026-07-01,2026-07-31,issuer:kodex:notice:20260728:monthend,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
window:1aea4b802b21aab005d9,KR7166400002,166400,2026-05-01,2026-05-31,issuer:tiger:notice:20260527:monthend,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
window:1a64a9862787170c492d,KR7166400002,166400,2026-06-01,2026-06-30,issuer:tiger:notice:20260626:monthend,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
window:ec29fbc672eb743810b2,KR7182480004,182480,2026-05-01,2026-05-31,issuer:tiger:notice:20260527:monthend,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
window:f46938db102680c0cb77,KR7182480004,182480,2026-06-01,2026-06-30,issuer:tiger:notice:20260626:monthend,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
window:39e7044c0500c4585048,KR7211900006,211900,2026-07-01,2026-07-31,issuer:kodex:notice:20260728:monthend,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
window:8221ce6605868e161768,KR7213610009,213610,2026-07-01,2026-07-31,issuer:kodex:notice:20260728:monthend,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
window:15f9212d6181ef1274fb,KR7223190000,223190,2026-07-01,2026-07-31,issuer:kodex:notice:20260728:monthend,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
window:bb40639f44992d443147,KR7226490001,226490,2026-07-01,2026-07-31,issuer:kodex:notice:20260728:monthend,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
window:07ecc4d78b42a473ca98,KR7226980001,226980,2026-07-01,2026-07-31,issuer:kodex:notice:20260728:monthend,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
window:6166bc287d7dd7f4dcc5,KR7229720008,229720,2026-07-01,2026-07-31,issuer:kodex:notice:20260728:monthend,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
window:a0b862178b5d3c5a19a5,KR7237350004,237350,2026-07-01,2026-07-31,issuer:kodex:notice:20260728:monthend,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
window:f056ce9252d89ef97358,KR7244660007,244660,2026-07-01,2026-07-31,issuer:kodex:notice:20260728:monthend,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
window:381c729c09359ce445de,KR7244670006,244670,2026-07-01,2026-07-31,issuer:kodex:notice:20260728:monthend,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
window:47dfbdfc7d29913657b7,KR7245340005,245340,2026-05-01,2026-05-31,issuer:tiger:notice:20260527:monthend,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
window:0590de190ac92a28c14f,KR7245340005,245340,2026-06-01,2026-06-30,issuer:tiger:notice:20260626:monthend,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
window:637d15b25c0374f8cacc,KR7251350005,251350,2026-07-01,2026-07-31,issuer:kodex:notice:20260728:monthend,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
window:f90f2f146fe21cac9c60,KR7252650007,252650,2026-07-01,2026-07-31,issuer:kodex:notice:20260728:monthend,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
window:7d20d22a6c7b8f781e03,KR7266160001,266160,2026-07-01,2026-07-31,issuer:rise:notice:20260728:monthend,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
window:cc128dda85806e9240bf,KR7266390004,266390,2026-07-01,2026-07-31,issuer:kodex:notice:20260728:monthend,issuer_events_observed,pending,pending,blocked,2026-08-28T16:35:50+00:00,공식 운용사 공지에서 분배금 후보를 확보했으나 KIND·무분배·기업행동 검증 전이므로 TR 계산 차단.
