ticker,verified_limit,source_type,source_url,evidence_ref,verified_at,verified_by,expires_at,note,evidence_grade,evidence_tier,evidence_quote
0017Y0,100% (안전자산),협회공시대조,https://dis.kofia.or.kr/websquare/index.jsp?w2xPath=/wq/fundann/DISFundFeeCMS.xml&divisionId=MDIS01005001000000&serviceId=SDIS01005001000,data/regulatory/sources/kofia_evidence_extract_20260905.xml,2026-09-05,scripts/collector/kofia_fee_collector.py,2026-12-04,KOFIA 펀드유형: 채권형 (퇴직연금감독규정 제11조 제1항 제4호: 원리금보장 및 채권형 안전자산 (100% 편입 가능)),E3,statutory,하나1Q종합채권(AA-이상)액티브증권상장지수투자신탁[채권] / 펀드유형: 채권형 / 표준코드: K55102EI0573 / 기준일: 20250224
0018Z0,70% (위험자산),협회공시대조,https://dis.kofia.or.kr/websquare/index.jsp?w2xPath=/wq/fundann/DISFundFeeCMS.xml&divisionId=MDIS01005001000000&serviceId=SDIS01005001000,data/regulatory/sources/kofia_evidence_extract_20260905.xml,2026-09-05,scripts/collector/kofia_fee_collector.py,2026-12-04,KOFIA 펀드유형: 주식형 (근로자퇴직급여 보장법 시행규칙 제10조 제1항 제2호: 주식형 집합투자증권 위험자산 70% 한도),E3,statutory,KBRISE미국양자컴퓨팅증권상장지수투자신탁(주식) / 펀드유형: 주식형 / 표준코드: K55223EI0494 / 기준일: 20250307
0019K0,100% (안전자산),협회공시대조,https://dis.kofia.or.kr/websquare/index.jsp?w2xPath=/wq/fundann/DISFundFeeCMS.xml&divisionId=MDIS01005001000000&serviceId=SDIS01005001000,data/regulatory/sources/kofia_evidence_extract_20260905.xml,2026-09-05,scripts/collector/kofia_fee_collector.py,2026-12-04,KOFIA 펀드유형: 혼합채권형 (퇴직연금감독규정 제11조 제1항 제5호: 약관상 주식 투자한도 50% 미만 혼합채권형 안전자산 100% 한도),E3,statutory,타임폴리오TIME미국나스닥100채권혼합50액티브증권상장지수투자신탁(채권혼합) / 펀드유형: 혼합채권형 / 표준코드: K553J1EI5410 / 기준일: 20250324
0020H0,70% (위험자산),협회공시대조,https://dis.kofia.or.kr/websquare/index.jsp?w2xPath=/wq/fundann/DISFundFeeCMS.xml&divisionId=MDIS01005001000000&serviceId=SDIS01005001000,data/regulatory/sources/kofia_evidence_extract_20260905.xml,2026-09-05,scripts/collector/kofia_fee_collector.py,2026-12-04,KOFIA 펀드유형: 주식형 (근로자퇴직급여 보장법 시행규칙 제10조 제1항 제2호: 주식형 집합투자증권 위험자산 70% 한도),E3,statutory,삼성액티브KoAct글로벌양자컴퓨팅액티브증권상장지수투자신탁[주식] / 펀드유형: 주식형 / 표준코드: K553N9EH9532 / 기준일: 20250307
0023A0,70% (위험자산),협회공시대조,https://dis.kofia.or.kr/websquare/index.jsp?w2xPath=/wq/fundann/DISFundFeeCMS.xml&divisionId=MDIS01005001000000&serviceId=SDIS01005001000,data/regulatory/sources/kofia_evidence_extract_20260905.xml,2026-09-05,scripts/collector/kofia_fee_collector.py,2026-12-04,KOFIA 펀드유형: 주식형 (근로자퇴직급여 보장법 시행규칙 제10조 제1항 제2호: 주식형 집합투자증권 위험자산 70% 한도),E3,statutory,신한SOL미국양자컴퓨팅TOP10증권상장지수투자신탁[주식] / 펀드유형: 주식형 / 표준코드: K55210EE4925 / 기준일: 20250307
0023B0,70% (위험자산),협회공시대조,https://dis.kofia.or.kr/websquare/index.jsp?w2xPath=/wq/fundann/DISFundFeeCMS.xml&divisionId=MDIS01005001000000&serviceId=SDIS01005001000,data/regulatory/sources/kofia_evidence_extract_20260905.xml,2026-09-05,scripts/collector/kofia_fee_collector.py,2026-12-04,KOFIA 펀드유형: 주식형 (근로자퇴직급여 보장법 시행규칙 제10조 제1항 제2호: 주식형 집합투자증권 위험자산 70% 한도),E3,statutory,한화PLUS미국양자컴퓨팅TOP10증권상장지수투자신탁(주식) / 펀드유형: 주식형 / 표준코드: K55213EI2682 / 기준일: 20250307
0025N0,100% (안전자산),투자설명서대조,https://www.law.go.kr/LSW/admRulInfoP.do?admRulSeq=2200000108661,data/regulatory/sources/statutes/퇴직연금감독규정시행세칙_20260905.txt,2026-09-05,Antigravity (Phase 2B TDF Glidepath Promotion),2027-09-05,적격 TDF 안전자산 100% (퇴직연금감독규정 제11조 제1항 제9호 및 동 시행세칙 제5조의2 충족),E1B,statutory,"TIGER TDF2045: 목표시점 2045년, 초기 주식한도 79% -> 2040년부터 연 1%p 축소, 목표시점 이후 채무/현금 60% 이상 글라이드패스 운용계획 공시 확인 (시행세칙 제5조의2 충족)"
0026E0,70% (위험자산),증권사·운용사교차검증,https://securities.koreainvestment.com/pension/nwEtcinfo/Notice.jsp?cmd=A_NW_33030View&num=47520,data/regulatory/sources/brokers/koreainvestment/ETF_REITs_LIST_RP_260831.xlsx,2026-09-06,scripts/rules/verify_broker_pension.py,2026-12-04,삼성자산운용 KODEX 연금투자 공시 [stkTicker: 0026E0 / ivPsbReti: 70%] 및 한국투자증권 공시 [단축코드: 0026E0 / 위험자산한도: 0.7] 100% 교차 일치,E4,3way,삼성자산운용 KODEX 공시 [0026E0 / KODEX 미국S&P500 버퍼 3월 액티브 / ivPsbReti: 70%] & 한국투자증권 공시 [0026E0 / KODEX 미국S&P500버퍼3월액티브 / 위험자산한도: 0.7]
0026S0,70% (위험자산),협회공시대조,https://dis.kofia.or.kr/websquare/index.jsp?w2xPath=/wq/fundann/DISFundFeeCMS.xml&divisionId=MDIS01005001000000&serviceId=SDIS01005001000,data/regulatory/sources/kofia_evidence_extract_20260905.xml,2026-09-05,scripts/collector/kofia_fee_collector.py,2026-12-04,KOFIA 펀드유형: 주식형 (근로자퇴직급여 보장법 시행규칙 제10조 제1항 제2호: 주식형 집합투자증권 위험자산 70% 한도),E3,statutory,하나1Q미국S&amp;P500증권상장지수투자신탁[주식] / 펀드유형: 주식형 / 표준코드: K55102EI0342 / 기준일: 20250314
0028X0,70% (위험자산),협회공시대조,https://dis.kofia.or.kr/websquare/index.jsp?w2xPath=/wq/fundann/DISFundFeeCMS.xml&divisionId=MDIS01005001000000&serviceId=SDIS01005001000,data/regulatory/sources/kofia_evidence_extract_20260905.xml,2026-09-05,scripts/collector/kofia_fee_collector.py,2026-12-04,KOFIA 펀드유형: 주식형 (근로자퇴직급여 보장법 시행규칙 제10조 제1항 제2호: 주식형 집합투자증권 위험자산 70% 한도),E3,statutory,삼성KODEX미국금융테크액티브증권상장지수투자신탁[주식] / 펀드유형: 주식형 / 표준코드: K55105EI2691 / 기준일: 20250522
0035T0,70% (위험자산),협회공시대조,https://dis.kofia.or.kr/websquare/index.jsp?w2xPath=/wq/fundann/DISFundFeeCMS.xml&divisionId=MDIS01005001000000&serviceId=SDIS01005001000,data/regulatory/sources/kofia_evidence_extract_20260905.xml,2026-09-05,scripts/collector/kofia_fee_collector.py,2026-12-04,KOFIA 펀드유형: 주식형 (근로자퇴직급여 보장법 시행규칙 제10조 제1항 제2호: 주식형 집합투자증권 위험자산 70% 한도),E3,statutory,한화PLUS글로벌휴머노이드로봇액티브증권상장지수투자신탁(주식) / 펀드유형: 주식형 / 표준코드: K55213EJ0693 / 기준일: 20250411
0036R0,70% (위험자산),협회공시대조,https://dis.kofia.or.kr/websquare/index.jsp?w2xPath=/wq/fundann/DISFundFeeCMS.xml&divisionId=MDIS01005001000000&serviceId=SDIS01005001000,data/regulatory/sources/kofia_evidence_extract_20260905.xml,2026-09-05,scripts/collector/kofia_fee_collector.py,2026-12-04,KOFIA 펀드유형: 주식형 (근로자퇴직급여 보장법 시행규칙 제10조 제1항 제2호: 주식형 집합투자증권 위험자산 70% 한도),E3,statutory,KBRISE미국휴머노이드로봇증권상장지수투자신탁(주식) / 펀드유형: 주식형 / 표준코드: K55223EJ0170 / 기준일: 20250411
0036Z0,70% (위험자산),협회공시대조,https://dis.kofia.or.kr/websquare/index.jsp?w2xPath=/wq/fundann/DISFundFeeCMS.xml&divisionId=MDIS01005001000000&serviceId=SDIS01005001000,data/regulatory/sources/kofia_evidence_extract_20260905.xml,2026-09-05,scripts/collector/kofia_fee_collector.py,2026-12-04,KOFIA 펀드유형: 주식형 (근로자퇴직급여 보장법 시행규칙 제10조 제1항 제2호: 주식형 집합투자증권 위험자산 70% 한도),E3,statutory,KBRISE미국천연가스밸류체인증권상장지수투자신탁(주식) / 펀드유형: 주식형 / 표준코드: K55223EJ0162 / 기준일: 20250417
0038A0,70% (위험자산),협회공시대조,https://dis.kofia.or.kr/websquare/index.jsp?w2xPath=/wq/fundann/DISFundFeeCMS.xml&divisionId=MDIS01005001000000&serviceId=SDIS01005001000,data/regulatory/sources/kofia_evidence_extract_20260905.xml,2026-09-05,scripts/collector/kofia_fee_collector.py,2026-12-04,KOFIA 펀드유형: 주식형 (근로자퇴직급여 보장법 시행규칙 제10조 제1항 제2호: 주식형 집합투자증권 위험자산 70% 한도),E3,statutory,삼성KODEX미국휴머노이드로봇증권상장지수투자신탁[주식] / 펀드유형: 주식형 / 표준코드: K55105EI8383 / 기준일: 20250411
0040S0,70% (위험자산),협회공시대조,https://dis.kofia.or.kr/websquare/index.jsp?w2xPath=/wq/fundann/DISFundFeeCMS.xml&divisionId=MDIS01005001000000&serviceId=SDIS01005001000,data/regulatory/sources/kofia_evidence_extract_20260905.xml,2026-09-05,scripts/collector/kofia_fee_collector.py,2026-12-04,KOFIA 펀드유형: 주식형 (근로자퇴직급여 보장법 시행규칙 제10조 제1항 제2호: 주식형 집합투자증권 위험자산 70% 한도),E3,statutory,NH-AmundiHANARO글로벌피지컬AI액티브증권상장지수투자신탁(주식) / 펀드유형: 주식형 / 표준코드: K55232EK0689 / 기준일: 20250417
0041D0,70% (위험자산),협회공시대조,https://dis.kofia.or.kr/websquare/index.jsp?w2xPath=/wq/fundann/DISFundFeeCMS.xml&divisionId=MDIS01005001000000&serviceId=SDIS01005001000,data/regulatory/sources/kofia_evidence_extract_20260905.xml,2026-09-05,scripts/collector/kofia_fee_collector.py,2026-12-04,KOFIA 펀드유형: 주식형 (근로자퇴직급여 보장법 시행규칙 제10조 제1항 제2호: 주식형 집합투자증권 위험자산 70% 한도),E3,statutory,삼성KODEX미국AI소프트웨어TOP10증권상장지수투자신탁[주식] / 펀드유형: 주식형 / 표준코드: K55105EH7642 / 기준일: 20250417
0041E0,70% (위험자산),협회공시대조,https://dis.kofia.or.kr/websquare/index.jsp?w2xPath=/wq/fundann/DISFundFeeCMS.xml&divisionId=MDIS01005001000000&serviceId=SDIS01005001000,data/regulatory/sources/kofia_evidence_extract_20260905.xml,2026-09-05,scripts/collector/kofia_fee_collector.py,2026-12-04,KOFIA 펀드유형: 주식형 (근로자퇴직급여 보장법 시행규칙 제10조 제1항 제2호: 주식형 집합투자증권 위험자산 70% 한도),E3,statutory,삼성KODEX미국S&amp;P500액티브증권상장지수투자신탁[주식] / 펀드유형: 주식형 / 표준코드: K55105EJ6188 / 기준일: 20250417
0043B0,100% (안전자산),협회공시대조,https://dis.kofia.or.kr/websquare/index.jsp?w2xPath=/wq/fundann/DISFundFeeCMS.xml&divisionId=MDIS01005001000000&serviceId=SDIS01005001000,data/regulatory/sources/kofia_evidence_extract_20260905.xml,2026-09-05,scripts/collector/kofia_fee_collector.py,2026-12-04,KOFIA 펀드유형: 채권형 (퇴직연금감독규정 제11조 제1항 제4호: 원리금보장 및 채권형 안전자산 (100% 편입 가능)),E3,statutory,미래에셋TIGER머니마켓액티브증권상장지수투자신탁(채권) / 펀드유형: 채권형 / 표준코드: K55301EI2420 / 기준일: 20250416
0043Y0,70% (위험자산),협회공시대조,https://dis.kofia.or.kr/websquare/index.jsp?w2xPath=/wq/fundann/DISFundFeeCMS.xml&divisionId=MDIS01005001000000&serviceId=SDIS01005001000,data/regulatory/sources/kofia_evidence_extract_20260905.xml,2026-09-05,scripts/collector/kofia_fee_collector.py,2026-12-04,KOFIA 펀드유형: 주식형 (근로자퇴직급여 보장법 시행규칙 제10조 제1항 제2호: 주식형 집합투자증권 위험자산 70% 한도),E3,statutory,타임폴리오TIME차이나AI테크액티브증권상장지수투자신탁(주식) / 펀드유형: 주식형 / 표준코드: K553J1EK6638 / 기준일: 20250512
0046Y0,70% (위험자산),협회공시대조,https://dis.kofia.or.kr/websquare/index.jsp?w2xPath=/wq/fundann/DISFundFeeCMS.xml&divisionId=MDIS01005001000000&serviceId=SDIS01005001000,data/regulatory/sources/kofia_evidence_extract_20260905.xml,2026-09-05,scripts/collector/kofia_fee_collector.py,2026-12-04,KOFIA 펀드유형: 주식형 (근로자퇴직급여 보장법 시행규칙 제10조 제1항 제2호: 주식형 집합투자증권 위험자산 70% 한도),E3,statutory,한국투자ACE미국배당퀄리티증권상장지수투자신탁(주식) / 펀드유형: 주식형 / 표준코드: K55101EK7278 / 기준일: 20250509
0047A0,70% (위험자산),협회공시대조,https://dis.kofia.or.kr/websquare/index.jsp?w2xPath=/wq/fundann/DISFundFeeCMS.xml&divisionId=MDIS01005001000000&serviceId=SDIS01005001000,data/regulatory/sources/kofia_evidence_extract_20260905.xml,2026-09-05,scripts/collector/kofia_fee_collector.py,2026-12-04,KOFIA 펀드유형: 주식형 (근로자퇴직급여 보장법 시행규칙 제10조 제1항 제2호: 주식형 집합투자증권 위험자산 70% 한도),E3,statutory,미래에셋TIGER차이나테크TOP10증권상장지수투자신탁(주식) / 펀드유형: 주식형 / 표준코드: K55301EJ2577 / 기준일: 20250509
