ticker,shares,nav,bas_dt
0074K0,7400000,17100.02,20260923
0078V0,500000,9176.18,20260923
0079X0,350000,9330.92,20260923
0080G0,35000000,9915.41,20260923
0080X0,7000000,10746.96,20260923
0080Y0,12700000,7905.71,20260923
0082F0,700000,9926.51,20260923
0082V0,16750000,11261.58,20260923
0083S0,2800000,12002.69,20260923
0084D0,800000,11394.84,20260923
0084E0,1450000,10034.45,20260923
0085N0,3600000,9629.56,20260923
0085P0,12300000,9537.75,20260923
0086B0,4900000,9592.51,20260923
0086C0,1750000,9864.98,20260923
0087F0,500000,11462.95,20260923
0088N0,1250000,11143.57,20260923
0089B0,2900000,11283.45,20260923
0089C0,3800000,11391.22,20260923
0089D0,16800000,13408.6,20260923
0090B0,1950000,6894.36,20260923
0091C0,19960000,9392.58,20260923
0091M0,12830000,10169.93,20260923
0091P0,35750000,17354.49,20260923
0092B0,8300000,15890.17,20260923
0092C0,4566000,50296.54,20260923
0093A0,5500000,36752.25,20260923
0093B0,850000,12921.23,20260923
0093D0,1300000,18461.54,20260923
0094K0,2809000,99560.28,20260923
0094L0,1400000,7107.42,20260923
0094M0,19900000,17520.21,20260923
0094X0,900000,8192.77,20260923
0097L0,1950000,12511.13,20260923
0098F0,17800000,16119.49,20260923
0098N0,6000000,12854.66,20260923
0098Z0,750000,96740.53,20260923
0099L0,1754000,99650.44,20260923
0100K0,6000000,5769.8,20260923
0101N0,31550000,21483.19,20260923
0102A0,8100000,8870.35,20260923
0102X0,600000,8879.47,20260923
0103T0,2850000,8154.04,20260923
0104G0,2300000,5305.11,20260923
0104H0,12200000,12029.34,20260923
0104N0,10300000,21699.53,20260923
0104P0,1700000,10866.43,20260923
0105D0,1900000,9006.45,20260923
0105E0,41350000,12711.53,20260923
0107F0,2550000,11100.0,20260923
0111J0,4400000,12191.6,20260923
0111P0,28500000,10853.65,20260923
0112X0,1000000,42544.97,20260923
0113D0,5700000,11903.52,20260923
0113G0,900000,11569.71,20260923
0113P0,518000,102638.36,20260923
0114X0,650000,8923.59,20260923
0115C0,2350000,10716.03,20260923
0115D0,25850000,7343.41,20260923
0115E0,4350000,14060.55,20260923
0117L0,85640000,10174.91,20260923
0117V0,53450000,19450.67,20260923
0118S0,4600000,11099.96,20260923
0118Z0,5950000,8847.1,20260923
0119H0,21270000,9914.31,20260923
0120J0,1250000,7625.15,20260923
0122W0,1994000,51089.72,20260923
0123G0,20600000,6181.29,20260923
0123S0,6200000,10206.94,20260923
0127M0,11950000,12048.77,20260923
0127P0,66350000,10613.39,20260923
0127R0,1350000,17018.51,20260923
0127T0,1200000,10938.92,20260923
0127V0,1250000,10814.96,20260923
0128D0,700000,6500.46,20260923
0131A0,550000,7201.55,20260923
0131V0,32600000,11190.37,20260923
0131W0,1349000,102307.34,20260923
0132D0,550000,9069.17,20260923
0132H0,5850000,7567.48,20260923
0132K0,13600000,8000.6,20260923
0133E0,1050000,8469.14,20260923
0135Y0,1137000,100328.33,20260923
0137V0,8950000,11662.25,20260923
0137W0,2600000,10347.41,20260923
0138D0,550000,13311.03,20260923
0138T0,3500000,9395.09,20260923
0138Y0,11000000,9712.79,20260923
0139F0,10578000,102318.88,20260923
0139P0,3700000,13245.02,20260923
0141S0,6300000,8465.49,20260923
0141T0,872000,50274.04,20260923
0142D0,9350000,10861.95,20260923
0144L0,36500000,9678.95,20260923
0144M0,2750000,6762.65,20260923
0148J0,67950000,9695.14,20260923
0150K0,2800000,10955.5,20260923
0151P0,9800000,15424.41,20260923
0151S0,14050000,16520.58,20260923
0152E0,2350000,10646.41,20260923
0153K0,12000000,12068.92,20260923
0153P0,1450000,9559.38,20260923
0153X0,1850000,10770.76,20260923
0154F0,2850000,12236.93,20260923
0154H0,550000,9120.23,20260923
0155M0,4500000,6541.88,20260923
0155N0,3900000,7695.79,20260923
0162L0,8100000,13604.97,20260923
0162M0,41820000,10047.36,20260923
0162Y0,34050000,7919.86,20260923
0162Z0,302500000,14059.39,20260923
0163Y0,49600000,9944.8,20260923
0164G0,2100000,12619.35,20260923
0166N0,3500000,8545.35,20260923
0166S0,5250000,11787.57,20260923
0166T0,650000,9227.26,20260923
0167A0,311150000,19196.43,20260923
0167B0,55200000,12234.3,20260923
0167Z0,45200000,7860.6,20260923
0168K0,21320000,5461.09,20260923
0172V0,7100000,8553.39,20260923
0172Y0,800000,9262.27,20260923
0173Y0,36100000,11262.22,20260923
0174B0,7350000,15197.42,20260923
0174J0,600000,8875.82,20260923
0174R0,850000,11438.31,20260923
0176E0,9500000,9733.87,20260923
0176P0,550000,14174.5,20260923
0177A0,2600000,9595.55,20260923
0177N0,106800000,14796.1,20260923
0177R0,72900000,12093.79,20260923
0177X0,10250000,9772.92,20260923
0178H0,4700000,10214.27,20260923
0180V0,19000000,8126.19,20260923
0181B0,12400000,10388.56,20260923
0181L0,8300000,7350.28,20260923
0182R0,31200000,11388.21,20260923
0182S0,18650000,13026.75,20260923
0183J0,147300000,7966.9,20260923
0183V0,22500000,12179.16,20260923
0184E0,3100000,11263.82,20260923
0184L0,1187000,100580.44,20260923
0184N0,1000000,8880.09,20260923
0184V0,1050000,5236.49,20260923
0185L0,7050000,7223.08,20260923
0186L0,2300000,9550.38,20260923
0186S0,5100000,8424.18,20260923
0189B0,5150000,8130.63,20260923
0189Z0,1000000,10312.63,20260923
0190C0,60300000,7612.94,20260923
0190G0,18900000,9708.22,20260923
0190M0,2400000,8854.69,20260923
0190Y0,8100000,8738.9,20260923
0191B0,200000,32458.31,20260923
0191M0,414000,100825.83,20260923
0191S0,740000,14298.59,20260923
0191W0,1112000,100881.89,20260923
0192L0,3950000,10387.86,20260923
0192M0,2525000,13073.85,20260923
0192S0,2200000,9650.19,20260923
0192T0,4300000,6865.56,20260923
0192Z0,1722000,100919.65,20260923
0193G0,18800000,8718.31,20260923
0193K0,1150000,14134.27,20260923
0193L0,1520000,7455.91,20260923
0193M0,2114000,50361.71,20260923
0193T0,204100000,11942.14,20260923
0193W0,121775000,14032.67,20260923
0194M0,3600000,12876.54,20260923
0194N0,775000,12947.33,20260923
0194R0,1350000,9941.01,20260923
0194T0,5550000,10180.5,20260923
0195R0,83300000,12750.2,20260923
0195S0,156800000,10143.86,20260923
0197W0,4550000,9986.63,20260923
0197X0,20600000,5379.14,20260923
0198A0,9350000,8752.32,20260923
0198B0,1480000,13322.12,20260923
0198D0,2520000,10599.84,20260923
0199C0,15100000,9185.91,20260923
0203D0,1300000,9144.02,20260923
0203R0,340000,50454.06,20260923
0203S0,3000000,8641.21,20260923
0204D0,34000000,5580.75,20260923
0204S0,4430000,7606.57,20260923
0206G0,2900000,7768.67,20260923
0207G0,5800000,7444.4,20260923
0207Z0,2150000,7319.64,20260923
0208N0,1650000,7888.87,20260923
0209D0,14550000,7875.32,20260923
0209Z0,3500000,7212.46,20260923
0210A0,53100000,7856.48,20260923
0210E0,9800000,7596.52,20260923
0214M0,850000,9403.76,20260923
0215T0,900000,9137.36,20260923
0216K0,1000000,8936.85,20260923
0216Z0,1200000,8672.21,20260923
0218J0,3400000,9217.14,20260923
0218K0,700000,10444.56,20260923
0219B0,850000,12291.9,20260923
0219E0,99700000,8702.46,20260923
0219Z0,800000,10497.33,20260923
0220A0,1400000,8774.1,20260923
0220B0,4350000,11596.1,20260923
0221V0,1069000,100691.86,20260923
0221Z0,950000,9052.64,20260923
0222D0,6000000,10244.65,20260923
0222F0,1150000,13050.96,20260923
0223A0,1600000,11477.45,20260923
0223R0,2910000,9837.42,20260923
0224D0,1000000,11267.21,20260923
0224X0,2650000,9762.68,20260923
0225V0,6500000,12623.38,20260923
0226A0,5000000,11602.18,20260923
0226D0,800000,10413.2,20260923
0226G0,700000,12446.76,20260923
0227K0,1000000,9435.24,20260923
0227L0,1000000,10552.86,20260923
0228G0,25000000,10374.06,20260923
0229F0,700000,7970.95,20260923
0231Z0,2000000,10528.57,20260923
0232A0,2484000,100327.54,20260923
0233A0,6400000,10872.27,20260923
0233J0,20000000,10837.04,20260923
0233N0,1500000,11348.48,20260923
0234N0,3500000,10833.66,20260923
0238C0,2400000,10243.71,20260923
0238F0,7000000,11058.44,20260923
0238P0,5180000,10146.11,20260923
0239Y0,2000000,10643.67,20260923
0239Z0,2000000,11422.21,20260923
0240J0,7000000,10843.95,20260923
0241R0,2000000,9899.19,20260923
0242S0,900000,10712.32,20260923
069500,230250000,113214.24,20260923
069660,7600000,113145.58,20260923
091160,43025000,140783.83,20260923
091170,17850000,16402.39,20260923
091180,14150000,25070.01,20260923
091220,1180000,17100.0,20260923
091230,9860000,148938.79,20260923
099140,1600000,20646.61,20260923
100910,2400000,17651.8,20260923
101280,1720000,30140.02,20260923
102110,91400000,113484.52,20260923
102780,127800000,26858.79,20260923
102960,1000000,13343.87,20260923
102970,37250000,17836.97,20260923
104520,1000000,14434.05,20260923
104530,2050000,17077.31,20260923
105010,1400000,6373.91,20260923
105190,15200000,113475.45,20260923
105780,2000000,16814.57,20260923
108450,2000000,40618.18,20260923
108590,200000,112796.26,20260923
114100,925000,105959.67,20260923
114260,8066000,61734.15,20260923
114460,150000,100089.75,20260923
114470,450000,107352.65,20260923
114800,771900000,966.69,20260923
114820,1148000,105018.39,20260923
117460,2380000,13749.43,20260923
117680,2450000,12248.52,20260923
117690,500000,19019.5,20260923
117700,34400000,6935.45,20260923
122090,2130000,85312.47,20260923
122260,310000,104227.2,20260923
122630,50850000,117187.83,20260923
123310,42500000,1075.41,20260923
123320,2300000,118012.24,20260923
130680,2100000,7633.78,20260923
130730,660000,103147.58,20260923
131890,400000,39950.95,20260923
132030,15100000,24266.82,20260923
133690,65580000,185126.9,20260923
136340,2726000,104108.9,20260923
137610,2300000,5880.95,20260923
138230,1450000,15947.42,20260923
138520,4040000,36991.84,20260923
138530,6480000,12042.94,20260923
138540,13000000,46702.61,20260923
138910,3300000,10271.17,20260923
138920,500000,13039.38,20260923
139220,16880000,7906.81,20260923
139230,19520000,12836.49,20260923
139240,880000,10828.63,20260923
139250,1420000,17887.17,20260923
139260,19240000,145745.59,20260923
139270,1840000,16969.84,20260923
139280,3200000,12153.49,20260923
139290,280000,23116.52,20260923
139320,2250000,18064.53,20260923
139660,870000,8533.98,20260923
140570,400000,25821.59,20260923
140580,500000,23999.59,20260923
140700,3000000,20594.9,20260923
140710,1900000,6597.01,20260923
140950,560000,88949.46,20260923
143850,1175000,78115.77,20260923
143860,3980000,34420.35,20260923
144600,72900000,10721.1,20260923
145670,2200000,1231.01,20260923
145850,250000,118449.13,20260923
147970,460000,79813.7,20260923
148020,40450000,114065.71,20260923
148070,3855000,104351.63,20260923
150460,7350000,7329.02,20260923
152100,13450000,114919.65,20260923
152380,318000,64907.62,20260923
152500,1100000,48091.64,20260923
152870,1400000,114243.81,20260923
153130,6946000,113186.08,20260923
153270,360000,87144.02,20260923
156080,600000,54270.33,20260923
157450,11499000,112710.05,20260923
157490,9280000,7844.54,20260923
157500,17800000,12135.03,20260923
159800,280000,89731.42,20260923
160580,9700000,16537.55,20260923
161510,95970000,24799.26,20260923
166400,500000,25444.35,20260923
167860,290000,91682.28,20260923
168580,3120000,33568.26,20260923
169950,800000,24985.51,20260923
174350,400000,20608.9,20260923
174360,1400000,22589.12,20260923
176950,108000,60550.35,20260923
181480,120000,81922.39,20260923
182480,8800000,13295.79,20260923
182490,600000,13794.09,20260923
183700,420000,97797.33,20260923
183710,200000,95484.8,20260923
185680,532000,46986.51,20260923
189400,300000,26016.92,20260923
190620,2908000,102129.52,20260923
192090,10350000,12127.44,20260923
192720,510000,57209.15,20260923
195920,500000,35263.6,20260923
195930,1600000,23282.5,20260923
195970,1460000,16234.77,20260923
195980,6140000,15664.7,20260923
196030,500000,89832.09,20260923
196230,2223000,117096.72,20260923
200030,1127000,40005.41,20260923
200250,7900000,20561.25,20260923
203780,3000000,35342.85,20260923
204450,9600000,2222.4,20260923
204480,3260000,23057.78,20260923
205720,3000000,1455.23,20260923
210780,3300000,23199.78,20260923
211560,1980000,34675.74,20260923
211900,3150000,27680.96,20260923
213610,11900000,22698.92,20260923
213630,920000,20291.91,20260923
214980,15928000,114469.92,20260923
215620,540000,16055.68,20260923
217770,29100000,1134.0,20260923
217780,1550000,5657.58,20260923
218420,2455000,19650.5,20260923
219390,2000000,8003.21,20260923
219480,4450000,33480.87,20260923
219900,1400000,3964.01,20260923
220130,800000,6909.65,20260923
223190,1000000,27999.68,20260923
225030,1650000,2232.64,20260923
225040,840000,68896.54,20260923
225050,450000,16056.15,20260923
225060,1060000,17271.34,20260923
225130,500000,47157.24,20260923
225800,510000,14564.07,20260923
226380,700000,5676.84,20260923
226490,20450000,72795.36,20260923
226980,900000,22836.04,20260923
227540,1660000,18224.84,20260923
227550,640000,12101.04,20260923
227560,380000,12423.55,20260923
227570,360000,20677.25,20260923
227830,250000,73294.45,20260923
228790,57420000,4263.73,20260923
228800,25680000,2641.29,20260923
228810,24480000,3031.42,20260923
228820,1000000,19256.73,20260923
229200,334600000,14164.1,20260923
229720,500000,38160.78,20260923
230480,2010000,4777.62,20260923
232080,98540000,14442.48,20260923
233160,22700000,7743.67,20260923
233740,497100000,7018.18,20260923
234310,500000,28858.41,20260923
236350,620000,24858.39,20260923
237350,10800000,90361.74,20260923
237370,10400000,15583.0,20260923
237440,1000000,10142.93,20260923
238670,400000,13431.64,20260923
238720,900000,47295.29,20260923
239660,180000,121807.71,20260923
241180,11140000,33864.72,20260923
241390,2200000,15837.99,20260923
243880,1300000,363596.03,20260923
243890,450000,8432.84,20260923
244580,26080000,7841.05,20260923
244620,700000,21077.15,20260923
244660,400000,9205.36,20260923
244670,600000,11535.27,20260923
245340,4040000,34381.73,20260923
245350,1600000,18857.12,20260923
245360,2100000,11925.78,20260923
245710,12900000,28867.63,20260923
248270,1160000,26032.9,20260923
250730,1700000,9829.54,20260923
250780,2700000,2398.95,20260923
251340,48100000,2395.17,20260923
251350,12800000,38668.81,20260923
251590,700000,17197.73,20260923
251600,38800000,15302.59,20260923
252000,450000,19219.87,20260923
252400,600000,108660.46,20260923
252410,2100000,1253.15,20260923
252420,50200000,71.78,20260923
252650,600000,18365.78,20260923
252670,10582500000,67.78,20260923
252710,359000000,74.08,20260923
253150,250000,217141.45,20260923
253160,9200000,138.52,20260923
253230,33100000,68.51,20260923
253240,1220000,1251.9,20260923
253250,290000,107002.79,20260923
253280,600000,11777.55,20260923
253290,1800000,11428.51,20260923
256440,6100000,4958.21,20260923
256450,500000,14668.15,20260923
256750,3059000,15026.35,20260923
261060,1140000,26565.88,20260923
261070,4660000,10874.84,20260923
261110,500000,15493.32,20260923
261120,4000000,5471.23,20260923
261140,1280000,25135.19,20260923
261220,1925000,26123.37,20260923
261240,4530000,14068.54,20260923
261250,2270000,15451.07,20260923
261260,33660000,5508.89,20260923
261270,10920000,8231.61,20260923
261920,100000,11522.92,20260923
265690,1850000,48.43,20260923
266160,6350000,33957.84,20260923
266360,3700000,9208.99,20260923
266370,1550000,72065.97,20260923
266390,600000,14838.2,20260923
266410,1200000,9533.99,20260923
266420,4300000,15634.23,20260923
266550,250000,18084.95,20260923
267440,600000,8015.11,20260923
267450,500000,11210.17,20260923
267490,700000,4929.62,20260923
267770,2400000,89688.33,20260923
269370,700000,16266.48,20260923
269420,1032000,21134.01,20260923
269530,600000,18975.47,20260923
269540,3000000,30290.77,20260923
270800,550000,15738.85,20260923
270810,23380000,14098.92,20260923
271050,126675000,1798.28,20260923
271060,3090000,9043.6,20260923
272560,1380000,114937.78,20260923
272570,118000,107745.81,20260923
272580,13820000,57199.69,20260923
272910,708000,105997.5,20260923
273130,32392000,109868.21,20260923
273140,2441000,114622.86,20260923
275280,900000,44698.41,20260923
275290,900000,36029.06,20260923
275300,1700000,31265.69,20260923
275750,950000,2423.32,20260923
275980,2500000,24068.07,20260923
276000,900000,20852.48,20260923
276650,750000,48399.07,20260923
276970,4700000,7533.6,20260923
276990,1770000,25206.82,20260923
277540,800000,33067.14,20260923
277630,8050000,73874.52,20260923
277640,1700000,38905.61,20260923
277650,200000,20957.27,20260923
278240,7090000,7903.71,20260923
278530,195150000,41002.28,20260923
278540,61600000,40541.61,20260923
278620,560000,119144.62,20260923
279530,19800000,17369.54,20260923
279540,600000,21509.91,20260923
280320,100000,21942.6,20260923
280920,450000,23421.31,20260923
280930,1400000,16306.99,20260923
280940,800000,3470.45,20260923
281990,550000,17552.94,20260923
282000,102000,115188.43,20260923
283580,16500000,14845.84,20260923
284430,96960000,21034.02,20260923
284980,860000,22571.17,20260923
285690,350000,21573.15,20260923
287180,900000,57043.71,20260923
289040,600000,34870.58,20260923
289250,570000,36251.93,20260923
289260,600000,29668.02,20260923
289480,2100000,13383.79,20260923
289670,128000,52080.14,20260923
290080,1650000,7248.53,20260923
290130,14200000,49599.15,20260923
291130,600000,17419.7,20260923
291620,470000,4251.22,20260923
291630,1450000,3546.71,20260923
291680,500000,7935.23,20260923
291890,450000,12606.88,20260923
292050,350000,51289.4,20260923
292150,49700000,39437.91,20260923
292160,500000,50066.7,20260923
292190,1500000,49854.57,20260923
292500,500000,51021.01,20260923
292560,6100000,7955.98,20260923
292770,1074000,57984.44,20260923
293180,3950000,113508.9,20260923
294400,12650000,148655.73,20260923
295000,100000,51381.33,20260923
295020,396000,60729.86,20260923
295040,24900000,42460.64,20260923
298340,1288000,56459.82,20260923
298770,1100000,85390.38,20260923
300610,2350000,5339.67,20260923
300640,3250000,6302.66,20260923
300950,4200000,5284.2,20260923
301400,650000,14320.66,20260923
302190,3880000,50007.77,20260923
302450,5600000,73388.58,20260923
304660,17800000,7234.16,20260923
304670,600000,12436.2,20260923
304760,400000,49097.89,20260923
304770,1420000,14185.86,20260923
304780,450000,132343.75,20260923
304940,3400000,33754.28,20260923
305050,650000,73582.82,20260923
305080,18000000,11903.3,20260923
305540,50000000,18339.98,20260923
305720,118000000,14336.16,20260923
306520,600000,2270.03,20260923
306530,440000,7064.79,20260923
306950,800000,82359.7,20260923
307510,500000,11950.94,20260923
307520,12250000,22360.98,20260923
308620,8300000,11182.09,20260923
309230,3680000,29857.6,20260923
310080,1150000,9154.89,20260923
310960,5600000,66121.13,20260923
310970,92900000,50927.48,20260923
314250,10430000,64947.6,20260923
314700,550000,10543.36,20260923
315270,380000,18608.94,20260923
315930,12000000,81285.52,20260923
315960,6550000,79973.58,20260923
316300,500000,12395.81,20260923
316670,6860000,7076.09,20260923
319640,4600000,25422.87,20260923
321410,300000,10581.98,20260923
322400,3300000,9556.86,20260923
322410,1750000,22668.69,20260923
325010,2900000,44867.12,20260923
325020,3100000,29446.82,20260923
326230,600000,10843.13,20260923
326240,2540000,45804.73,20260923
328370,3100000,39783.93,20260923
329200,384950000,4104.65,20260923
329650,16500000,14059.43,20260923
329660,4700000,17787.75,20260923
329670,4000000,21874.51,20260923
329750,54470000,12843.41,20260923
332500,2400000,76166.2,20260923
332610,96000,123357.33,20260923
332620,187000,86626.57,20260923
332930,1450000,148594.74,20260923
332940,2400000,50738.37,20260923
334690,700000,5829.76,20260923
334700,650000,3341.56,20260923
336160,489000,100062.71,20260923
337120,600000,35727.54,20260923
337140,2200000,37631.94,20260923
337150,600000,25087.03,20260923
337160,3400000,49622.47,20260923
341850,2000000,4602.09,20260923
352540,3400000,10949.25,20260923
352560,2650000,11877.32,20260923
354240,1100000,10209.61,20260923
354350,520000,17920.13,20260923
354500,10600000,14313.67,20260923
356540,11442000,101235.01,20260923
357870,58170000,58120.21,20260923
359210,2300000,36757.6,20260923
360140,2200000,23193.76,20260923
360150,4100000,2992.25,20260923
360200,151200000,26493.02,20260923
360750,797850000,26206.23,20260923
361580,8150000,64352.28,20260923
363510,114000,112298.39,20260923
363570,2714000,86575.71,20260923
363580,4150000,59048.31,20260923
364690,600000,40120.07,20260923
364960,11900000,6068.06,20260923
364970,37350000,6584.47,20260923
364980,68250000,9994.94,20260923
364990,4500000,4433.68,20260923
365000,10100000,3482.83,20260923
365040,2100000,37355.33,20260923
365780,6296000,82320.49,20260923
367380,113400000,31822.21,20260923
367740,550000,44215.08,20260923
367760,11550000,62301.65,20260923
367770,5150000,21769.77,20260923
368190,3200000,7473.6,20260923
368590,52900000,30873.49,20260923
368680,800000,7529.88,20260923
371150,1300000,6343.49,20260923
371160,81600000,6505.57,20260923
371450,1560000,13937.2,20260923
371460,71720000,9302.42,20260923
371470,5280000,8777.04,20260923
371870,1600000,6366.72,20260923
372330,16700000,6487.52,20260923
373490,550000,25067.29,20260923
373790,280000,14881.38,20260923
375270,650000,13706.65,20260923
375760,900000,25148.63,20260923
375770,1800000,25465.15,20260923
376410,900000,25214.83,20260923
377990,4950000,23831.28,20260923
379780,65500000,22908.02,20260923
379790,1150000,17177.99,20260923
379800,436300000,23822.19,20260923
379810,355900000,27681.17,20260923
380340,1200000,28016.58,20260923
381170,123450000,31930.43,20260923
381180,136250000,44905.91,20260923
381560,1050000,17137.52,20260923
381570,850000,9946.33,20260923
385510,8700000,38342.84,20260923
385520,2150000,15804.91,20260923
385540,21291000,102991.7,20260923
385550,3260000,114331.29,20260923
385560,8616000,50559.02,20260923
385590,2300000,24760.67,20260923
385600,1500000,11555.69,20260923
385710,1000000,10066.93,20260923
385720,15300000,26250.99,20260923
387270,1160000,26245.56,20260923
387280,1270000,11643.16,20260923
388280,3260000,6990.35,20260923
388420,8800000,29624.15,20260923
390390,24150000,56189.73,20260923
390400,800000,6831.98,20260923
391600,450000,10162.48,20260923
391670,600000,30122.01,20260923
394660,6560000,15465.6,20260923
394670,14600000,10615.06,20260923
395150,4800000,1827.18,20260923
395160,100100000,43215.06,20260923
395170,2000000,15685.12,20260923
395270,62500000,61476.93,20260923
395280,2350000,3366.48,20260923
395290,6350000,4851.82,20260923
395750,400000,21091.31,20260923
395760,550000,22108.48,20260923
396500,266000000,39538.61,20260923
396510,1800000,6864.99,20260923
396520,41000000,13483.52,20260923
399110,5700000,20651.01,20260923
399580,1000000,9391.08,20260923
400570,1060000,11886.41,20260923
400580,500000,12235.83,20260923
400590,500000,13875.2,20260923
400970,5000000,7054.98,20260923
401170,3900000,10415.8,20260923
401470,5750000,9342.29,20260923
401590,510000,11030.04,20260923
402460,500000,14397.71,20260923
402970,64200000,14721.78,20260923
403790,2925000,59715.62,20260923
404120,800000,24688.36,20260923
404260,800000,23825.1,20260923
404540,500000,23825.44,20260923
404650,600000,23621.94,20260923
407300,550000,10253.25,20260923
407310,1100000,16539.36,20260923
407820,1800000,6168.65,20260923
407830,2400000,14914.7,20260923
409810,2350000,5314.15,20260923
409820,12650000,21615.37,20260923
410870,1400000,8942.54,20260923
411060,149700000,26440.72,20260923
411420,4750000,27528.56,20260923
411540,1300000,16893.3,20260923
411860,300000,16268.54,20260923
412560,650000,1506.14,20260923
412570,147100000,1144.79,20260923
412770,5790000,12890.96,20260923
413220,1200000,4421.74,20260923
413930,550000,28538.99,20260923
414270,2150000,11604.97,20260923
414780,13800000,13877.15,20260923
415340,2070000,14173.75,20260923
415760,1360000,13152.41,20260923
415920,4700000,6527.88,20260923
416090,1600000,12780.09,20260923
417450,850000,15971.9,20260923
417630,1050000,19234.07,20260923
418660,17700000,42084.12,20260923
418670,3400000,18992.56,20260923
419420,1200000,8919.07,20260923
419430,2800000,8344.51,20260923
419650,3300000,4954.47,20260923
419890,580000,107514.48,20260923
421320,9600000,28299.15,20260923
422420,32740000,6648.78,20260923
423160,32459000,110891.21,20260923
423170,4460000,61340.65,20260923
423920,6770000,91411.41,20260923
426020,12700000,32164.23,20260923
426030,54820000,48730.75,20260923
426150,602000,51205.65,20260923
427120,680000,5169.78,20260923
428510,1700000,23842.36,20260923
428560,750000,15214.33,20260923
429000,14300000,12794.51,20260923
429010,500000,19235.18,20260923
429740,1000000,6241.26,20260923
429760,3600000,19484.36,20260923
429980,500000,17133.67,20260923
430500,100000,112765.8,20260923
432600,100000,55248.14,20260923
432840,800000,19677.54,20260923
433220,740000,29455.92,20260923
433250,250000,23517.43,20260923
433330,13800000,21878.69,20260923
433500,3800000,58179.98,20260923
433880,3610000,18509.76,20260923
433970,6800000,13941.21,20260923
433980,12150000,15808.13,20260923
434060,37800000,16826.33,20260923
434730,11850000,58371.65,20260923
434960,500000,114084.39,20260923
435040,600000,18965.44,20260923
435420,36100000,14221.27,20260923
435530,500000,15089.75,20260923
435540,500000,17044.95,20260923
435550,700000,17587.55,20260923
436140,11969000,106337.42,20260923
437070,346000,57689.94,20260923
437080,2315000,96070.9,20260923
437350,2200000,11910.69,20260923
437370,700000,10480.42,20260923
438080,89200000,13899.42,20260923
438100,62000000,15266.88,20260923
438320,4320000,4716.38,20260923
438330,4337000,115467.13,20260923
438560,1482000,100364.18,20260923
438570,1248000,98127.95,20260923
438740,225000,34081.15,20260923
438900,1300000,10760.16,20260923
439860,3264000,113566.01,20260923
439870,3194000,87931.97,20260923
440340,2250000,11679.83,20260923
440640,529000,112848.22,20260923
440650,3800000,11398.75,20260923
440910,2200000,22519.21,20260923
