ticker,shares,nav,bas_dt
0094X0,900000,8306.8,20260918
0097L0,1950000,12458.65,20260918
0098F0,17700000,16736.61,20260918
0098N0,6050000,12883.76,20260918
0098Z0,750000,93669.64,20260918
0099L0,1744000,99548.61,20260918
0100K0,5900000,6435.0,20260918
0101N0,31450000,21706.52,20260918
0102A0,8050000,9002.39,20260918
0102X0,600000,9199.1,20260918
0103T0,2950000,8211.62,20260918
0104G0,2350000,5871.7,20260918
0104H0,12200000,11791.91,20260918
0104N0,10300000,21028.13,20260918
0104P0,1700000,10947.67,20260918
0105D0,1900000,9015.72,20260918
0105E0,41300000,12781.81,20260918
0107F0,2550000,11283.01,20260918
0111J0,4350000,11924.33,20260918
0111P0,28600000,10813.99,20260918
0112X0,1000000,41194.38,20260918
0113D0,5750000,11939.61,20260918
0113G0,900000,11547.94,20260918
0113P0,518000,102561.48,20260918
0114X0,650000,9111.12,20260918
0115C0,2350000,10881.72,20260918
0115D0,25850000,7612.24,20260918
0115E0,4350000,14010.33,20260918
0117L0,85640000,10169.69,20260918
0117V0,53550000,19724.12,20260918
0118S0,4650000,10889.84,20260918
0118Z0,5950000,8704.29,20260918
0119H0,22620000,9908.69,20260918
0120J0,1250000,7651.11,20260918
0122W0,1994000,51061.33,20260918
0123G0,20600000,6273.76,20260918
0123S0,6200000,10201.94,20260918
0127M0,12000000,12261.39,20260918
0127P0,66650000,10439.98,20260918
0127R0,1350000,16203.63,20260918
0127T0,1200000,10999.8,20260918
0127V0,1250000,10791.59,20260918
0128D0,700000,6664.29,20260918
0131A0,550000,7472.99,20260918
0131V0,32550000,11044.69,20260918
0131W0,1349000,102255.71,20260918
0132D0,550000,9275.64,20260918
0132H0,5850000,7648.38,20260918
0132K0,13850000,7970.85,20260918
0133E0,1050000,8546.22,20260918
0135Y0,1107000,100216.23,20260918
0137V0,8900000,11335.66,20260918
0137W0,2600000,10369.13,20260918
0138D0,550000,12689.78,20260918
0138T0,3500000,9410.5,20260918
0138Y0,11100000,9769.43,20260918
0139F0,10578000,102254.27,20260918
0139P0,3700000,13368.98,20260918
0141S0,6300000,8865.17,20260918
0141T0,880000,50212.23,20260918
0142D0,9350000,10340.42,20260918
0144L0,36500000,9559.54,20260918
0144M0,2750000,6671.4,20260918
0148J0,67550000,9671.22,20260918
0150K0,2800000,11185.1,20260918
0151P0,9900000,14695.07,20260918
0151S0,13600000,15359.66,20260918
0152E0,2350000,10644.24,20260918
0153K0,12000000,12139.26,20260918
0153P0,1450000,9444.72,20260918
0153X0,1900000,11172.05,20260918
0154F0,2850000,12213.21,20260918
0154H0,550000,8910.21,20260918
0155M0,4500000,6574.59,20260918
0155N0,3900000,7710.25,20260918
0162L0,8050000,13689.55,20260918
0162M0,42220000,10049.02,20260918
0162Y0,34100000,7518.63,20260918
0162Z0,303500000,13718.45,20260918
0163Y0,50050000,9349.86,20260918
0164G0,2100000,12960.18,20260918
0166N0,3500000,8128.48,20260918
0166S0,5250000,11247.62,20260918
0166T0,650000,9485.02,20260918
0167A0,312950000,17751.07,20260918
0167B0,55100000,11864.73,20260918
0167Z0,45200000,7748.66,20260918
0168K0,20970000,5575.15,20260918
0172V0,7100000,8522.33,20260918
0172Y0,800000,9423.94,20260918
0173Y0,36300000,10775.32,20260918
0174B0,7350000,14282.62,20260918
0174J0,600000,8653.24,20260918
0174R0,850000,11348.77,20260918
0176E0,10550000,9641.85,20260918
0176P0,550000,13144.41,20260918
0177A0,2500000,9542.98,20260918
0177N0,107900000,14428.32,20260918
0177R0,74600000,11398.59,20260918
0177X0,10250000,9849.88,20260918
0178H0,4700000,10127.73,20260918
0180V0,19000000,8139.25,20260918
0181B0,12150000,9362.72,20260918
0181L0,8350000,7267.91,20260918
0182R0,31500000,10708.12,20260918
0182S0,18800000,12710.19,20260918
0183J0,147650000,7877.72,20260918
0183V0,22500000,11896.55,20260918
0184E0,3100000,11090.61,20260918
0184L0,1305000,100510.04,20260918
0184N0,1000000,8820.7,20260918
0184V0,1050000,5278.79,20260918
0185L0,6950000,7248.18,20260918
0186L0,2300000,9311.27,20260918
0186S0,5200000,8336.41,20260918
0189B0,5150000,8342.4,20260918
0189Z0,1000000,10315.68,20260918
0190C0,60300000,7756.57,20260918
0190G0,19100000,9085.74,20260918
0190M0,2400000,8281.51,20260918
0190Y0,8100000,8507.84,20260918
0191B0,200000,30000.05,20260918
0191M0,414000,100806.27,20260918
0191S0,740000,14000.23,20260918
0191W0,1200000,100801.39,20260918
0192L0,4000000,10275.8,20260918
0192M0,2575000,10927.15,20260918
0192S0,2200000,9485.42,20260918
0192T0,4250000,6819.75,20260918
0192Z0,1920000,100815.83,20260918
0193G0,18700000,8476.92,20260918
0193K0,1425000,11876.85,20260918
0193L0,1300000,9009.88,20260918
0193M0,2114000,50365.89,20260918
0193T0,208975000,11846.48,20260918
0193W0,120125000,11754.38,20260918
0194M0,3625000,10788.04,20260918
0194N0,775000,10841.8,20260918
0194R0,1375000,9839.3,20260918
0194T0,5600000,10090.1,20260918
0195R0,92750000,10683.19,20260918
0195S0,160400000,10057.69,20260918
0197W0,4550000,9900.91,20260918
0197X0,14000000,5444.74,20260918
0198A0,8900000,8588.71,20260918
0198B0,1490000,11148.24,20260918
0198D0,2530000,10486.73,20260918
0199C0,15050000,9188.74,20260918
0203D0,1300000,9013.14,20260918
0203R0,340000,50421.24,20260918
0203S0,3400000,8513.89,20260918
0204D0,33750000,5775.37,20260918
0204S0,4480000,7077.28,20260918
0206G0,2950000,7950.25,20260918
0207G0,5950000,7476.11,20260918
0207Z0,2150000,7194.53,20260918
0208N0,1650000,7624.59,20260918
0209D0,14500000,8175.65,20260918
0209Z0,3500000,7389.26,20260918
0210A0,53850000,7291.12,20260918
0210E0,9700000,7386.28,20260918
0214M0,850000,9592.62,20260918
0215T0,900000,8607.31,20260918
0216K0,1000000,8882.02,20260918
0216Z0,1250000,9058.97,20260918
0218J0,3350000,9295.32,20260918
0218K0,700000,10435.19,20260918
0219B0,800000,12517.5,20260918
0219E0,95600000,8445.04,20260918
0219Z0,800000,10423.12,20260918
0220A0,1500000,8961.67,20260918
0220B0,4350000,10618.91,20260918
0221V0,1069000,100627.18,20260918
0221Z0,950000,9180.05,20260918
0222D0,3500000,10307.42,20260918
0222F0,1150000,13044.69,20260918
0223A0,1600000,10849.17,20260918
0223R0,2910000,9352.03,20260918
0224D0,1000000,10284.33,20260918
0224X0,2800000,9797.32,20260918
0225V0,6800000,11097.66,20260918
0226A0,5000000,11181.13,20260918
0226D0,800000,10196.27,20260918
0226G0,700000,12129.34,20260918
0227K0,1050000,9277.15,20260918
0227L0,1000000,10599.48,20260918
0228G0,25000000,10310.31,20260918
0229F0,700000,8285.86,20260918
0231Z0,2000000,10249.31,20260918
0232A0,2084000,100263.71,20260918
0233A0,6400000,10568.39,20260918
0233J0,20000000,10674.3,20260918
0233N0,1450000,10624.48,20260918
0234N0,3400000,10188.55,20260918
0238F0,7050000,10110.37,20260918
0238P0,5130000,10228.63,20260918
0239Y0,2000000,9803.51,20260918
0239Z0,2000000,10350.63,20260918
069500,231650000,109611.87,20260918
069660,6900000,109583.13,20260918
091160,43550000,131142.05,20260918
091170,17650000,16546.07,20260918
091180,14100000,26096.27,20260918
091220,1200000,17252.02,20260918
091230,9880000,138763.63,20260918
099140,1600000,20882.7,20260918
100910,2400000,17236.13,20260918
101280,1720000,30736.15,20260918
102110,92300000,109874.23,20260918
102780,128000000,25733.54,20260918
102960,1020000,13712.6,20260918
102970,37400000,17382.98,20260918
104520,1000000,14540.76,20260918
104530,2050000,17140.15,20260918
105010,1400000,6472.05,20260918
105190,15400000,109869.29,20260918
105780,2000000,16406.3,20260918
108450,2000000,39225.29,20260918
108590,200000,109227.09,20260918
114100,940000,105770.16,20260918
114260,8040000,61644.29,20260918
114460,150000,99910.74,20260918
114470,450000,107166.32,20260918
114800,841900000,998.53,20260918
114820,1168000,104830.87,20260918
117460,2380000,13579.22,20260918
117680,2450000,12827.17,20260918
117690,500000,19205.25,20260918
117700,31000000,7271.26,20260918
122090,2220000,82791.4,20260918
122260,310000,104208.2,20260918
122630,55200000,109920.64,20260918
123310,42600000,1110.59,20260918
123320,2400000,110702.54,20260918
130680,2100000,8131.68,20260918
130730,660000,103116.1,20260918
131890,400000,39488.85,20260918
132030,15100000,24595.88,20260918
133690,65430000,180377.48,20260918
136340,2874000,103985.19,20260918
137610,2300000,5868.1,20260918
138230,1450000,16227.8,20260918
138520,4040000,35863.17,20260918
138530,6480000,12092.07,20260918
138540,13000000,48988.44,20260918
138910,3300000,10029.46,20260918
138920,500000,12918.66,20260918
139220,16860000,8089.29,20260918
139230,19520000,13176.07,20260918
139240,880000,11370.21,20260918
139250,1560000,17373.87,20260918
139260,19460000,138154.29,20260918
139270,1840000,16977.99,20260918
139280,3200000,12244.58,20260918
139290,280000,23861.94,20260918
139320,2250000,18134.97,20260918
139660,870000,8393.08,20260918
140570,400000,25721.64,20260918
140580,500000,23958.19,20260918
140700,3000000,20749.35,20260918
140710,1900000,6526.16,20260918
140950,560000,86280.69,20260918
143850,1175000,77152.91,20260918
143860,4000000,34866.76,20260918
144600,73200000,10817.47,20260918
145670,2200000,1271.87,20260918
145850,250000,116679.51,20260918
147970,460000,79570.86,20260918
148020,40550000,110443.69,20260918
148070,3995000,103775.77,20260918
150460,7380000,7417.91,20260918
152100,13450000,111297.07,20260918
152380,318000,64362.76,20260918
152500,1100000,45090.24,20260918
152870,1400000,110624.1,20260918
153130,7132000,113144.26,20260918
153270,360000,84667.35,20260918
156080,600000,52200.77,20260918
157450,11538000,112667.51,20260918
157490,9320000,7897.26,20260918
157500,17820000,11827.09,20260918
159800,280000,87076.18,20260918
160580,9625000,16369.59,20260918
161510,95460000,24881.29,20260918
166400,500000,24779.41,20260918
167860,290000,90565.73,20260918
168580,3120000,34064.37,20260918
169950,800000,25382.66,20260918
174350,380000,20649.56,20260918
174360,1400000,22925.04,20260918
176950,108000,61034.48,20260918
181480,120000,81983.5,20260918
182480,8800000,13314.04,20260918
182490,600000,13805.06,20260918
183700,420000,96249.57,20260918
183710,200000,93059.78,20260918
185680,532000,46743.37,20260918
189400,300000,25757.78,20260918
190620,3296000,102091.92,20260918
192090,10350000,12310.62,20260918
192720,510000,57761.6,20260918
195920,500000,35265.37,20260918
195930,1600000,23268.5,20260918
195970,1460000,16315.84,20260918
195980,6140000,15364.67,20260918
196030,500000,89643.8,20260918
196230,2207000,117062.6,20260918
200030,1127000,40276.79,20260918
200250,7900000,20789.18,20260918
203780,3000000,35413.93,20260918
204450,9600000,2202.77,20260918
204480,3720000,23840.85,20260918
205720,3000000,1455.39,20260918
210780,3300000,23305.01,20260918
211560,2010000,34825.58,20260918
211900,3250000,27800.77,20260918
213610,11900000,21970.49,20260918
213630,920000,20742.94,20260918
214980,15975000,114442.01,20260918
215620,540000,15958.14,20260918
217770,28050000,1072.49,20260918
217780,1550000,5563.98,20260918
218420,2455000,20739.87,20260918
219390,2000000,8462.23,20260918
219480,4500000,33034.76,20260918
219900,1400000,4097.14,20260918
220130,800000,6901.64,20260918
223190,1000000,27572.57,20260918
225030,1650000,2263.9,20260918
225040,840000,66679.88,20260918
225050,450000,16065.74,20260918
225060,1060000,16461.79,20260918
225130,500000,48554.6,20260918
225800,510000,15075.83,20260918
226380,700000,5685.58,20260918
226490,20400000,70871.51,20260918
226980,900000,23068.62,20260918
227540,1660000,18336.37,20260918
227550,640000,12448.08,20260918
227560,360000,12492.15,20260918
227570,360000,20905.54,20260918
227830,250000,71371.85,20260918
228790,58230000,4331.38,20260918
228800,25620000,2610.91,20260918
228810,24450000,3045.16,20260918
228820,1000000,18638.46,20260918
229200,334450000,13864.58,20260918
229720,500000,36932.75,20260918
230480,2010000,4622.86,20260918
232080,97580000,14139.23,20260918
233160,21750000,7445.34,20260918
233740,499800000,6744.52,20260918
234310,500000,28017.92,20260918
236350,620000,25453.87,20260918
237350,10850000,87666.59,20260918
237370,10400000,15583.78,20260918
237440,1000000,10152.72,20260918
238670,400000,13436.29,20260918
238720,900000,47275.31,20260918
239660,180000,121746.88,20260918
241180,11440000,34581.22,20260918
241390,2200000,15628.38,20260918
243880,1300000,329807.77,20260918
243890,450000,7973.09,20260918
244580,26080000,7828.24,20260918
244620,700000,20422.27,20260918
244660,400000,9194.54,20260918
244670,600000,11568.07,20260918
245340,4060000,34889.27,20260918
245350,1600000,19656.85,20260918
245360,2100000,12062.17,20260918
245710,12900000,29692.52,20260918
248270,1160000,26247.2,20260918
250730,1700000,9786.52,20260918
250780,2750000,2445.62,20260918
251340,47600000,2442.15,20260918
251350,12800000,38860.34,20260918
251590,700000,17076.9,20260918
251600,38800000,15334.72,20260918
252000,500000,19403.51,20260918
252400,600000,101937.9,20260918
252410,2000000,1294.92,20260918
252420,50100000,76.8,20260918
252650,700000,18533.77,20260918
252670,11892500000,72.39,20260918
252710,324200000,79.19,20260918
253150,250000,203667.16,20260918
253160,9200000,148.18,20260918
253230,33100000,73.18,20260918
253240,1220000,1293.62,20260918
253250,290000,100412.28,20260918
253280,600000,11914.67,20260918
253290,1800000,11453.9,20260918
256440,6100000,5141.94,20260918
256450,500000,14899.0,20260918
256750,3059000,15270.45,20260918
261060,1140000,24925.61,20260918
261070,4620000,11078.14,20260918
261110,500000,16023.86,20260918
261120,4800000,5292.14,20260918
261140,1280000,24057.89,20260918
261220,1925000,27845.32,20260918
261240,4490000,14301.11,20260918
261250,2100000,15977.13,20260918
261260,34010000,5328.37,20260918
261270,11340000,8095.8,20260918
261920,100000,11809.01,20260918
265690,1850000,48.42,20260918
266160,6350000,33333.74,20260918
266360,3200000,9334.55,20260918
266370,1600000,68765.12,20260918
266390,600000,14869.8,20260918
266410,1200000,9595.44,20260918
266420,4000000,15838.62,20260918
266550,250000,18394.56,20260918
267440,600000,8025.65,20260918
267450,500000,11198.63,20260918
267490,700000,4947.4,20260918
267770,2400000,84126.34,20260918
269370,700000,16634.02,20260918
269420,1032000,21622.7,20260918
269530,600000,19372.04,20260918
269540,3000000,29908.17,20260918
270800,550000,15562.72,20260918
270810,23340000,13800.52,20260918
271050,121650000,1699.78,20260918
271060,3090000,9045.73,20260918
272560,1370000,114905.5,20260918
272570,168000,107480.62,20260918
272580,13786000,57167.53,20260918
272910,708000,105779.43,20260918
273130,32016000,109709.84,20260918
273140,2441000,114604.01,20260918
275280,900000,43045.91,20260918
275290,900000,34944.27,20260918
275300,1700000,30245.92,20260918
275750,950000,2471.3,20260918
275980,2500000,23555.14,20260918
276000,900000,21244.13,20260918
276650,750000,46680.46,20260918
276970,4700000,7732.61,20260918
276990,1770000,24863.51,20260918
277540,800000,32495.73,20260918
277630,8250000,71933.2,20260918
277640,1700000,37770.15,20260918
277650,200000,21172.24,20260918
278240,7090000,7606.61,20260918
278530,194400000,39697.5,20260918
278540,61600000,38991.19,20260918
278620,560000,119105.72,20260918
279530,19800000,17379.72,20260918
279540,600000,21026.06,20260918
280320,100000,21854.16,20260918
280920,450000,22916.79,20260918
280930,1400000,16242.99,20260918
280940,800000,3432.19,20260918
281990,550000,17581.48,20260918
282000,102000,115293.33,20260918
283580,16500000,15078.56,20260918
284430,96960000,20872.37,20260918
284980,860000,22579.49,20260918
285690,350000,21433.09,20260918
287180,900000,54126.48,20260918
289040,600000,33876.81,20260918
289250,690000,35211.29,20260918
289260,600000,29199.44,20260918
289480,2100000,13072.85,20260918
289670,128000,51692.03,20260918
290080,1700000,7371.5,20260918
290130,14200000,48011.18,20260918
291130,600000,17742.43,20260918
291620,570000,4334.79,20260918
291630,1450000,3417.81,20260918
291680,500000,7973.46,20260918
291890,450000,12370.67,20260918
292050,350000,49699.69,20260918
292150,50050000,38485.11,20260918
292160,500000,48513.48,20260918
292190,1500000,48311.3,20260918
292500,500000,49421.44,20260918
292560,6100000,8145.6,20260918
292770,1074000,58035.19,20260918
293180,3950000,109909.31,20260918
294400,12650000,143912.96,20260918
295000,100000,50953.92,20260918
295020,396000,61213.95,20260918
295040,24900000,41108.27,20260918
298340,1288000,56367.02,20260918
298770,1100000,83129.85,20260918
300610,2350000,5338.58,20260918
300640,3250000,6311.59,20260918
300950,4200000,5325.6,20260918
301400,650000,14018.94,20260918
302190,3860000,49842.98,20260918
302450,5600000,71459.2,20260918
304660,18000000,7247.7,20260918
304670,600000,12431.02,20260918
304760,400000,47568.03,20260918
304770,1420000,13888.07,20260918
304780,450000,124162.54,20260918
304940,3400000,32378.71,20260918
305050,650000,71652.2,20260918
305080,17900000,12120.26,20260918
305540,49900000,18662.83,20260918
305720,118000000,14662.5,20260918
306520,600000,2342.9,20260918
306530,440000,6803.56,20260918
306950,800000,77400.93,20260918
307510,500000,11884.14,20260918
307520,12300000,22083.24,20260918
308620,8300000,11397.92,20260918
309230,3680000,30142.12,20260918
310080,1150000,9062.28,20260918
310960,5500000,64032.9,20260918
310970,92900000,48978.26,20260918
314250,10450000,62890.16,20260918
314700,550000,10623.17,20260918
315270,380000,18831.18,20260918
315930,12000000,80237.37,20260918
315960,6600000,78463.56,20260918
316300,500000,12460.31,20260918
316670,6660000,6928.0,20260918
319640,4600000,25770.74,20260918
321410,300000,10589.02,20260918
322400,3300000,9656.51,20260918
322410,1750000,22850.8,20260918
325010,2900000,43612.74,20260918
325020,3100000,29118.11,20260918
326230,640000,10895.37,20260918
326240,2500000,43509.62,20260918
328370,3100000,38769.5,20260918
329200,383700000,4041.43,20260918
329650,16500000,14059.99,20260918
329660,4700000,17790.5,20260918
329670,4000000,21903.45,20260918
329750,53800000,13086.53,20260918
332500,2400000,73748.04,20260918
332610,96000,125601.05,20260918
332620,187000,88170.94,20260918
332930,1450000,143909.66,20260918
332940,2400000,48802.58,20260918
334690,650000,5943.81,20260918
334700,650000,3270.47,20260918
336160,469000,99961.21,20260918
337120,600000,34718.13,20260918
337140,2200000,36535.74,20260918
337150,600000,25012.8,20260918
337160,3400000,48080.34,20260918
341850,2000000,4556.53,20260918
352540,3400000,10964.37,20260918
352560,2650000,11906.28,20260918
354240,1100000,10441.76,20260918
354350,520000,18317.19,20260918
354500,10600000,14012.99,20260918
356540,11246000,101141.75,20260918
357870,58186000,58082.45,20260918
359210,2300000,35793.53,20260918
360140,2200000,22882.77,20260918
360150,4100000,3030.32,20260918
360200,150800000,26485.31,20260918
360750,795850000,26198.35,20260918
361580,8050000,62330.56,20260918
363510,111000,112272.37,20260918
363570,2713000,86205.16,20260918
363580,4200000,55973.65,20260918
364690,600000,38929.41,20260918
364960,11900000,6197.04,20260918
364970,37250000,6670.71,20260918
364980,67950000,10265.73,20260918
364990,4400000,4476.51,20260918
365000,10100000,3554.04,20260918
365040,2100000,36375.24,20260918
365780,6296000,81882.78,20260918
367380,113200000,30991.1,20260918
367740,550000,42745.51,20260918
367760,11600000,59060.2,20260918
367770,5150000,22446.23,20260918
368190,3200000,7656.19,20260918
368590,52900000,30066.63,20260918
368680,900000,7714.0,20260918
371150,1300000,6500.59,20260918
371160,81650000,6666.46,20260918
371450,1560000,13916.44,20260918
371460,71800000,9478.45,20260918
371470,5280000,8535.25,20260918
371870,1600000,6524.69,20260918
372330,16700000,6648.39,20260918
373490,550000,25027.69,20260918
373790,280000,15307.09,20260918
375270,650000,13519.35,20260918
375760,900000,24489.62,20260918
375770,1800000,24814.2,20260918
376410,900000,24568.11,20260918
377990,4950000,24271.24,20260918
379780,65400000,22900.55,20260918
379790,1150000,17185.05,20260918
379800,434600000,23814.28,20260918
379810,348100000,26956.31,20260918
380340,1200000,27234.37,20260918
381170,123500000,31440.73,20260918
381180,135850000,41750.42,20260918
381560,1050000,17317.87,20260918
381570,850000,10109.66,20260918
385510,8700000,38918.95,20260918
385520,2150000,15609.19,20260918
385540,21209000,102860.96,20260918
385550,3267000,114278.63,20260918
385560,8939000,50636.13,20260918
385590,2300000,23941.8,20260918
385600,1500000,11628.43,20260918
385710,1000000,10271.04,20260918
385720,15400000,25648.89,20260918
387270,1160000,25385.9,20260918
387280,1270000,11595.63,20260918
388280,3260000,7041.66,20260918
388420,8840000,27143.42,20260918
390390,24000000,52697.62,20260918
390400,800000,6893.83,20260918
391600,450000,10345.08,20260918
391670,600000,28781.76,20260918
394660,6560000,15525.06,20260918
394670,14600000,10838.12,20260918
395150,4800000,1829.69,20260918
395160,100300000,40412.28,20260918
395170,2000000,15285.26,20260918
395270,62750000,57583.97,20260918
395280,2350000,3385.99,20260918
395290,6350000,4909.75,20260918
395750,400000,20587.55,20260918
395760,550000,21375.17,20260918
396500,265600000,37151.67,20260918
396510,1800000,7064.24,20260918
396520,41040000,13611.49,20260918
399110,5700000,20670.81,20260918
399580,1000000,9523.79,20260918
400570,1060000,11812.64,20260918
400580,500000,12149.74,20260918
400590,500000,14203.96,20260918
400970,5000000,7130.05,20260918
401170,3900000,10442.89,20260918
401470,5850000,9359.86,20260918
401590,510000,11346.93,20260918
402460,500000,14180.75,20260918
402970,64300000,15030.48,20260918
403790,2925000,58064.99,20260918
404120,800000,24813.59,20260918
404260,800000,24050.86,20260918
404540,500000,24051.52,20260918
404650,600000,23847.09,20260918
407300,550000,10282.22,20260918
407310,1100000,16662.58,20260918
407820,1800000,6006.5,20260918
407830,2400000,14471.42,20260918
409810,2500000,5548.03,20260918
409820,12650000,19829.48,20260918
410870,1300000,9181.85,20260918
411060,149600000,27252.46,20260918
411420,4750000,26830.47,20260918
411540,1300000,17021.07,20260918
411860,300000,16716.83,20260918
412560,650000,1579.03,20260918
412570,145000000,1218.18,20260918
412770,5810000,12296.09,20260918
413220,1200000,4506.75,20260918
413930,550000,27855.57,20260918
414270,2150000,11639.1,20260918
414780,13700000,14054.89,20260918
415340,2070000,14357.2,20260918
415760,1360000,13303.86,20260918
415920,4700000,6551.27,20260918
416090,1600000,12947.9,20260918
417450,850000,16229.28,20260918
417630,1050000,19350.76,20260918
418660,17700000,39843.65,20260918
418670,3400000,18933.33,20260918
419420,1200000,8763.17,20260918
419430,2800000,8548.33,20260918
419650,3300000,5044.28,20260918
419890,580000,107499.42,20260918
421320,9350000,29152.03,20260918
422420,32760000,6731.22,20260918
423160,32788000,110827.89,20260918
423170,4460000,58216.74,20260918
423920,6780000,79031.64,20260918
426020,12720000,32040.15,20260918
426030,54840000,46498.54,20260918
426150,602000,51066.35,20260918
427120,680000,5030.02,20260918
428510,1700000,23775.21,20260918
428560,750000,15478.29,20260918
429000,14300000,13067.38,20260918
429010,500000,19399.34,20260918
429740,1000000,6100.47,20260918
429760,2300000,19510.62,20260918
429980,500000,16721.42,20260918
430500,100000,112646.87,20260918
432600,100000,55161.29,20260918
432840,800000,19676.03,20260918
433220,740000,28950.38,20260918
433250,250000,23303.63,20260918
433330,13600000,21876.66,20260918
433500,3700000,60064.04,20260918
433880,3610000,18513.06,20260918
433970,6800000,13926.54,20260918
433980,12150000,15791.73,20260918
434060,37800000,16765.28,20260918
434730,11750000,60022.01,20260918
434960,500000,110441.79,20260918
435040,600000,19170.02,20260918
435420,36100000,14018.35,20260918
435530,500000,15244.17,20260918
435540,500000,17173.75,20260918
435550,700000,17678.11,20260918
436140,11772000,106119.88,20260918
437070,346000,58592.48,20260918
437080,2315000,96190.6,20260918
437350,2200000,12130.7,20260918
437370,700000,10831.2,20260918
438080,88900000,14039.41,20260918
438100,62000000,15227.33,20260918
438320,4320000,4790.38,20260918
438330,4335000,115356.98,20260918
438560,1399000,100196.15,20260918
438570,1284000,97502.59,20260918
438740,225000,33685.62,20260918
438900,1300000,10913.05,20260918
439860,3264000,113477.2,20260918
439870,3312000,87467.85,20260918
440340,2250000,11885.5,20260918
440640,529000,112802.89,20260918
440650,3800000,11608.21,20260918
440910,2300000,22843.39,20260918
441540,2700000,26832.76,20260918
441640,138250000,12455.7,20260918
441680,26300000,10928.87,20260918
441800,27420000,28783.95,20260918
442090,1500000,30194.28,20260918
